BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
6,"Burundi",1975,"F",25,999,90.48,8.48,3.22,0.90,0.36,0.14,0.08,0.53,0.48,0.05,0.00,693,"BDI","Sub-Saharan Africa"
6,"Burundi",1980,"F",25,999,89.04,9.69,4.01,1.13,0.49,0.14,0.09,0.63,0.57,0.06,0.00,783,"BDI","Sub-Saharan Africa"
6,"Burundi",1985,"F",25,999,86.45,11.87,5.35,1.47,0.68,0.21,0.13,0.80,0.72,0.08,0.01,939,"BDI","Sub-Saharan Africa"
6,"Burundi",1990,"F",25,999,86.72,11.51,5.55,1.57,0.78,0.20,0.13,0.81,0.72,0.08,0.01,1086,"BDI","Sub-Saharan Africa"
6,"Burundi",1995,"F",25,999,82.43,15.12,7.61,2.19,1.13,0.25,0.17,1.06,0.94,0.11,0.01,1139,"BDI","Sub-Saharan Africa"
6,"Burundi",2000,"F",25,999,78.95,17.91,9.32,2.87,1.52,0.27,0.18,1.31,1.15,0.15,0.01,1130,"BDI","Sub-Saharan Africa"
6,"Burundi",2005,"F",25,999,71.69,24.33,13.46,3.57,1.97,0.41,0.27,1.74,1.52,0.20,0.01,1311,"BDI","Sub-Saharan Africa"
6,"Burundi",2010,"F",25,999,64.95,29.77,19.55,4.75,2.75,0.53,0.35,2.24,1.94,0.28,0.02,1635,"BDI","Sub-Saharan Africa"
7,"Cameroon",1950,"F",25,999,95.73,3.99,1.18,0.25,0.09,0.04,0.02,0.19,0.17,0.02,0.00,966,"CMR","Sub-Saharan Africa"
7,"Cameroon",1955,"F",25,999,95.06,4.62,1.40,0.29,0.11,0.04,0.02,0.22,0.20,0.02,0.00,1046,"CMR","Sub-Saharan Africa"
7,"Cameroon",1960,"F",25,999,93.05,6.47,2.05,0.43,0.16,0.05,0.03,0.31,0.28,0.03,0.00,1138,"CMR","Sub-Saharan Africa"
7,"Cameroon",1965,"F",25,999,91.56,7.86,2.63,0.52,0.20,0.06,0.04,0.38,0.35,0.03,0.00,1243,"CMR","Sub-Saharan Africa"
7,"Cameroon",1970,"F",25,999,87.93,10.90,3.90,1.09,0.43,0.09,0.05,0.58,0.51,0.06,0.00,1373,"CMR","Sub-Saharan Africa"
7,"Cameroon",1975,"F",25,999,84.30,13.90,5.31,1.60,0.65,0.10,0.06,0.77,0.68,0.09,0.00,1521,"CMR","Sub-Saharan Africa"
7,"Cameroon",1980,"F",25,999,76.51,19.81,8.16,3.57,1.55,0.11,0.07,1.26,1.06,0.20,0.00,1708,"CMR","Sub-Saharan Africa"
7,"Cameroon",1985,"F",25,999,66.31,27.73,12.30,5.83,2.69,0.13,0.08,1.89,1.56,0.32,0.00,1904,"CMR","Sub-Saharan Africa"
7,"Cameroon",1990,"F",25,999,56.69,34.57,16.39,8.60,4.24,0.13,0.09,2.54,2.05,0.48,0.00,2169,"CMR","Sub-Saharan Africa"
7,"Cameroon",1995,"F",25,999,46.94,41.05,20.50,11.89,6.12,0.12,0.08,3.24,2.57,0.67,0.00,2473,"CMR","Sub-Saharan Africa"
7,"Cameroon",2000,"F",25,999,37.94,46.51,24.32,15.34,8.11,0.21,0.14,3.94,3.06,0.87,0.01,2795,"CMR","Sub-Saharan Africa"
7,"Cameroon",2005,"F",25,999,30.08,51.37,28.39,17.57,9.68,0.98,0.65,4.60,3.51,1.06,0.03,3115,"CMR","Sub-Saharan Africa"
7,"Cameroon",2010,"F",25,999,24.60,54.05,35.18,19.46,11.22,1.88,1.24,5.27,3.96,1.25,0.06,3501,"CMR","Sub-Saharan Africa"
9,"Central African Republic",1950,"F",25,999,94.61,5.11,1.50,0.09,0.03,0.05,0.03,0.22,0.21,0.01,0.00,319,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1955,"F",25,999,94.30,5.38,1.62,0.09,0.03,0.06,0.04,0.23,0.22,0.01,0.00,338,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1960,"F",25,999,94.07,5.58,1.75,0.11,0.04,0.07,0.04,0.24,0.23,0.01,0.00,358,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1965,"F",25,999,93.63,5.95,1.97,0.13,0.05,0.08,0.05,0.26,0.25,0.01,0.00,386,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1970,"F",25,999,93.24,6.28,2.23,0.24,0.09,0.08,0.05,0.29,0.27,0.02,0.00,417,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1975,"F",25,999,91.78,7.72,2.92,0.40,0.16,0.10,0.06,0.38,0.35,0.03,0.00,444,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1980,"F",25,999,90.53,8.42,3.44,0.79,0.34,0.18,0.11,0.47,0.41,0.05,0.01,491,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1985,"F",25,999,87.16,10.67,4.72,1.75,0.81,0.39,0.25,0.72,0.59,0.12,0.01,560,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1990,"F",25,999,83.12,12.98,6.13,3.23,1.59,0.76,0.49,1.07,0.81,0.23,0.03,614,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1995,"F",25,999,79.71,14.47,7.19,5.08,2.61,0.75,0.49,1.36,1.00,0.33,0.02,684,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2000,"F",25,999,74.99,17.60,9.13,6.63,3.50,0.78,0.52,1.70,1.25,0.43,0.03,740,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2005,"F",25,999,70.30,20.90,11.44,7.88,4.33,0.91,0.60,2.04,1.50,0.51,0.03,766,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2010,"F",25,999,66.97,22.93,14.78,9.29,5.34,0.82,0.54,2.35,1.74,0.59,0.03,814,"CAF","Sub-Saharan Africa"
12,"Congo",1950,"F",25,999,96.26,3.28,0.50,0.42,0.16,0.04,0.02,0.17,0.14,0.02,0.00,172,"COG","Sub-Saharan Africa"
12,"Congo",1955,"F",25,999,96.43,3.09,0.51,0.44,0.17,0.04,0.02,0.16,0.14,0.03,0.00,188,"COG","Sub-Saharan Africa"
12,"Congo",1960,"F",25,999,95.72,3.70,0.63,0.53,0.20,0.05,0.03,0.20,0.16,0.03,0.00,210,"COG","Sub-Saharan Africa"
12,"Congo",1965,"F",25,999,95.13,4.21,0.82,0.60,0.23,0.06,0.03,0.23,0.19,0.04,0.00,233,"COG","Sub-Saharan Africa"
12,"Congo",1970,"F",25,999,91.38,6.94,1.46,1.49,0.52,0.20,0.11,0.45,0.35,0.09,0.01,261,"COG","Sub-Saharan Africa"
12,"Congo",1975,"F",25,999,88.44,9.01,2.08,2.24,0.72,0.32,0.18,0.63,0.49,0.13,0.01,297,"COG","Sub-Saharan Africa"
12,"Congo",1980,"F",25,999,79.41,12.76,3.40,7.07,2.30,0.76,0.44,1.38,0.95,0.40,0.02,337,"COG","Sub-Saharan Africa"
12,"Congo",1985,"F",25,999,72.00,15.60,5.60,11.20,3.00,1.10,0.60,2.02,1.37,0.61,0.03,386,"COG","Sub-Saharan Africa"
12,"Congo",1990,"F",25,999,60.97,17.07,6.10,20.66,4.93,1.30,0.71,3.12,2.01,1.07,0.04,446,"COG","Sub-Saharan Africa"
12,"Congo",1995,"F",25,999,54.25,14.69,4.57,29.66,7.99,1.40,0.79,4.01,2.44,1.52,0.04,515,"COG","Sub-Saharan Africa"
12,"Congo",2000,"F",25,999,48.61,11.77,3.52,38.12,8.86,1.51,0.83,4.78,2.84,1.90,0.05,599,"COG","Sub-Saharan Africa"
12,"Congo",2005,"F",25,999,44.31,15.60,4.40,38.74,7.58,1.35,0.74,4.92,3.01,1.87,0.04,680,"COG","Sub-Saharan Africa"
12,"Congo",2010,"F",25,999,42.62,17.68,4.61,38.54,6.27,1.15,0.64,4.90,3.05,1.81,0.04,768,"COG","Sub-Saharan Africa"
13,"Egypt",1950,"F",25,999,98.02,1.16,0.35,0.67,0.25,0.15,0.09,0.14,0.09,0.04,0.00,4586,"EGY","Middle East and North Africa"
13,"Egypt",1955,"F",25,999,97.75,1.26,0.38,0.81,0.31,0.18,0.11,0.16,0.11,0.04,0.01,5112,"EGY","Middle East and North Africa"
13,"Egypt",1960,"F",25,999,97.04,1.41,0.45,1.20,0.46,0.34,0.20,0.23,0.15,0.07,0.01,5673,"EGY","Middle East and North Africa"
13,"Egypt",1965,"F",25,999,96.53,1.57,0.52,1.45,0.55,0.45,0.27,0.28,0.18,0.09,0.01,6317,"EGY","Middle East and North Africa"
13,"Egypt",1970,"F",25,999,94.86,2.03,0.72,2.25,0.88,0.86,0.50,0.44,0.27,0.15,0.03,6965,"EGY","Middle East and North Africa"
13,"Egypt",1975,"F",25,999,92.90,2.60,0.99,3.10,1.25,1.30,0.77,0.62,0.37,0.21,0.04,7723,"EGY","Middle East and North Africa"
13,"Egypt",1980,"F",25,999,86.22,6.22,2.56,6.17,2.68,1.40,0.85,1.11,0.72,0.35,0.04,8749,"EGY","Middle East and North Africa"
13,"Egypt",1985,"F",25,999,78.60,10.30,4.57,9.30,4.30,1.80,1.16,1.69,1.11,0.52,0.06,9969,"EGY","Middle East and North Africa"
13,"Egypt",1990,"F",25,999,74.01,10.55,5.00,13.45,6.63,2.00,1.30,2.18,1.39,0.72,0.07,11416,"EGY","Middle East and North Africa"
13,"Egypt",1995,"F",25,999,69.17,9.78,4.85,18.82,9.66,2.23,1.48,2.76,1.70,0.99,0.07,12989,"EGY","Middle East and North Africa"
13,"Egypt",2000,"F",25,999,63.51,8.21,4.24,25.19,13.25,3.09,2.06,3.51,2.07,1.34,0.10,14798,"EGY","Middle East and North Africa"
13,"Egypt",2005,"F",25,999,55.74,9.08,4.95,30.49,16.72,4.68,3.11,4.38,2.53,1.70,0.16,17111,"EGY","Middle East and North Africa"
13,"Egypt",2010,"F",25,999,47.61,8.53,5.45,36.97,21.18,6.89,4.56,5.44,3.05,2.16,0.23,19911,"EGY","Middle East and North Africa"
15,"Gabon",1950,"F",25,999,85.69,12.52,3.59,1.45,0.54,0.34,0.20,0.70,0.59,0.10,0.01,134,"GAB","Sub-Saharan Africa"
15,"Gabon",1955,"F",25,999,85.17,13.10,3.85,1.35,0.50,0.37,0.22,0.72,0.61,0.10,0.01,134,"GAB","Sub-Saharan Africa"
15,"Gabon",1960,"F",25,999,82.31,15.79,4.83,1.42,0.54,0.48,0.29,0.85,0.73,0.11,0.02,134,"GAB","Sub-Saharan Africa"
15,"Gabon",1965,"F",25,999,78.42,18.69,6.04,2.17,0.82,0.72,0.43,1.10,0.91,0.16,0.02,137,"GAB","Sub-Saharan Africa"
15,"Gabon",1970,"F",25,999,72.08,22.26,7.70,4.21,1.63,1.46,0.86,1.60,1.24,0.32,0.05,142,"GAB","Sub-Saharan Africa"
15,"Gabon",1975,"F",25,999,65.82,25.58,9.49,6.31,2.53,2.22,1.31,2.12,1.56,0.48,0.07,148,"GAB","Sub-Saharan Africa"
15,"Gabon",1980,"F",25,999,56.10,28.11,11.35,11.08,4.79,4.71,2.87,3.20,2.13,0.92,0.15,158,"GAB","Sub-Saharan Africa"
15,"Gabon",1985,"F",25,999,47.99,29.63,12.99,15.41,7.09,6.96,4.46,4.17,2.62,1.32,0.23,173,"GAB","Sub-Saharan Africa"
15,"Gabon",1990,"F",25,999,40.15,30.10,14.49,20.09,10.24,9.66,6.26,5.23,3.12,1.79,0.32,195,"GAB","Sub-Saharan Africa"
15,"Gabon",1995,"F",25,999,33.71,30.31,15.04,24.01,12.33,11.97,7.90,6.09,3.52,2.17,0.40,216,"GAB","Sub-Saharan Africa"
15,"Gabon",2000,"F",25,999,26.73,30.59,15.97,28.48,15.04,14.21,9.43,7.02,3.96,2.58,0.47,247,"GAB","Sub-Saharan Africa"
15,"Gabon",2005,"F",25,999,20.50,30.75,16.95,32.63,17.96,16.13,10.69,7.87,4.36,2.97,0.54,278,"GAB","Sub-Saharan Africa"
15,"Gabon",2010,"F",25,999,15.95,30.16,19.24,36.04,21.05,17.85,11.85,8.63,4.72,3.32,0.59,309,"GAB","Sub-Saharan Africa"
16,"Gambia",1950,"F",25,999,97.33,0.69,0.26,1.89,0.32,0.07,0.04,0.23,0.15,0.09,0.00,60,"GMB","Sub-Saharan Africa"
16,"Gambia",1955,"F",25,999,97.30,0.68,0.24,1.94,0.38,0.08,0.05,0.24,0.15,0.09,0.00,66,"GMB","Sub-Saharan Africa"
16,"Gambia",1960,"F",25,999,97.27,0.68,0.25,1.96,0.46,0.09,0.05,0.25,0.15,0.09,0.00,77,"GMB","Sub-Saharan Africa"
16,"Gambia",1965,"F",25,999,97.34,0.64,0.24,1.93,0.51,0.09,0.05,0.24,0.15,0.09,0.00,87,"GMB","Sub-Saharan Africa"
16,"Gambia",1970,"F",25,999,97.25,0.67,0.25,1.99,0.55,0.09,0.06,0.25,0.15,0.10,0.00,98,"GMB","Sub-Saharan Africa"
16,"Gambia",1975,"F",25,999,97.10,0.70,0.20,2.00,0.50,0.10,0.06,0.25,0.15,0.10,0.00,119,"GMB","Sub-Saharan Africa"
16,"Gambia",1980,"F",25,999,95.86,1.06,0.40,2.86,0.79,0.22,0.14,0.38,0.23,0.14,0.01,135,"GMB","Sub-Saharan Africa"
16,"Gambia",1985,"F",25,999,94.07,1.84,0.75,3.66,0.97,0.43,0.27,0.53,0.32,0.19,0.01,159,"GMB","Sub-Saharan Africa"
16,"Gambia",1990,"F",25,999,92.38,2.11,1.00,4.78,1.18,0.72,0.47,0.71,0.42,0.26,0.02,188,"GMB","Sub-Saharan Africa"
16,"Gambia",1995,"F",25,999,88.43,3.03,1.73,7.43,1.67,1.11,0.73,1.09,0.66,0.40,0.04,229,"GMB","Sub-Saharan Africa"
16,"Gambia",2000,"F",25,999,86.88,3.39,2.24,8.48,1.72,1.25,0.83,1.24,0.75,0.45,0.04,274,"GMB","Sub-Saharan Africa"
16,"Gambia",2005,"F",25,999,83.85,2.94,2.15,12.03,2.17,1.18,0.78,1.58,0.95,0.60,0.04,319,"GMB","Sub-Saharan Africa"
16,"Gambia",2010,"F",25,999,80.16,2.46,1.95,16.28,2.58,1.10,0.73,2.01,1.17,0.80,0.04,365,"GMB","Sub-Saharan Africa"
17,"Ghana",1950,"F",25,999,94.80,4.68,1.41,0.29,0.11,0.23,0.14,0.25,0.21,0.03,0.01,942,"GHA","Sub-Saharan Africa"
17,"Ghana",1955,"F",25,999,94.49,4.95,1.52,0.32,0.12,0.25,0.15,0.27,0.23,0.03,0.01,1105,"GHA","Sub-Saharan Africa"
17,"Ghana",1960,"F",25,999,94.10,5.30,1.70,0.30,0.11,0.30,0.18,0.29,0.25,0.04,0.01,1296,"GHA","Sub-Saharan Africa"
17,"Ghana",1965,"F",25,999,90.85,6.30,2.14,2.65,0.48,0.20,0.12,0.53,0.42,0.10,0.01,1489,"GHA","Sub-Saharan Africa"
17,"Ghana",1970,"F",25,999,88.00,4.80,1.74,7.10,1.10,0.10,0.06,0.85,0.63,0.22,0.00,1643,"GHA","Sub-Saharan Africa"
17,"Ghana",1975,"F",25,999,82.95,5.71,2.21,11.10,1.88,0.24,0.14,1.28,0.92,0.35,0.01,1872,"GHA","Sub-Saharan Africa"
17,"Ghana",1980,"F",25,999,75.93,7.56,3.15,15.99,3.08,0.52,0.32,1.94,1.31,0.62,0.02,2058,"GHA","Sub-Saharan Africa"
17,"Ghana",1985,"F",25,999,67.20,10.54,4.73,21.31,4.76,0.95,0.61,2.77,1.79,0.95,0.03,2427,"GHA","Sub-Saharan Africa"
17,"Ghana",1990,"F",25,999,61.10,12.23,5.86,25.26,6.47,1.41,0.92,3.44,2.14,1.25,0.05,2818,"GHA","Sub-Saharan Africa"
17,"Ghana",1995,"F",25,999,55.21,12.60,6.33,30.26,8.71,1.93,1.27,4.18,2.50,1.61,0.06,3278,"GHA","Sub-Saharan Africa"
17,"Ghana",2000,"F",25,999,49.92,13.24,6.95,34.08,11.19,2.76,1.83,4.82,2.82,1.92,0.09,3797,"GHA","Sub-Saharan Africa"
17,"Ghana",2005,"F",25,999,46.64,13.04,7.48,38.51,11.67,1.81,1.20,5.21,3.03,2.11,0.06,4380,"GHA","Sub-Saharan Africa"
17,"Ghana",2010,"F",25,999,42.99,11.81,7.67,43.48,12.96,1.72,1.14,5.70,3.30,2.35,0.06,5087,"GHA","Sub-Saharan Africa"
20,"Cote dIvoire",1950,"F",25,999,94.15,5.41,1.63,0.36,0.13,0.10,0.06,0.27,0.24,0.03,0.00,467,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1955,"F",25,999,95.00,4.43,1.36,0.45,0.17,0.14,0.08,0.25,0.21,0.03,0.00,550,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1960,"F",25,999,95.67,3.60,1.16,0.56,0.21,0.18,0.11,0.23,0.19,0.04,0.01,652,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1965,"F",25,999,96.01,3.05,1.04,0.71,0.26,0.23,0.14,0.24,0.18,0.05,0.01,774,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1970,"F",25,999,96.07,2.72,0.99,0.91,0.33,0.30,0.18,0.26,0.18,0.07,0.01,938,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1975,"F",25,999,96.43,1.89,0.73,1.30,0.47,0.37,0.22,0.28,0.18,0.09,0.01,1126,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1980,"F",25,999,94.15,3.18,1.33,2.13,0.77,0.54,0.33,0.46,0.30,0.15,0.02,1408,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1985,"F",25,999,90.50,5.40,2.44,3.46,1.19,0.65,0.42,0.72,0.48,0.22,0.02,1745,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1990,"F",25,999,86.79,7.67,3.69,4.82,1.58,0.72,0.47,0.99,0.67,0.29,0.02,2097,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1995,"F",25,999,80.16,12.53,6.31,6.06,1.90,1.25,0.83,1.43,1.00,0.39,0.04,2447,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2000,"F",25,999,69.53,21.05,11.08,6.95,2.10,2.47,1.64,2.12,1.53,0.51,0.08,2820,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2005,"F",25,999,63.50,24.74,13.74,8.88,3.12,2.88,1.90,2.61,1.86,0.65,0.10,3136,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2010,"F",25,999,57.84,28.12,18.40,10.61,4.35,3.43,2.27,3.15,2.24,0.80,0.11,3621,"CIV","Sub-Saharan Africa"
21,"Kenya",1950,"F",25,999,92.70,6.17,1.72,0.94,0.19,0.19,0.12,0.41,0.36,0.05,0.01,1245,"KEN","Sub-Saharan Africa"
21,"Kenya",1955,"F",25,999,90.73,8.09,2.41,0.98,0.18,0.20,0.12,0.51,0.45,0.05,0.01,1359,"KEN","Sub-Saharan Africa"
21,"Kenya",1960,"F",25,999,87.80,11.00,2.80,1.10,0.16,0.20,0.12,0.59,0.53,0.06,0.01,1512,"KEN","Sub-Saharan Africa"
21,"Kenya",1965,"F",25,999,88.14,10.58,2.90,1.06,0.14,0.22,0.13,0.63,0.56,0.06,0.01,1674,"KEN","Sub-Saharan Africa"
21,"Kenya",1970,"F",25,999,86.70,11.90,3.50,1.20,0.10,0.30,0.18,0.72,0.64,0.07,0.01,1843,"KEN","Sub-Saharan Africa"
21,"Kenya",1975,"F",25,999,80.87,17.04,3.55,1.83,0.40,0.37,0.22,0.99,0.87,0.10,0.01,2119,"KEN","Sub-Saharan Africa"
21,"Kenya",1980,"F",25,999,73.00,23.00,4.34,2.99,0.59,0.60,0.37,1.40,1.21,0.17,0.02,2535,"KEN","Sub-Saharan Africa"
21,"Kenya",1985,"F",25,999,66.25,28.27,7.91,4.68,0.56,0.82,0.52,1.92,1.65,0.25,0.03,3069,"KEN","Sub-Saharan Africa"
21,"Kenya",1990,"F",25,999,57.32,34.39,8.87,7.14,1.47,1.24,0.80,2.53,2.10,0.39,0.04,3727,"KEN","Sub-Saharan Africa"
21,"Kenya",1995,"F",25,999,45.28,43.50,13.55,9.22,2.20,2.04,1.34,3.39,2.78,0.53,0.07,4553,"KEN","Sub-Saharan Africa"
21,"Kenya",2000,"F",25,999,37.99,46.92,16.43,12.04,3.73,3.07,2.04,4.12,3.27,0.74,0.10,5264,"KEN","Sub-Saharan Africa"
