BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,WBcode,region_code,pop
1,"Algeria",1950,"M",25,64,76.61,21.16,3.99,1.73,0.66,0.51,0.37,1.031,0.889,0.125,0.018,"DZA","Middle East and North Africa",1697.0
1,"Algeria",1955,"M",25,64,76.58,20.91,4.28,1.83,0.70,0.53,0.38,1.048,0.898,0.132,0.018,"DZA","Middle East and North Africa",1807.0
1,"Algeria",1960,"M",25,64,80.53,16.82,3.59,2.11,0.94,0.54,0.38,0.939,0.771,0.150,0.018,"DZA","Middle East and North Africa",1857.0
1,"Algeria",1965,"M",25,64,82.10,14.40,3.61,2.77,1.33,0.76,0.51,0.981,0.752,0.204,0.025,"DZA","Middle East and North Africa",1895.0
1,"Algeria",1970,"M",25,64,68.90,25.80,6.94,4.40,2.64,0.70,0.47,1.615,1.288,0.304,0.023,"DZA","Middle East and North Africa",1883.0
1,"Algeria",1975,"M",25,64,61.67,29.50,4.36,7.97,5.41,0.86,0.56,2.115,1.546,0.541,0.029,"DZA","Middle East and North Africa",2215.0
1,"Algeria",1980,"M",25,64,52.84,34.17,4.20,11.34,8.14,1.65,1.01,2.797,1.931,0.813,0.053,"DZA","Middle East and North Africa",2839.0
1,"Algeria",1985,"M",25,64,41.95,40.15,15.25,14.57,10.77,3.33,2.11,3.984,2.736,1.139,0.109,"DZA","Middle East and North Africa",3398.0
1,"Algeria",1990,"M",25,64,31.45,44.73,19.07,18.76,14.23,5.06,3.23,5.041,3.343,1.531,0.166,"DZA","Middle East and North Africa",4147.0
1,"Algeria",1995,"M",25,64,23.75,47.24,21.80,21.95,16.92,7.06,4.53,5.923,3.812,1.880,0.232,"DZA","Middle East and North Africa",5024.0
1,"Algeria",2000,"M",25,64,20.60,47.13,25.08,23.91,18.65,8.36,5.48,6.480,4.102,2.101,0.277,"DZA","Middle East and North Africa",5966.0
1,"Algeria",2005,"M",25,64,17.39,51.49,31.30,21.43,16.86,9.69,6.37,6.713,4.351,2.041,0.321,"DZA","Middle East and North Africa",7142.0
1,"Algeria",2010,"M",25,64,12.96,53.92,35.11,22.33,17.73,10.79,7.06,7.115,4.658,2.100,0.357,"DZA","Middle East and North Africa",8549.0
1,"Algeria",2015,"M",25,64,10.16,53.83,35.35,23.34,18.55,12.67,8.16,7.472,4.836,2.220,0.417,"DZA","Middle East and North Africa",9749.0
3,"Benin",1950,"M",25,64,89.40,8.18,2.78,2.11,0.88,0.32,0.23,0.618,0.474,0.133,0.011,"BEN","Sub-Saharan Africa",379.0
3,"Benin",1955,"M",25,64,87.02,10.04,3.51,2.54,1.07,0.40,0.29,0.759,0.583,0.162,0.014,"BEN","Sub-Saharan Africa",363.0
3,"Benin",1960,"M",25,64,84.98,11.65,4.20,2.91,1.23,0.47,0.33,0.880,0.678,0.186,0.016,"BEN","Sub-Saharan Africa",364.0
3,"Benin",1965,"M",25,64,83.62,12.71,4.84,3.15,1.35,0.51,0.37,0.967,0.747,0.203,0.018,"BEN","Sub-Saharan Africa",386.0
3,"Benin",1970,"M",25,64,83.49,12.77,5.18,3.21,1.37,0.53,0.37,0.987,0.763,0.207,0.018,"BEN","Sub-Saharan Africa",421.0
3,"Benin",1975,"M",25,64,83.39,12.83,5.59,3.25,1.39,0.53,0.36,1.006,0.779,0.209,0.018,"BEN","Sub-Saharan Africa",473.0
3,"Benin",1980,"M",25,64,83.39,12.74,5.94,3.22,1.38,0.53,0.34,1.010,0.785,0.207,0.017,"BEN","Sub-Saharan Africa",556.0
3,"Benin",1985,"M",25,64,76.81,14.39,7.07,7.46,3.70,1.35,0.91,1.721,1.172,0.504,0.045,"BEN","Sub-Saharan Africa",663.0
3,"Benin",1990,"M",25,64,70.15,15.12,7.78,12.38,8.19,2.35,1.58,2.555,1.571,0.906,0.079,"BEN","Sub-Saharan Africa",777.0
3,"Benin",1995,"M",25,64,62.24,18.38,10.01,16.61,12.91,2.77,1.85,3.354,2.015,1.246,0.093,"BEN","Sub-Saharan Africa",973.0
3,"Benin",2000,"M",25,64,55.40,22.38,12.67,18.24,14.78,3.88,2.60,3.953,2.379,1.445,0.130,"BEN","Sub-Saharan Africa",1138.0
3,"Benin",2005,"M",25,64,52.47,23.27,13.68,20.40,17.75,3.86,2.58,4.312,2.564,1.619,0.129,"BEN","Sub-Saharan Africa",1380.0
3,"Benin",2010,"M",25,64,51.19,20.61,10.88,22.85,20.97,5.34,3.46,4.730,2.636,1.917,0.176,"BEN","Sub-Saharan Africa",1683.0
3,"Benin",2015,"M",25,64,47.67,19.69,11.96,25.07,23.94,7.58,4.74,5.406,2.908,2.251,0.246,"BEN","Sub-Saharan Africa",1760.0
4,"Botswana",1950,"M",25,64,74.01,22.51,4.40,3.17,0.85,0.31,0.23,1.324,1.186,0.128,0.011,"BWA","Sub-Saharan Africa",66.0
4,"Botswana",1955,"M",25,64,73.94,22.56,4.50,3.19,0.85,0.31,0.23,1.331,1.192,0.128,0.011,"BWA","Sub-Saharan Africa",73.0
4,"Botswana",1960,"M",25,64,73.96,22.49,4.65,3.23,0.86,0.32,0.23,1.340,1.199,0.130,0.011,"BWA","Sub-Saharan Africa",76.0
4,"Botswana",1965,"M",25,64,73.94,22.36,5.30,3.27,0.88,0.32,0.23,1.363,1.220,0.132,0.011,"BWA","Sub-Saharan Africa",82.0
4,"Botswana",1970,"M",25,64,68.23,26.19,3.67,4.33,1.25,1.17,0.81,1.683,1.430,0.213,0.040,"BWA","Sub-Saharan Africa",92.0
4,"Botswana",1975,"M",25,64,60.08,33.09,11.72,5.81,1.82,1.02,0.69,2.342,2.046,0.261,0.034,"BWA","Sub-Saharan Africa",108.0
4,"Botswana",1980,"M",25,64,58.71,35.03,9.78,5.74,2.07,0.87,0.56,2.315,2.030,0.257,0.028,"BWA","Sub-Saharan Africa",134.0
4,"Botswana",1985,"M",25,64,48.49,26.92,11.40,21.60,8.25,3.00,1.98,4.126,3.063,0.963,0.100,"BWA","Sub-Saharan Africa",169.0
4,"Botswana",1990,"M",25,64,38.41,12.80,6.26,42.73,17.93,6.06,4.01,6.227,4.082,1.943,0.201,"BWA","Sub-Saharan Africa",209.0
4,"Botswana",1995,"M",25,64,32.30,11.74,6.56,50.39,23.45,5.56,3.73,7.002,4.557,2.259,0.186,"BWA","Sub-Saharan Africa",257.0
4,"Botswana",2000,"M",25,64,23.92,11.88,7.53,58.48,27.88,5.73,3.88,7.964,5.174,2.598,0.192,"BWA","Sub-Saharan Africa",293.0
4,"Botswana",2005,"M",25,64,17.70,8.69,5.57,68.41,31.91,5.20,3.53,8.777,5.652,2.951,0.175,"BWA","Sub-Saharan Africa",293.0
4,"Botswana",2010,"M",25,64,12.00,5.90,3.61,77.15,34.18,4.95,3.35,9.492,6.080,3.246,0.166,"BWA","Sub-Saharan Africa",298.0
4,"Botswana",2015,"M",25,64,8.06,4.78,3.40,76.77,33.68,10.40,6.54,10.223,6.388,3.497,0.339,"BWA","Sub-Saharan Africa",414.0
6,"Burundi",1950,"M",25,64,91.20,8.40,2.82,0.39,0.16,0.05,0.03,0.444,0.423,0.019,0.002,"BDI","Sub-Saharan Africa",422.0
6,"Burundi",1955,"M",25,64,89.48,9.99,3.50,0.51,0.21,0.05,0.04,0.538,0.512,0.025,0.002,"BDI","Sub-Saharan Africa",443.0
6,"Burundi",1960,"M",25,64,85.57,13.58,5.04,0.78,0.34,0.09,0.06,0.755,0.713,0.039,0.003,"BDI","Sub-Saharan Africa",471.0
6,"Burundi",1965,"M",25,64,83.60,15.22,5.99,1.04,0.46,0.14,0.09,0.882,0.825,0.053,0.005,"BDI","Sub-Saharan Africa",494.0
6,"Burundi",1970,"M",25,64,82.02,16.55,6.84,1.25,0.56,0.18,0.12,0.990,0.918,0.065,0.006,"BDI","Sub-Saharan Africa",522.0
6,"Burundi",1975,"M",25,64,76.05,21.31,9.52,2.22,1.04,0.43,0.27,1.401,1.264,0.123,0.014,"BDI","Sub-Saharan Africa",497.0
6,"Burundi",1980,"M",25,64,70.42,25.75,12.33,3.16,1.57,0.67,0.40,1.805,1.601,0.182,0.021,"BDI","Sub-Saharan Africa",576.0
6,"Burundi",1985,"M",25,64,66.76,28.73,14.44,3.60,1.82,0.91,0.58,2.073,1.826,0.217,0.030,"BDI","Sub-Saharan Africa",730.0
6,"Burundi",1990,"M",25,64,64.29,30.76,16.11,3.87,2.03,1.08,0.70,2.265,1.987,0.242,0.036,"BDI","Sub-Saharan Africa",871.0
6,"Burundi",1995,"M",25,64,63.19,31.10,16.93,4.73,2.56,0.98,0.65,2.321,2.011,0.278,0.033,"BDI","Sub-Saharan Africa",901.0
6,"Burundi",2000,"M",25,64,59.91,33.35,18.84,5.77,3.23,0.97,0.67,2.605,2.244,0.328,0.033,"BDI","Sub-Saharan Africa",861.0
6,"Burundi",2005,"M",25,64,52.58,39.32,23.31,7.26,4.18,0.85,0.58,3.025,2.574,0.423,0.029,"BDI","Sub-Saharan Africa",1058.0
6,"Burundi",2010,"M",25,64,46.90,44.36,23.69,7.43,4.41,1.31,0.85,3.235,2.709,0.483,0.043,"BDI","Sub-Saharan Africa",1390.0
6,"Burundi",2015,"M",25,64,51.71,40.56,6.55,5.68,2.55,2.05,1.42,2.448,1.950,0.429,0.069,"BDI","Sub-Saharan Africa",1584.0
7,"Cameroon",1950,"M",25,64,79.51,19.33,6.64,1.07,0.44,0.10,0.07,0.916,0.849,0.063,0.003,"CMR","Sub-Saharan Africa",828.0
7,"Cameroon",1955,"M",25,64,75.23,23.19,8.19,1.46,0.62,0.12,0.08,1.125,1.036,0.085,0.004,"CMR","Sub-Saharan Africa",896.0
7,"Cameroon",1960,"M",25,64,69.59,27.61,10.11,2.60,1.13,0.20,0.14,1.459,1.300,0.152,0.007,"CMR","Sub-Saharan Africa",975.0
7,"Cameroon",1965,"M",25,64,65.42,30.75,11.94,3.56,1.56,0.28,0.18,1.729,1.511,0.209,0.009,"CMR","Sub-Saharan Africa",1066.0
7,"Cameroon",1970,"M",25,64,59.19,34.33,14.07,6.08,2.73,0.40,0.26,2.207,1.841,0.353,0.013,"CMR","Sub-Saharan Africa",1175.0
7,"Cameroon",1975,"M",25,64,53.94,37.33,16.33,8.24,3.82,0.52,0.34,2.633,2.135,0.481,0.017,"CMR","Sub-Saharan Africa",1300.0
7,"Cameroon",1980,"M",25,64,45.86,41.86,19.55,11.75,5.77,0.53,0.34,3.276,2.579,0.680,0.017,"CMR","Sub-Saharan Africa",1456.0
7,"Cameroon",1985,"M",25,64,36.64,46.61,22.97,16.09,8.14,0.66,0.44,4.048,3.092,0.934,0.022,"CMR","Sub-Saharan Africa",1628.0
7,"Cameroon",1990,"M",25,64,29.20,49.33,25.51,20.42,10.76,1.05,0.67,4.781,3.533,1.213,0.034,"CMR","Sub-Saharan Africa",1859.0
7,"Cameroon",1995,"M",25,64,22.23,51.87,28.07,24.02,13.01,1.88,1.18,5.497,3.952,1.483,0.061,"CMR","Sub-Saharan Africa",2121.0
7,"Cameroon",2000,"M",25,64,15.70,54.13,30.43,27.48,15.28,2.69,1.70,6.181,4.347,1.746,0.088,"CMR","Sub-Saharan Africa",2398.0
7,"Cameroon",2005,"M",25,64,10.17,55.31,32.35,31.86,18.21,2.66,1.72,6.796,4.701,2.007,0.088,"CMR","Sub-Saharan Africa",2705.0
7,"Cameroon",2010,"M",25,64,8.15,54.67,28.88,33.88,20.03,3.30,2.13,7.033,4.737,2.187,0.109,"CMR","Sub-Saharan Africa",3096.0
7,"Cameroon",2015,"M",25,64,9.30,51.04,31.28,34.32,20.30,5.34,3.35,7.379,4.849,2.356,0.174,"CMR","Sub-Saharan Africa",3954.0
9,"Central African Republic",1950,"M",25,64,88.88,10.69,3.58,0.49,0.20,0.14,0.10,0.505,0.465,0.035,0.005,"CAF","Sub-Saharan Africa",255.0
9,"Central African Republic",1955,"M",25,64,88.13,11.45,3.96,0.51,0.21,0.14,0.10,0.541,0.501,0.036,0.005,"CAF","Sub-Saharan Africa",266.0
9,"Central African Republic",1960,"M",25,64,86.77,12.51,4.53,0.74,0.32,0.17,0.12,0.622,0.565,0.051,0.006,"CAF","Sub-Saharan Africa",281.0
9,"Central African Republic",1965,"M",25,64,84.50,14.59,5.66,0.95,0.42,0.20,0.14,0.748,0.676,0.065,0.007,"CAF","Sub-Saharan Africa",302.0
9,"Central African Republic",1970,"M",25,64,81.72,16.18,6.65,2.00,0.90,0.26,0.18,0.955,0.820,0.126,0.009,"CAF","Sub-Saharan Africa",329.0
9,"Central African Republic",1975,"M",25,64,76.86,19.89,8.80,2.91,1.36,0.33,0.22,1.247,1.055,0.180,0.011,"CAF","Sub-Saharan Africa",348.0
9,"Central African Republic",1980,"M",25,64,70.77,22.88,10.82,5.35,2.65,0.97,0.60,1.783,1.390,0.362,0.031,"CAF","Sub-Saharan Africa",385.0
9,"Central African Republic",1985,"M",25,64,62.79,26.05,12.96,8.93,4.56,2.21,1.44,2.560,1.838,0.649,0.073,"CAF","Sub-Saharan Africa",444.0
9,"Central African Republic",1990,"M",25,64,55.56,28.14,14.65,12.56,6.67,3.74,2.45,3.350,2.261,0.964,0.124,"CAF","Sub-Saharan Africa",482.0
9,"Central African Republic",1995,"M",25,64,49.30,29.87,16.20,17.28,9.43,3.55,2.39,3.973,2.632,1.223,0.119,"CAF","Sub-Saharan Africa",543.0
9,"Central African Republic",2000,"M",25,64,42.53,33.16,18.70,20.99,11.76,3.32,2.29,4.552,3.015,1.425,0.112,"CAF","Sub-Saharan Africa",587.0
9,"Central African Republic",2005,"M",25,64,37.33,35.53,20.91,23.98,13.73,3.15,2.16,5.019,3.321,1.592,0.106,"CAF","Sub-Saharan Africa",617.0
9,"Central African Republic",2010,"M",25,64,34.53,36.47,19.29,25.74,15.23,3.26,2.19,5.237,3.413,1.715,0.109,"CAF","Sub-Saharan Africa",674.0
9,"Central African Republic",2015,"M",25,64,33.36,35.78,22.06,27.83,16.48,3.02,2.01,5.506,3.586,1.819,0.101,"CAF","Sub-Saharan Africa",689.0
12,"Congo",1950,"M",25,64,85.78,12.38,3.28,1.63,0.41,0.18,0.10,0.674,0.578,0.090,0.006,"COG","Sub-Saharan Africa",149.0
12,"Congo",1955,"M",25,64,84.86,13.18,3.88,1.72,0.37,0.22,0.13,0.731,0.628,0.095,0.007,"COG","Sub-Saharan Africa",163.0
12,"Congo",1960,"M",25,64,79.08,17.71,6.23,2.78,0.31,0.42,0.24,1.073,0.910,0.150,0.013,"COG","Sub-Saharan Africa",177.0
12,"Congo",1965,"M",25,64,74.50,21.28,8.14,3.63,0.27,0.58,0.32,1.347,1.135,0.194,0.018,"COG","Sub-Saharan Africa",198.0
12,"Congo",1970,"M",25,64,65.68,25.77,10.74,7.30,1.66,1.24,0.60,2.074,1.608,0.429,0.037,"COG","Sub-Saharan Africa",224.0
12,"Congo",1975,"M",25,64,57.74,29.85,13.08,10.57,2.88,1.83,0.84,2.723,2.032,0.637,0.053,"COG","Sub-Saharan Africa",254.0
12,"Congo",1980,"M",25,64,47.85,29.85,13.58,18.53,7.16,3.78,1.43,3.966,2.641,1.220,0.104,"COG","Sub-Saharan Africa",289.0
12,"Congo",1985,"M",25,64,39.31,29.73,13.97,25.44,10.76,5.48,1.93,5.038,3.166,1.724,0.148,"COG","Sub-Saharan Africa",331.0
12,"Congo",1990,"M",25,64,30.48,26.86,12.59,36.87,15.01,5.80,2.04,6.231,3.743,2.331,0.157,"COG","Sub-Saharan Africa",383.0
12,"Congo",1995,"M",25,64,26.47,24.60,11.24,43.33,16.38,5.61,1.95,6.780,4.011,2.617,0.151,"COG","Sub-Saharan Africa",441.0
12,"Congo",2000,"M",25,64,30.81,18.73,8.51,44.76,15.62,5.69,1.96,6.655,3.845,2.658,0.153,"COG","Sub-Saharan Africa",515.0
12,"Congo",2005,"M",25,64,25.35,23.59,8.61,46.44,14.54,4.62,1.60,6.772,4.030,2.617,0.124,"COG","Sub-Saharan Africa",592.0
12,"Congo",2010,"M",25,64,18.86,31.57,9.02,46.00,12.81,3.58,1.24,6.763,4.192,2.475,0.096,"COG","Sub-Saharan Africa",677.0
12,"Congo",2015,"M",25,64,15.46,34.23,8.31,46.08,11.46,4.23,1.44,6.891,4.295,2.483,0.113,"COG","Sub-Saharan Africa",893.0
13,"Egypt",1950,"M",25,64,88.98,5.32,1.76,3.45,1.40,2.25,1.57,0.911,0.554,0.280,0.076,"EGY","Middle East and North Africa",4082.0
13,"Egypt",1955,"M",25,64,88.25,5.34,1.85,3.73,1.54,2.68,1.89,1.011,0.600,0.319,0.091,"EGY","Middle East and North Africa",4581.0
13,"Egypt",1960,"M",25,64,86.54,5.40,1.97,4.62,1.97,3.44,2.38,1.226,0.705,0.404,0.116,"EGY","Middle East and North Africa",5106.0
13,"Egypt",1965,"M",25,64,84.99,5.80,2.24,5.24,2.26,3.96,2.71,1.390,0.793,0.463,0.134,"EGY","Middle East and North Africa",5569.0
13,"Egypt",1970,"M",25,64,81.54,6.51,2.64,7.06,3.12,4.90,3.32,1.756,0.992,0.599,0.164,"EGY","Middle East and North Africa",6124.0
13,"Egypt",1975,"M",25,64,78.33,7.13,3.10,8.71,4.00,5.75,3.77,2.090,1.174,0.726,0.190,"EGY","Middle East and North Africa",6788.0
13,"Egypt",1980,"M",25,64,63.11,15.37,7.07,15.52,7.58,6.01,3.83,3.214,1.964,1.053,0.197,"EGY","Middle East and North Africa",7659.0
13,"Egypt",1985,"M",25,64,47.39,22.59,10.77,21.91,17.58,7.97,5.25,4.721,2.794,1.663,0.264,"EGY","Middle East and North Africa",8779.0
13,"Egypt",1990,"M",25,64,45.71,17.76,8.87,27.77,23.01,8.76,5.88,5.333,2.991,2.049,0.293,"EGY","Middle East and North Africa",10209.0
13,"Egypt",1995,"M",25,64,43.33,13.53,7.07,33.10,27.96,10.03,6.83,5.977,3.206,2.434,0.337,"EGY","Middle East and North Africa",11455.0
13,"Egypt",2000,"M",25,64,40.98,8.55,4.63,37.47,32.01,13.00,8.83,6.725,3.424,2.865,0.437,"EGY","Middle East and North Africa",13025.0
13,"Egypt",2005,"M",25,64,39.21,4.27,2.45,39.11,34.02,17.41,11.61,7.412,3.593,3.239,0.580,"EGY","Middle East and North Africa",15064.0
13,"Egypt",2010,"M",25,64,33.26,3.97,2.06,43.98,39.47,18.79,12.39,8.201,3.947,3.631,0.623,"EGY","Middle East and North Africa",17472.0
13,"Egypt",2015,"M",25,64,24.35,3.61,2.20,45.83,42.11,26.22,16.70,9.365,4.296,4.211,0.858,"EGY","Middle East and North Africa",20286.0
15,"Gabon",1950,"M",25,64,97.42,2.14,0.70,0.35,0.14,0.09,0.06,0.138,0.111,0.024,0.003,"GAB","Sub-Saharan Africa",110.0
15,"Gabon",1955,"M",25,64,97.50,2.04,0.69,0.38,0.15,0.08,0.06,0.138,0.109,0.025,0.003,"GAB","Sub-Saharan Africa",110.0
15,"Gabon",1960,"M",25,64,97.10,2.44,0.89,0.37,0.16,0.09,0.06,0.156,0.127,0.026,0.003,"GAB","Sub-Saharan Africa",111.0
15,"Gabon",1965,"M",25,64,96.76,2.76,1.08,0.38,0.16,0.10,0.07,0.174,0.144,0.027,0.003,"GAB","Sub-Saharan Africa",110.0
15,"Gabon",1970,"M",25,64,93.72,5.19,2.19,0.83,0.38,0.25,0.16,0.357,0.287,0.062,0.008,"GAB","Sub-Saharan Africa",113.0
15,"Gabon",1975,"M",25,64,89.63,8.37,3.81,1.52,0.71,0.48,0.30,0.617,0.486,0.116,0.016,"GAB","Sub-Saharan Africa",119.0
15,"Gabon",1980,"M",25,64,75.75,17.03,8.28,5.42,2.70,1.80,1.07,1.674,1.192,0.424,0.057,"GAB","Sub-Saharan Africa",132.0
15,"Gabon",1985,"M",25,64,63.80,24.39,12.47,8.84,4.53,2.97,1.85,2.609,1.815,0.698,0.097,"GAB","Sub-Saharan Africa",145.0
15,"Gabon",1990,"M",25,64,51.17,29.24,15.50,14.95,7.96,4.64,2.94,3.830,2.517,1.161,0.151,"GAB","Sub-Saharan Africa",161.0
15,"Gabon",1995,"M",25,64,40.08,33.35,18.31,20.36,11.14,6.21,3.96,4.930,3.144,1.583,0.203,"GAB","Sub-Saharan Africa",186.0
15,"Gabon",2000,"M",25,64,30.62,36.23,20.47,25.55,14.31,7.60,4.92,5.924,3.690,1.983,0.251,"GAB","Sub-Saharan Africa",213.0
15,"Gabon",2005,"M",25,64,21.95,42.02,24.68,28.27,16.16,7.76,5.09,6.578,4.162,2.159,0.257,"GAB","Sub-Saharan Africa",239.0
15,"Gabon",2010,"M",25,64,15.26,44.92,23.79,32.88,19.44,6.94,4.69,7.067,4.450,2.384,0.233,"GAB","Sub-Saharan Africa",269.0
15,"Gabon",2015,"M",25,64,8.93,41.52,25.52,40.55,24.20,9.00,5.94,8.261,4.984,2.978,0.299,"GAB","Sub-Saharan Africa",419.0
16,"Gambia",1950,"M",25,64,94.97,1.34,0.40,3.48,0.56,0.23,0.16,0.447,0.275,0.164,0.008,"GMB","Sub-Saharan Africa",54.0
16,"Gambia",1955,"M",25,64,94.45,1.45,0.48,3.85,0.68,0.26,0.19,0.496,0.304,0.183,0.009,"GMB","Sub-Saharan Africa",55.0
16,"Gambia",1960,"M",25,64,94.06,1.53,0.51,4.09,0.77,0.32,0.22,0.535,0.326,0.198,0.011,"GMB","Sub-Saharan Africa",65.0
16,"Gambia",1965,"M",25,64,93.79,1.59,0.53,4.25,0.84,0.37,0.25,0.562,0.341,0.209,0.012,"GMB","Sub-Saharan Africa",76.0
16,"Gambia",1970,"M",25,64,93.02,1.77,0.64,4.84,1.07,0.37,0.25,0.635,0.385,0.237,0.012,"GMB","Sub-Saharan Africa",87.0
16,"Gambia",1975,"M",25,64,92.23,1.95,0.74,5.40,1.28,0.37,0.25,0.704,0.427,0.264,0.013,"GMB","Sub-Saharan Africa",100.0
16,"Gambia",1980,"M",25,64,89.21,2.39,0.98,7.68,1.89,0.72,0.46,1.017,0.605,0.388,0.024,"GMB","Sub-Saharan Africa",119.0
16,"Gambia",1985,"M",25,64,84.45,3.96,1.84,10.21,2.50,1.38,0.92,1.456,0.869,0.541,0.046,"GMB","Sub-Saharan Africa",135.0
16,"Gambia",1990,"M",25,64,80.78,4.36,2.15,12.53,2.98,2.33,1.55,1.865,1.087,0.701,0.078,"GMB","Sub-Saharan Africa",167.0
16,"Gambia",1995,"M",25,64,76.52,4.12,2.14,15.89,3.62,3.47,2.32,2.382,1.350,0.917,0.116,"GMB","Sub-Saharan Africa",199.0
16,"Gambia",2000,"M",25,64,70.88,5.37,3.57,20.43,4.32,3.32,2.26,2.907,1.693,1.103,0.112,"GMB","Sub-Saharan Africa",238.0
16,"Gambia",2005,"M",25,64,66.97,4.51,3.08,25.45,4.98,3.08,2.11,3.345,1.939,1.302,0.104,"GMB","Sub-Saharan Africa",276.0
16,"Gambia",2010,"M",25,64,63.08,3.69,2.58,30.42,5.50,2.81,1.93,3.870,2.182,1.594,0.095,"GMB","Sub-Saharan Africa",318.0
16,"Gambia",2015,"M",25,64,46.67,14.68,13.88,29.14,28.85,9.51,3.27,5.804,2.972,2.576,0.256,"GMB","Sub-Saharan Africa",324.0
17,"Ghana",1950,"M",25,64,79.71,17.79,6.01,1.56,0.21,0.93,0.65,1.014,0.864,0.118,0.032,"GHA","Sub-Saharan Africa",872.0
17,"Ghana",1955,"M",25,64,78.53,18.64,6.49,1.78,0.13,1.06,0.75,1.088,0.924,0.128,0.036,"GHA","Sub-Saharan Africa",1024.0
17,"Ghana",1960,"M",25,64,77.57,19.32,6.99,1.95,0.15,1.16,0.81,1.156,0.976,0.140,0.039,"GHA","Sub-Saharan Africa",1198.0
17,"Ghana",1965,"M",25,64,70.63,16.89,6.56,11.56,2.80,0.92,0.64,1.956,1.452,0.473,0.031,"GHA","Sub-Saharan Africa",1379.0
17,"Ghana",1970,"M",25,64,65.45,7.00,2.85,26.75,6.77,0.74,0.51,2.970,1.945,1.000,0.025,"GHA","Sub-Saharan Africa",1516.0
17,"Ghana",1975,"M",25,64,57.50,7.25,3.16,34.14,9.10,1.12,0.74,3.783,2.428,1.318,0.037,"GHA","Sub-Saharan Africa",1732.0
17,"Ghana",1980,"M",25,64,52.33,7.16,3.32,38.65,10.73,1.86,1.17,4.571,2.745,1.766,0.061,"GHA","Sub-Saharan Africa",1892.0
17,"Ghana",1985,"M",25,64,44.11,6.37,3.08,46.82,13.46,2.70,1.80,5.753,3.255,2.409,0.090,"GHA","Sub-Saharan Africa",2222.0
17,"Ghana",1990,"M",25,64,35.85,4.88,2.43,55.62,16.69,3.66,2.45,6.978,3.776,3.080,0.122,"GHA","Sub-Saharan Africa",2572.0
17,"Ghana",1995,"M",25,64,29.46,7.08,3.80,58.85,18.77,4.61,3.10,7.728,4.134,3.439,0.154,"GHA","Sub-Saharan Africa",2983.0
17,"Ghana",2000,"M",25,64,25.09,12.85,7.32,56.67,20.98,5.38,3.67,7.942,4.328,3.433,0.181,"GHA","Sub-Saharan Africa",3450.0
17,"Ghana",2005,"M",25,64,24.83,11.60,6.84,59.09,21.56,4.48,3.03,7.976,4.367,3.459,0.150,"GHA","Sub-Saharan Africa",3992.0
17,"Ghana",2010,"M",25,64,24.65,8.93,4.74,61.58,23.94,4.84,3.18,8.274,4.395,3.719,0.160,"GHA","Sub-Saharan Africa",4663.0
17,"Ghana",2015,"M",25,64,22.13,9.08,5.60,63.80,27.17,4.99,3.26,8.566,4.568,3.834,0.165,"GHA","Sub-Saharan Africa",5482.0
20,"Cote dIvoire",1950,"M",25,64,89.31,8.66,2.87,1.33,0.35,0.79,0.55,0.620,0.474,0.119,0.027,"CIV","Sub-Saharan Africa",442.0
20,"Cote dIvoire",1955,"M",25,64,88.33,8.86,3.04,1.89,0.49,0.99,0.69,0.724,0.530,0.160,0.034,"CIV","Sub-Saharan Africa",534.0
20,"Cote dIvoire",1960,"M",25,64,87.04,9.33,3.36,2.47,0.62,1.20,0.82,0.843,0.601,0.202,0.040,"CIV","Sub-Saharan Africa",653.0
20,"Cote dIvoire",1965,"M",25,64,85.24,9.76,3.74,3.52,0.95,1.50,1.01,1.031,0.706,0.274,0.050,"CIV","Sub-Saharan Africa",795.0
20,"Cote dIvoire",1970,"M",25,64,83.08,10.48,4.28,4.62,1.28,1.82,1.21,1.240,0.829,0.350,0.060,"CIV","Sub-Saharan Africa",997.0
20,"Cote dIvoire",1975,"M",25,64,80.03,11.06,4.84,6.71,1.81,2.20,1.42,1.561,1.012,0.477,0.072,"CIV","Sub-Saharan Africa",1231.0
20,"Cote dIvoire",1980,"M",25,64,74.36,13.00,6.08,9.79,2.59,2.86,1.77,2.093,1.331,0.669,0.093,"CIV","Sub-Saharan Africa",1567.0
20,"Cote dIvoire",1985,"M",25,64,68.64,14.94,7.39,13.13,3.72,3.29,2.15,2.631,1.655,0.867,0.109,"CIV","Sub-Saharan Africa",1957.0
20,"Cote dIvoire",1990,"M",25,64,64.03,16.42,8.50,15.90,4.66,3.66,2.41,3.074,1.921,1.032,0.121,"CIV","Sub-Saharan Africa",2301.0
20,"Cote dIvoire",1995,"M",25,64,56.81,20.80,11.22,18.02,5.53,4.37,2.90,3.642,2.304,1.192,0.145,"CIV","Sub-Saharan Africa",2597.0
20,"Cote dIvoire",2000,"M",25,64,45.82,28.55,16.07,19.06,6.27,6.54,4.30,4.499,2.874,1.408,0.217,"CIV","Sub-Saharan Africa",2907.0
20,"Cote dIvoire",2005,"M",25,64,39.36,31.25,18.33,22.28,8.31,7.11,4.67,5.125,3.251,1.638,0.236,"CIV","Sub-Saharan Africa",3131.0
