BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,WBcode,region_code,pop
1,"Algeria",2005,"M",15,64,12.25,55.75,37.70,22.80,15.91,9.20,5.18,6.928,4.724,1.917,0.288,"DZA","Middle East and North Africa",10927.0
1,"Algeria",2010,"M",15,64,10.85,52.58,34.27,25.11,17.77,11.46,6.29,7.304,4.800,2.149,0.355,"DZA","Middle East and North Africa",12245.0
1,"Algeria",2015,"M",15,64,9.04,49.72,31.62,25.63,18.32,15.62,8.16,7.759,4.815,2.469,0.476,"DZA","Middle East and North Africa",13116.0
3,"Benin",1950,"M",15,64,86.36,10.64,4.00,2.70,0.88,0.30,0.19,0.784,0.619,0.155,0.010,"BEN","Sub-Saharan Africa",533.0
3,"Benin",1955,"M",15,64,83.78,12.71,4.93,3.16,1.01,0.35,0.23,0.934,0.740,0.182,0.012,"BEN","Sub-Saharan Africa",531.0
3,"Benin",1960,"M",15,64,81.49,14.53,5.88,3.59,1.13,0.40,0.25,1.069,0.851,0.205,0.013,"BEN","Sub-Saharan Africa",553.0
3,"Benin",1965,"M",15,64,79.41,16.19,7.00,3.98,1.21,0.42,0.27,1.198,0.959,0.225,0.014,"BEN","Sub-Saharan Africa",603.0
3,"Benin",1970,"M",15,64,78.11,16.85,7.80,4.62,1.26,0.42,0.26,1.308,1.042,0.252,0.014,"BEN","Sub-Saharan Africa",687.0
3,"Benin",1975,"M",15,64,76.93,17.01,8.48,5.64,1.35,0.42,0.25,1.437,1.128,0.295,0.013,"BEN","Sub-Saharan Africa",795.0
3,"Benin",1980,"M",15,64,73.70,16.26,8.52,9.53,3.23,0.49,0.27,1.872,1.344,0.512,0.015,"BEN","Sub-Saharan Africa",917.0
3,"Benin",1985,"M",15,64,67.67,17.87,9.87,13.08,6.93,1.38,0.76,2.571,1.700,0.828,0.043,"BEN","Sub-Saharan Africa",1073.0
3,"Benin",1990,"M",15,64,62.21,20.22,11.76,15.94,10.73,1.63,1.04,3.141,2.014,1.074,0.054,"BEN","Sub-Saharan Africa",1261.0
3,"Benin",1995,"M",15,64,55.86,23.69,14.42,17.91,13.04,2.54,1.45,3.736,2.370,1.285,0.080,"BEN","Sub-Saharan Africa",1563.0
3,"Benin",2000,"M",15,64,49.21,24.36,15.15,23.29,16.43,3.02,1.83,4.497,2.764,1.636,0.097,"BEN","Sub-Saharan Africa",1856.0
3,"Benin",2005,"M",15,64,46.24,23.49,15.18,25.94,18.73,4.33,2.29,5.012,2.977,1.903,0.132,"BEN","Sub-Saharan Africa",2261.0
3,"Benin",2010,"M",15,64,41.78,23.50,13.78,28.05,20.50,6.67,3.34,5.606,3.202,2.204,0.200,"BEN","Sub-Saharan Africa",2693.0
3,"Benin",2015,"M",15,64,35.17,19.27,12.89,37.56,27.09,7.99,4.11,6.815,3.698,2.875,0.242,"BEN","Sub-Saharan Africa",2820.0
4,"Botswana",1950,"M",15,64,73.97,22.67,4.75,3.11,0.77,0.25,0.17,1.325,1.195,0.121,0.008,"BWA","Sub-Saharan Africa",107.0
4,"Botswana",1955,"M",15,64,73.22,23.41,5.07,3.12,0.77,0.25,0.16,1.363,1.233,0.122,0.008,"BWA","Sub-Saharan Africa",122.0
4,"Botswana",1960,"M",15,64,72.32,24.24,6.20,3.18,0.79,0.25,0.16,1.438,1.306,0.124,0.008,"BWA","Sub-Saharan Africa",129.0
4,"Botswana",1965,"M",15,64,67.17,28.96,8.32,3.54,0.73,0.19,0.13,1.702,1.566,0.130,0.006,"BWA","Sub-Saharan Africa",142.0
4,"Botswana",1970,"M",15,64,57.98,34.65,9.45,6.52,1.41,0.85,0.52,2.353,2.060,0.266,0.027,"BWA","Sub-Saharan Africa",166.0
4,"Botswana",1975,"M",15,64,53.57,37.84,15.53,7.80,1.98,0.78,0.45,2.807,2.469,0.313,0.025,"BWA","Sub-Saharan Africa",200.0
4,"Botswana",1980,"M",15,64,47.82,40.84,15.42,10.96,3.33,0.58,0.35,3.221,2.777,0.425,0.019,"BWA","Sub-Saharan Africa",240.0
4,"Botswana",1985,"M",15,64,39.01,24.96,14.26,33.11,11.45,2.93,1.60,5.354,3.895,1.369,0.091,"BWA","Sub-Saharan Africa",295.0
4,"Botswana",1990,"M",15,64,27.77,12.28,7.59,55.70,26.21,4.26,2.61,7.437,4.892,2.408,0.137,"BWA","Sub-Saharan Africa",358.0
4,"Botswana",1995,"M",15,64,19.08,9.39,5.87,66.93,28.66,4.60,2.66,8.497,5.541,2.811,0.145,"BWA","Sub-Saharan Africa",436.0
4,"Botswana",2000,"M",15,64,14.31,7.34,4.72,74.28,31.13,4.07,2.55,9.094,5.907,3.055,0.132,"BWA","Sub-Saharan Africa",494.0
4,"Botswana",2005,"M",15,64,10.53,5.29,3.45,80.07,32.05,4.11,2.41,9.578,6.198,3.249,0.130,"BWA","Sub-Saharan Africa",509.0
4,"Botswana",2010,"M",15,64,7.17,4.49,2.99,83.93,31.79,4.41,2.47,9.958,6.446,3.374,0.138,"BWA","Sub-Saharan Africa",518.0
4,"Botswana",2015,"M",15,64,5.47,7.94,6.44,72.05,28.20,14.54,6.83,10.444,6.564,3.452,0.427,"BWA","Sub-Saharan Africa",613.0
6,"Burundi",1950,"M",15,64,86.69,12.46,4.75,0.83,0.25,0.05,0.03,0.701,0.664,0.035,0.002,"BDI","Sub-Saharan Africa",648.0
6,"Burundi",1955,"M",15,64,83.08,15.82,6.26,1.03,0.35,0.08,0.04,0.899,0.851,0.046,0.002,"BDI","Sub-Saharan Africa",683.0
6,"Burundi",1960,"M",15,64,80.87,17.83,7.34,1.20,0.44,0.12,0.06,1.033,0.973,0.056,0.004,"BDI","Sub-Saharan Africa",732.0
6,"Burundi",1965,"M",15,64,78.36,20.15,8.85,1.34,0.51,0.15,0.08,1.188,1.119,0.064,0.005,"BDI","Sub-Saharan Africa",782.0
6,"Burundi",1970,"M",15,64,71.73,25.69,12.07,2.25,0.87,0.32,0.16,1.625,1.502,0.113,0.010,"BDI","Sub-Saharan Africa",864.0
6,"Burundi",1975,"M",15,64,65.77,30.59,15.43,3.15,1.27,0.49,0.24,2.042,1.866,0.162,0.015,"BDI","Sub-Saharan Africa",875.0
6,"Burundi",1980,"M",15,64,64.10,31.77,16.88,3.47,1.51,0.67,0.33,2.202,1.992,0.190,0.020,"BDI","Sub-Saharan Africa",1005.0
6,"Burundi",1985,"M",15,64,63.88,31.39,17.21,3.91,1.74,0.82,0.45,2.201,1.957,0.219,0.025,"BDI","Sub-Saharan Africa",1224.0
6,"Burundi",1990,"M",15,64,61.04,33.41,19.16,4.79,2.23,0.75,0.46,2.454,2.174,0.256,0.024,"BDI","Sub-Saharan Africa",1403.0
6,"Burundi",1995,"M",15,64,54.06,39.07,23.81,6.14,2.88,0.74,0.45,2.865,2.509,0.332,0.024,"BDI","Sub-Saharan Africa",1462.0
6,"Burundi",2000,"M",15,64,47.93,44.41,28.38,7.02,3.45,0.64,0.41,3.211,2.799,0.390,0.021,"BDI","Sub-Saharan Africa",1511.0
6,"Burundi",2005,"M",15,64,44.79,46.02,30.29,8.21,3.96,0.97,0.51,3.473,2.956,0.487,0.030,"BDI","Sub-Saharan Africa",1907.0
6,"Burundi",2010,"M",15,64,41.03,47.05,27.35,10.24,4.94,1.67,0.84,3.831,3.168,0.613,0.050,"BDI","Sub-Saharan Africa",2361.0
6,"Burundi",2015,"M",15,64,40.38,44.39,19.08,12.22,5.19,3.02,1.47,3.971,3.142,0.739,0.090,"BDI","Sub-Saharan Africa",2613.0
7,"Cameroon",1950,"M",15,64,76.87,20.07,7.31,2.96,0.85,0.10,0.06,1.160,1.005,0.151,0.003,"CMR","Sub-Saharan Africa",1240.0
7,"Cameroon",1955,"M",15,64,71.21,24.69,9.32,3.92,1.26,0.17,0.09,1.478,1.266,0.207,0.005,"CMR","Sub-Saharan Africa",1344.0
7,"Cameroon",1960,"M",15,64,66.03,28.88,11.35,4.85,1.66,0.23,0.13,1.780,1.512,0.260,0.007,"CMR","Sub-Saharan Africa",1462.0
7,"Cameroon",1965,"M",15,64,59.07,33.23,13.93,7.36,2.66,0.34,0.18,2.285,1.877,0.398,0.010,"CMR","Sub-Saharan Africa",1597.0
7,"Cameroon",1970,"M",15,64,51.60,38.53,17.24,9.44,3.56,0.43,0.23,2.794,2.265,0.515,0.013,"CMR","Sub-Saharan Africa",1764.0
7,"Cameroon",1975,"M",15,64,42.87,43.37,20.82,13.26,5.20,0.51,0.27,3.490,2.752,0.723,0.016,"CMR","Sub-Saharan Africa",1967.0
7,"Cameroon",1980,"M",15,64,35.56,46.31,23.59,17.50,7.36,0.62,0.30,4.167,3.185,0.964,0.018,"CMR","Sub-Saharan Africa",2236.0
7,"Cameroon",1985,"M",15,64,28.67,48.97,26.22,21.39,9.40,0.97,0.46,4.831,3.597,1.205,0.028,"CMR","Sub-Saharan Africa",2548.0
7,"Cameroon",1990,"M",15,64,22.12,51.39,28.93,24.80,11.39,1.69,0.77,5.501,3.999,1.452,0.049,"CMR","Sub-Saharan Africa",2956.0
7,"Cameroon",1995,"M",15,64,16.46,52.80,31.05,28.39,13.45,2.35,1.13,6.133,4.360,1.703,0.070,"CMR","Sub-Saharan Africa",3422.0
7,"Cameroon",2000,"M",15,64,13.68,52.39,31.83,31.72,15.65,2.20,1.22,6.523,4.562,1.893,0.068,"CMR","Sub-Saharan Africa",3928.0
7,"Cameroon",2005,"M",15,64,13.87,50.30,31.52,33.01,17.00,2.81,1.45,6.717,4.604,2.028,0.085,"CMR","Sub-Saharan Africa",4463.0
7,"Cameroon",2010,"M",15,64,13.57,48.10,26.97,34.45,18.16,3.88,1.94,6.863,4.552,2.195,0.116,"CMR","Sub-Saharan Africa",5035.0
7,"Cameroon",2015,"M",15,64,9.82,45.88,30.15,36.14,18.74,8.15,3.73,7.755,4.939,2.579,0.238,"CMR","Sub-Saharan Africa",6286.0
9,"Central African Republic",1950,"M",15,64,88.89,9.28,3.21,1.88,0.48,0.12,0.08,0.596,0.494,0.098,0.004,"CAF","Sub-Saharan Africa",370.0
9,"Central African Republic",1955,"M",15,64,87.61,10.26,3.68,2.13,0.58,0.15,0.09,0.672,0.555,0.113,0.005,"CAF","Sub-Saharan Africa",387.0
9,"Central African Republic",1960,"M",15,64,85.72,11.83,4.47,2.48,0.71,0.17,0.10,0.785,0.647,0.132,0.005,"CAF","Sub-Saharan Africa",408.0
9,"Central African Republic",1965,"M",15,64,83.23,13.17,5.29,3.52,1.13,0.22,0.13,0.975,0.778,0.190,0.007,"CAF","Sub-Saharan Africa",439.0
9,"Central African Republic",1970,"M",15,64,76.43,18.46,8.19,4.96,1.64,0.26,0.15,1.387,1.113,0.266,0.008,"CAF","Sub-Saharan Africa",489.0
9,"Central African Republic",1975,"M",15,64,68.94,23.53,11.39,7.23,2.62,0.30,0.17,1.898,1.499,0.389,0.009,"CAF","Sub-Saharan Africa",534.0
9,"Central African Republic",1980,"M",15,64,61.18,26.37,13.60,11.19,4.45,1.24,0.61,2.650,1.945,0.668,0.037,"CAF","Sub-Saharan Africa",594.0
9,"Central African Republic",1985,"M",15,64,55.55,28.49,15.39,13.69,5.89,2.25,1.24,3.224,2.272,0.882,0.070,"CAF","Sub-Saharan Africa",684.0
9,"Central African Republic",1990,"M",15,64,48.24,31.42,17.91,17.59,8.17,2.75,1.71,3.931,2.700,1.141,0.089,"CAF","Sub-Saharan Africa",751.0
9,"Central African Republic",1995,"M",15,64,42.63,34.13,20.38,20.68,10.01,2.57,1.63,4.421,3.030,1.307,0.084,"CAF","Sub-Saharan Africa",865.0
9,"Central African Republic",2000,"M",15,64,39.21,35.40,21.83,22.89,11.57,2.50,1.57,4.759,3.240,1.438,0.081,"CAF","Sub-Saharan Africa",960.0
9,"Central African Republic",2005,"M",15,64,37.17,35.79,22.92,24.50,12.64,2.55,1.53,5.003,3.384,1.537,0.082,"CAF","Sub-Saharan Africa",1036.0
9,"Central African Republic",2010,"M",15,64,36.73,34.97,19.94,25.69,13.84,2.62,1.55,5.055,3.345,1.626,0.083,"CAF","Sub-Saharan Africa",1147.0
9,"Central African Republic",2015,"M",15,64,37.50,32.13,21.37,27.64,14.77,2.73,1.52,5.251,3.427,1.739,0.085,"CAF","Sub-Saharan Africa",1156.0
12,"Congo",1950,"M",15,64,74.24,21.81,7.62,3.75,0.45,0.18,0.09,1.300,1.119,0.176,0.005,"COG","Sub-Saharan Africa",224.0
12,"Congo",1955,"M",15,64,68.20,26.66,10.99,4.80,0.38,0.32,0.15,1.672,1.437,0.226,0.009,"COG","Sub-Saharan Africa",246.0
12,"Congo",1960,"M",15,64,62.24,31.62,13.54,5.67,0.50,0.46,0.22,2.010,1.722,0.274,0.014,"COG","Sub-Saharan Africa",269.0
12,"Congo",1965,"M",15,64,58.82,30.51,13.82,9.70,1.60,0.96,0.37,2.499,1.969,0.503,0.027,"COG","Sub-Saharan Africa",302.0
12,"Congo",1970,"M",15,64,51.28,33.35,15.46,13.97,2.65,1.40,0.56,3.163,2.387,0.737,0.039,"COG","Sub-Saharan Africa",344.0
12,"Congo",1975,"M",15,64,41.36,28.98,13.71,26.79,6.62,2.88,1.00,4.609,3.060,1.472,0.078,"COG","Sub-Saharan Africa",391.0
12,"Congo",1980,"M",15,64,33.86,26.84,12.86,35.18,9.70,4.12,1.38,5.646,3.549,1.987,0.110,"COG","Sub-Saharan Africa",453.0
12,"Congo",1985,"M",15,64,27.50,25.35,11.83,42.72,12.45,4.41,1.48,6.452,3.943,2.391,0.118,"COG","Sub-Saharan Africa",530.0
12,"Congo",1990,"M",15,64,29.50,21.56,9.63,44.72,13.04,4.22,1.43,6.460,3.872,2.475,0.113,"COG","Sub-Saharan Africa",623.0
12,"Congo",1995,"M",15,64,26.20,24.16,9.86,45.26,12.39,4.38,1.45,6.604,3.999,2.489,0.117,"COG","Sub-Saharan Africa",725.0
12,"Congo",2000,"M",15,64,22.52,28.35,9.64,45.53,11.46,3.61,1.23,6.602,4.087,2.417,0.097,"COG","Sub-Saharan Africa",853.0
12,"Congo",2005,"M",15,64,17.65,32.59,9.18,46.88,10.26,2.88,0.99,6.701,4.239,2.385,0.078,"COG","Sub-Saharan Africa",987.0
12,"Congo",2010,"M",15,64,16.99,31.13,7.64,49.69,9.09,2.20,0.76,6.749,4.276,2.414,0.059,"COG","Sub-Saharan Africa",1139.0
12,"Congo",2015,"M",15,64,13.06,34.29,7.31,48.71,8.63,3.93,1.28,6.994,4.407,2.483,0.104,"COG","Sub-Saharan Africa",1341.0
13,"Egypt",1950,"M",15,64,88.15,6.25,2.31,3.52,1.32,2.08,1.28,0.929,0.593,0.270,0.067,"EGY","Middle East and North Africa",6197.0
13,"Egypt",1955,"M",15,64,85.39,7.96,3.15,3.95,1.59,2.70,1.64,1.147,0.732,0.328,0.087,"EGY","Middle East and North Africa",6887.0
13,"Egypt",1960,"M",15,64,82.61,9.90,4.20,4.27,1.83,3.21,1.97,1.352,0.872,0.376,0.104,"EGY","Middle East and North Africa",7558.0
13,"Egypt",1965,"M",15,64,78.40,12.28,5.60,5.52,2.39,3.80,2.28,1.683,1.095,0.466,0.122,"EGY","Middle East and North Africa",8286.0
13,"Egypt",1970,"M",15,64,73.70,14.91,7.27,7.00,3.05,4.39,2.61,2.054,1.349,0.565,0.140,"EGY","Middle East and North Africa",9637.0
13,"Egypt",1975,"M",15,64,68.43,16.15,8.39,11.30,4.96,4.07,2.54,2.522,1.658,0.732,0.132,"EGY","Middle East and North Africa",10825.0
13,"Egypt",1980,"M",15,64,54.90,19.27,10.00,19.96,8.60,5.88,3.16,3.818,2.428,1.209,0.181,"EGY","Middle East and North Africa",11977.0
13,"Egypt",1985,"M",15,64,40.64,21.58,11.19,31.80,22.02,5.88,3.68,5.403,3.244,1.968,0.191,"EGY","Middle East and North Africa",13542.0
13,"Egypt",1990,"M",15,64,37.76,17.24,9.36,38.20,26.73,6.80,4.28,6.076,3.498,2.356,0.222,"EGY","Middle East and North Africa",15390.0
13,"Egypt",1995,"M",15,64,35.75,12.35,6.98,43.05,30.52,8.85,5.31,6.716,3.694,2.738,0.283,"EGY","Middle East and North Africa",17538.0
13,"Egypt",2000,"M",15,64,32.08,9.68,5.93,46.15,33.46,12.09,7.04,7.459,3.962,3.114,0.383,"EGY","Middle East and North Africa",20131.0
13,"Egypt",2005,"M",15,64,31.28,5.37,3.48,49.78,37.92,13.58,8.44,7.799,3.913,3.446,0.440,"EGY","Middle East and North Africa",22871.0
13,"Egypt",2010,"M",15,64,27.85,4.43,2.52,47.40,37.17,20.32,11.23,8.400,4.013,3.756,0.631,"EGY","Middle East and North Africa",25338.0
13,"Egypt",2015,"M",15,64,21.42,5.85,4.14,51.99,41.98,20.74,12.62,9.133,4.403,4.064,0.667,"EGY","Middle East and North Africa",28766.0
15,"Gabon",1950,"M",15,64,95.96,3.47,1.32,0.49,0.17,0.08,0.05,0.210,0.178,0.030,0.003,"GAB","Sub-Saharan Africa",148.0
15,"Gabon",1955,"M",15,64,92.51,4.38,1.77,2.57,0.62,0.54,0.15,0.543,0.371,0.159,0.014,"GAB","Sub-Saharan Africa",149.0
15,"Gabon",1960,"M",15,64,90.00,6.63,2.88,2.87,0.71,0.49,0.14,0.670,0.487,0.170,0.013,"GAB","Sub-Saharan Africa",150.0
15,"Gabon",1965,"M",15,64,84.33,11.06,5.15,4.03,1.06,0.57,0.19,1.011,0.763,0.233,0.015,"GAB","Sub-Saharan Africa",149.0
15,"Gabon",1970,"M",15,64,79.52,15.53,7.64,4.20,1.21,0.75,0.27,1.269,0.992,0.257,0.020,"GAB","Sub-Saharan Africa",156.0
15,"Gabon",1975,"M",15,64,75.40,14.87,7.36,8.04,2.75,1.70,0.64,1.820,1.251,0.523,0.047,"GAB","Sub-Saharan Africa",168.0
15,"Gabon",1980,"M",15,64,67.90,21.23,10.98,8.14,3.63,2.72,1.18,2.322,1.618,0.625,0.078,"GAB","Sub-Saharan Africa",188.0
15,"Gabon",1985,"M",15,64,56.28,25.85,13.91,13.70,6.38,4.16,1.97,3.418,2.265,1.031,0.123,"GAB","Sub-Saharan Africa",210.0
15,"Gabon",1990,"M",15,64,44.52,27.72,15.40,22.35,10.01,5.40,2.68,4.693,2.959,1.573,0.162,"GAB","Sub-Saharan Africa",244.0
15,"Gabon",1995,"M",15,64,28.61,37.45,22.47,27.22,12.80,6.72,3.41,5.980,3.834,1.943,0.203,"GAB","Sub-Saharan Africa",291.0
15,"Gabon",2000,"M",15,64,20.19,41.40,25.60,31.69,15.06,6.72,3.71,6.713,4.315,2.190,0.209,"GAB","Sub-Saharan Africa",338.0
15,"Gabon",2005,"M",15,64,14.96,39.44,24.67,39.61,18.66,5.99,3.49,7.412,4.659,2.563,0.189,"GAB","Sub-Saharan Africa",382.0
15,"Gabon",2010,"M",15,64,10.42,33.08,17.94,51.26,24.98,5.25,3.14,8.256,4.921,3.167,0.168,"GAB","Sub-Saharan Africa",435.0
15,"Gabon",2015,"M",15,64,7.12,31.76,20.00,51.92,27.86,9.21,4.96,8.913,5.073,3.557,0.283,"GAB","Sub-Saharan Africa",603.0
16,"Gambia",1950,"M",15,64,94.30,1.15,0.37,4.35,0.59,0.21,0.13,0.524,0.319,0.198,0.007,"GMB","Sub-Saharan Africa",81.0
16,"Gambia",1955,"M",15,64,93.57,1.22,0.40,4.95,0.72,0.26,0.16,0.598,0.361,0.228,0.008,"GMB","Sub-Saharan Africa",85.0
16,"Gambia",1960,"M",15,64,92.86,1.55,0.54,5.28,0.79,0.30,0.18,0.653,0.398,0.245,0.010,"GMB","Sub-Saharan Africa",98.0
16,"Gambia",1965,"M",15,64,92.01,1.44,0.51,6.24,1.08,0.30,0.19,0.751,0.452,0.290,0.010,"GMB","Sub-Saharan Africa",113.0
16,"Gambia",1970,"M",15,64,91.23,1.62,0.61,6.84,1.25,0.31,0.20,0.823,0.496,0.317,0.010,"GMB","Sub-Saharan Africa",126.0
16,"Gambia",1975,"M",15,64,87.60,3.39,1.64,8.72,1.67,0.27,0.18,1.097,0.690,0.398,0.009,"GMB","Sub-Saharan Africa",147.0
16,"Gambia",1980,"M",15,64,84.28,4.20,2.17,10.75,2.11,0.77,0.41,1.424,0.882,0.518,0.024,"GMB","Sub-Saharan Africa",175.0
16,"Gambia",1985,"M",15,64,79.71,5.07,2.83,13.82,2.60,1.40,0.79,1.883,1.150,0.689,0.044,"GMB","Sub-Saharan Africa",202.0
16,"Gambia",1990,"M",15,64,71.39,9.92,6.93,16.59,3.08,2.10,1.23,2.545,1.627,0.851,0.067,"GMB","Sub-Saharan Africa",249.0
16,"Gambia",1995,"M",15,64,67.50,7.84,6.36,21.92,3.85,2.74,1.70,3.113,1.906,1.118,0.089,"GMB","Sub-Saharan Africa",297.0
16,"Gambia",2000,"M",15,64,64.59,5.86,4.66,26.88,4.40,2.67,1.65,3.569,2.088,1.394,0.086,"GMB","Sub-Saharan Africa",358.0
16,"Gambia",2005,"M",15,64,58.22,6.40,5.46,33.00,4.92,2.39,1.51,4.159,2.353,1.728,0.078,"GMB","Sub-Saharan Africa",420.0
16,"Gambia",2010,"M",15,64,53.59,5.55,4.82,38.57,5.38,2.30,1.41,4.594,2.672,1.848,0.074,"GMB","Sub-Saharan Africa",482.0
16,"Gambia",2015,"M",15,64,44.60,10.36,9.88,38.62,19.18,6.50,2.22,5.650,3.192,2.284,0.174,"GMB","Sub-Saharan Africa",539.0
17,"Ghana",1950,"M",15,64,79.10,18.04,6.59,1.90,0.22,0.96,0.53,1.069,0.911,0.129,0.030,"GHA","Sub-Saharan Africa",1383.0
17,"Ghana",1955,"M",15,64,76.00,19.66,7.47,3.29,0.27,1.04,0.60,1.272,1.074,0.166,0.033,"GHA","Sub-Saharan Africa",1621.0
17,"Ghana",1960,"M",15,64,67.40,28.64,11.73,2.94,0.43,1.02,0.60,1.648,1.449,0.166,0.032,"GHA","Sub-Saharan Africa",1897.0
17,"Ghana",1965,"M",15,64,58.87,18.70,8.06,21.63,4.55,0.80,0.47,2.945,2.149,0.770,0.026,"GHA","Sub-Saharan Africa",2189.0
17,"Ghana",1970,"M",15,64,51.24,7.96,3.59,40.19,8.91,0.61,0.38,4.523,2.794,1.709,0.020,"GHA","Sub-Saharan Africa",2389.0
17,"Ghana",1975,"M",15,64,44.23,7.67,3.67,46.89,10.40,1.21,0.65,5.485,3.226,2.222,0.037,"GHA","Sub-Saharan Africa",2706.0
17,"Ghana",1980,"M",15,64,37.30,9.08,4.74,51.89,12.04,1.73,0.94,6.317,3.632,2.631,0.053,"GHA","Sub-Saharan Africa",2977.0
17,"Ghana",1985,"M",15,64,31.18,7.85,4.31,58.55,14.28,2.42,1.41,7.234,4.023,3.135,0.077,"GHA","Sub-Saharan Africa",3497.0
17,"Ghana",1990,"M",15,64,27.44,7.91,4.66,61.62,16.02,3.03,1.81,7.655,4.256,3.302,0.097,"GHA","Sub-Saharan Africa",4071.0
17,"Ghana",1995,"M",15,64,26.05,10.97,6.67,59.43,17.64,3.55,2.19,7.703,4.308,3.280,0.115,"GHA","Sub-Saharan Africa",4752.0
17,"Ghana",2000,"M",15,64,23.20,16.37,10.41,56.79,18.30,3.63,2.39,7.820,4.429,3.271,0.120,"GHA","Sub-Saharan Africa",5537.0
17,"Ghana",2005,"M",15,64,21.36,12.11,7.94,62.87,21.56,3.66,2.22,8.321,4.654,3.540,0.127,"GHA","Sub-Saharan Africa",6398.0
17,"Ghana",2010,"M",15,64,20.12,10.70,6.30,65.01,26.13,4.17,2.42,8.405,4.661,3.612,0.132,"GHA","Sub-Saharan Africa",7275.0
17,"Ghana",2015,"M",15,64,18.16,9.31,6.33,65.28,26.77,7.24,3.39,8.762,4.821,3.728,0.213,"GHA","Sub-Saharan Africa",8293.0
20,"Cote dIvoire",1950,"M",15,64,80.93,13.96,5.41,4.41,0.56,0.77,0.46,1.164,0.892,0.247,0.025,"CIV","Sub-Saharan Africa",692.0
20,"Cote dIvoire",1955,"M",15,64,79.87,14.47,5.79,4.76,0.66,0.94,0.57,1.257,0.950,0.277,0.030,"CIV","Sub-Saharan Africa",830.0
20,"Cote dIvoire",1960,"M",15,64,78.53,14.82,6.17,5.48,0.92,1.20,0.70,1.399,1.030,0.331,0.038,"CIV","Sub-Saharan Africa",992.0
20,"Cote dIvoire",1965,"M",15,64,76.86,15.30,6.73,6.39,1.20,1.47,0.86,1.573,1.132,0.394,0.047,"CIV","Sub-Saharan Africa",1180.0
20,"Cote dIvoire",1970,"M",15,64,73.77,15.47,7.19,9.01,1.67,1.76,1.02,1.915,1.326,0.533,0.056,"CIV","Sub-Saharan Africa",1483.0
20,"Cote dIvoire",1975,"M",15,64,69.33,12.86,6.14,15.52,2.57,2.28,1.26,2.566,1.638,0.857,0.071,"CIV","Sub-Saharan Africa",1839.0
20,"Cote dIvoire",1980,"M",15,64,64.55,14.20,7.17,18.61,3.60,2.64,1.46,3.035,1.916,1.037,0.082,"CIV","Sub-Saharan Africa",2331.0
20,"Cote dIvoire",1985,"M",15,64,60.52,15.98,8.52,20.55,4.33,2.94,1.73,3.396,2.145,1.158,0.093,"CIV","Sub-Saharan Africa",2893.0
20,"Cote dIvoire",1990,"M",15,64,56.29,18.09,10.20,22.83,5.32,2.79,1.75,3.744,2.386,1.268,0.091,"CIV","Sub-Saharan Africa",3427.0
20,"Cote dIvoire",1995,"M",15,64,46.44,26.37,15.79,22.70,5.82,4.49,2.49,4.433,2.896,1.397,0.140,"CIV","Sub-Saharan Africa",3997.0
20,"Cote dIvoire",2000,"M",15,64,37.47,34.36,21.53,22.66,6.99,5.53,3.22,5.045,3.368,1.503,0.175,"CIV","Sub-Saharan Africa",4666.0
