BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,WBcode,region_code,pop
7,"Cameroon",2005,"F",15,64,23.84,52.23,33.59,22.16,11.50,1.78,0.86,5.419,4.011,1.356,0.053,"CMR","Sub-Saharan Africa",4530.0
7,"Cameroon",2010,"F",15,64,21.84,50.42,37.21,25.12,13.42,2.62,1.35,5.964,4.293,1.591,0.079,"CMR","Sub-Saharan Africa",5061.0
7,"Cameroon",2015,"F",15,64,16.09,52.40,35.54,26.98,14.45,4.53,2.39,6.496,4.528,1.829,0.138,"CMR","Sub-Saharan Africa",6309.0
9,"Central African Republic",1950,"F",15,64,94.67,4.66,1.52,0.46,0.12,0.06,0.03,0.244,0.216,0.026,0.002,"CAF","Sub-Saharan Africa",407.0
9,"Central African Republic",1955,"F",15,64,94.41,4.89,1.63,0.49,0.13,0.07,0.03,0.259,0.229,0.028,0.002,"CAF","Sub-Saharan Africa",430.0
9,"Central African Republic",1960,"F",15,64,94.00,5.21,1.80,0.53,0.14,0.07,0.04,0.279,0.247,0.031,0.002,"CAF","Sub-Saharan Africa",458.0
9,"Central African Republic",1965,"F",15,64,93.55,5.50,2.01,0.73,0.21,0.08,0.04,0.317,0.274,0.041,0.002,"CAF","Sub-Saharan Africa",494.0
9,"Central African Republic",1970,"F",15,64,92.18,6.58,2.66,1.03,0.30,0.08,0.04,0.402,0.344,0.056,0.002,"CAF","Sub-Saharan Africa",546.0
9,"Central African Republic",1975,"F",15,64,89.04,9.33,4.28,1.56,0.52,0.07,0.04,0.592,0.506,0.083,0.002,"CAF","Sub-Saharan Africa",589.0
9,"Central African Republic",1980,"F",15,64,84.15,12.37,6.33,3.18,1.17,0.26,0.13,0.956,0.767,0.180,0.008,"CAF","Sub-Saharan Africa",655.0
9,"Central African Republic",1985,"F",15,64,80.61,14.36,7.88,4.53,1.82,0.48,0.26,1.253,0.968,0.270,0.015,"CAF","Sub-Saharan Africa",750.0
9,"Central African Republic",1990,"F",15,64,75.28,17.42,10.30,6.65,3.05,0.65,0.39,1.694,1.270,0.403,0.021,"CAF","Sub-Saharan Africa",823.0
9,"Central African Republic",1995,"F",15,64,70.03,21.07,13.09,8.22,3.99,0.68,0.41,2.077,1.559,0.496,0.022,"CAF","Sub-Saharan Africa",940.0
9,"Central African Republic",2000,"F",15,64,66.34,23.37,15.01,9.48,4.75,0.81,0.47,2.373,1.769,0.579,0.026,"CAF","Sub-Saharan Africa",1037.0
9,"Central African Republic",2005,"F",15,64,63.25,25.20,16.92,10.82,5.64,0.73,0.45,2.633,1.957,0.653,0.023,"CAF","Sub-Saharan Africa",1103.0
9,"Central African Republic",2010,"F",15,64,61.00,25.79,20.05,12.56,6.77,0.64,0.39,2.939,2.168,0.751,0.021,"CAF","Sub-Saharan Africa",1195.0
9,"Central African Republic",2015,"F",15,64,59.54,27.16,19.17,12.11,6.62,1.19,0.64,2.991,2.188,0.767,0.037,"CAF","Sub-Saharan Africa",1179.0
12,"Congo",1950,"F",15,64,94.26,2.63,0.43,3.07,0.23,0.04,0.02,0.411,0.278,0.132,0.001,"COG","Sub-Saharan Africa",232.0
12,"Congo",1955,"F",15,64,93.66,3.15,0.59,3.15,0.27,0.05,0.02,0.443,0.304,0.138,0.001,"COG","Sub-Saharan Africa",254.0
12,"Congo",1960,"F",15,64,92.71,3.59,0.70,3.64,0.31,0.06,0.03,0.511,0.350,0.159,0.002,"COG","Sub-Saharan Africa",284.0
12,"Congo",1965,"F",15,64,85.12,9.83,3.09,4.87,0.43,0.18,0.08,0.916,0.690,0.220,0.005,"COG","Sub-Saharan Africa",317.0
12,"Congo",1970,"F",15,64,77.61,15.64,5.30,6.47,0.57,0.28,0.14,1.336,1.033,0.295,0.008,"COG","Sub-Saharan Africa",357.0
12,"Congo",1975,"F",15,64,64.69,20.72,8.72,13.94,1.96,0.65,0.31,2.440,1.759,0.662,0.019,"COG","Sub-Saharan Africa",409.0
12,"Congo",1980,"F",15,64,56.95,21.46,8.99,20.63,3.10,0.97,0.48,3.224,2.209,0.986,0.029,"COG","Sub-Saharan Africa",471.0
12,"Congo",1985,"F",15,64,49.94,18.67,7.05,30.28,4.54,1.10,0.56,4.111,2.654,1.424,0.033,"COG","Sub-Saharan Africa",551.0
12,"Congo",1990,"F",15,64,43.91,15.47,5.55,39.43,5.40,1.19,0.61,4.926,3.068,1.822,0.036,"COG","Sub-Saharan Africa",644.0
12,"Congo",1995,"F",15,64,38.16,19.01,6.34,41.54,5.61,1.29,0.65,5.289,3.330,1.920,0.039,"COG","Sub-Saharan Africa",751.0
12,"Congo",2000,"F",15,64,34.63,23.20,6.53,41.01,5.06,1.16,0.60,5.330,3.422,1.873,0.035,"COG","Sub-Saharan Africa",880.0
12,"Congo",2005,"F",15,64,34.27,22.27,5.49,42.48,4.42,0.98,0.52,5.371,3.440,1.901,0.030,"COG","Sub-Saharan Africa",1010.0
12,"Congo",2010,"F",15,64,33.06,20.43,4.49,45.73,3.88,0.78,0.41,5.562,3.538,2.000,0.024,"COG","Sub-Saharan Africa",1155.0
12,"Congo",2015,"F",15,64,35.54,16.33,3.46,45.52,3.74,2.61,1.26,5.674,3.482,2.116,0.077,"COG","Sub-Saharan Africa",1344.0
13,"Egypt",1950,"F",15,64,97.48,1.65,0.60,0.72,0.28,0.16,0.09,0.164,0.120,0.040,0.005,"EGY","Middle East and North Africa",6325.0
13,"Egypt",1955,"F",15,64,95.99,2.70,1.08,1.01,0.41,0.29,0.14,0.261,0.192,0.060,0.009,"EGY","Middle East and North Africa",6963.0
13,"Egypt",1960,"F",15,64,94.54,3.77,1.60,1.29,0.52,0.41,0.21,0.354,0.263,0.079,0.012,"EGY","Middle East and North Africa",7548.0
13,"Egypt",1965,"F",15,64,91.84,5.48,2.50,1.93,0.80,0.74,0.36,0.549,0.400,0.127,0.022,"EGY","Middle East and North Africa",8225.0
13,"Egypt",1970,"F",15,64,88.62,7.70,3.79,2.61,1.10,1.08,0.54,0.774,0.566,0.176,0.032,"EGY","Middle East and North Africa",9523.0
13,"Egypt",1975,"F",15,64,84.94,8.34,4.35,5.50,2.27,1.23,0.65,1.129,0.784,0.307,0.038,"EGY","Middle East and North Africa",10759.0
13,"Egypt",1980,"F",15,64,77.75,10.06,5.25,10.51,4.28,1.68,0.85,1.786,1.191,0.544,0.051,"EGY","Middle East and North Africa",11999.0
13,"Egypt",1985,"F",15,64,67.92,12.02,6.35,18.38,12.45,1.71,0.99,2.837,1.756,1.027,0.054,"EGY","Middle East and North Africa",13467.0
13,"Egypt",1990,"F",15,64,62.89,9.20,5.05,25.08,17.10,2.83,1.66,3.627,2.102,1.435,0.090,"EGY","Middle East and North Africa",15270.0
13,"Egypt",1995,"F",15,64,55.81,8.97,5.44,30.36,21.26,4.85,2.75,4.537,2.545,1.840,0.152,"EGY","Middle East and North Africa",17411.0
13,"Egypt",2000,"F",15,64,49.69,7.03,4.55,35.56,25.28,7.72,4.35,5.473,2.944,2.288,0.241,"EGY","Middle East and North Africa",19993.0
13,"Egypt",2005,"F",15,64,45.78,4.06,2.73,40.46,30.65,9.70,5.85,6.097,3.070,2.715,0.311,"EGY","Middle East and North Africa",22780.0
13,"Egypt",2010,"F",15,64,44.88,5.15,4.14,41.35,32.39,8.62,5.29,6.065,3.057,2.729,0.278,"EGY","Middle East and North Africa",25343.0
13,"Egypt",2015,"F",15,64,41.36,5.28,3.99,44.93,35.34,8.36,5.00,6.461,3.284,2.910,0.267,"EGY","Middle East and North Africa",28163.0
15,"Gabon",1950,"F",15,64,84.74,13.64,4.49,1.27,0.45,0.34,0.19,0.741,0.641,0.089,0.011,"GAB","Sub-Saharan Africa",154.0
15,"Gabon",1955,"F",15,64,80.82,13.90,4.60,4.23,1.18,1.05,0.34,1.178,0.872,0.278,0.028,"GAB","Sub-Saharan Africa",154.0
15,"Gabon",1960,"F",15,64,76.47,16.90,5.93,5.30,1.59,1.33,0.46,1.471,1.083,0.353,0.036,"GAB","Sub-Saharan Africa",154.0
15,"Gabon",1965,"F",15,64,68.86,21.54,8.22,7.54,2.49,2.06,0.77,2.046,1.469,0.521,0.057,"GAB","Sub-Saharan Africa",155.0
15,"Gabon",1970,"F",15,64,59.28,28.19,11.91,9.78,3.38,2.74,1.13,2.717,1.955,0.685,0.078,"GAB","Sub-Saharan Africa",162.0
15,"Gabon",1975,"F",15,64,47.94,32.73,15.01,14.37,5.44,4.96,2.11,3.818,2.592,1.085,0.141,"GAB","Sub-Saharan Africa",178.0
15,"Gabon",1980,"F",15,64,39.36,33.21,16.21,20.37,8.14,7.05,3.38,4.889,3.128,1.553,0.209,"GAB","Sub-Saharan Africa",194.0
15,"Gabon",1985,"F",15,64,31.28,33.73,17.57,25.42,11.00,9.57,4.99,5.946,3.638,2.017,0.291,"GAB","Sub-Saharan Africa",216.0
15,"Gabon",1990,"F",15,64,24.73,35.41,19.85,28.29,13.25,11.57,6.33,6.746,4.049,2.339,0.358,"GAB","Sub-Saharan Africa",252.0
15,"Gabon",1995,"F",15,64,18.53,34.90,20.51,33.06,16.14,13.51,7.57,7.630,4.456,2.752,0.421,"GAB","Sub-Saharan Africa",294.0
15,"Gabon",2000,"F",15,64,12.90,34.45,21.22,37.37,18.73,15.28,8.71,8.435,4.829,3.126,0.480,"GAB","Sub-Saharan Africa",343.0
15,"Gabon",2005,"F",15,64,10.82,31.53,20.17,40.96,21.32,16.68,9.61,8.981,5.010,3.446,0.526,"GAB","Sub-Saharan Africa",387.0
15,"Gabon",2010,"F",15,64,10.55,27.16,19.97,44.34,24.09,17.96,10.34,9.470,5.151,3.753,0.566,"GAB","Sub-Saharan Africa",437.0
15,"Gabon",2015,"F",15,64,10.18,19.76,12.45,50.60,27.84,19.45,11.49,9.873,5.033,4.221,0.619,"GAB","Sub-Saharan Africa",566.0
16,"Gambia",1950,"F",15,64,96.79,0.57,0.21,2.55,0.49,0.07,0.04,0.299,0.181,0.116,0.002,"GMB","Sub-Saharan Africa",84.0
16,"Gambia",1955,"F",15,64,96.85,0.55,0.20,2.52,0.56,0.08,0.04,0.297,0.179,0.117,0.002,"GMB","Sub-Saharan Africa",92.0
16,"Gambia",1960,"F",15,64,96.76,0.53,0.20,2.62,0.62,0.08,0.04,0.309,0.184,0.122,0.003,"GMB","Sub-Saharan Africa",105.0
16,"Gambia",1965,"F",15,64,96.57,0.57,0.21,2.78,0.63,0.09,0.05,0.327,0.195,0.129,0.003,"GMB","Sub-Saharan Africa",118.0
16,"Gambia",1970,"F",15,64,96.22,0.69,0.25,3.00,0.68,0.09,0.05,0.355,0.214,0.139,0.003,"GMB","Sub-Saharan Africa",133.0
16,"Gambia",1975,"F",15,64,95.02,1.52,0.63,3.37,0.74,0.08,0.05,0.429,0.272,0.155,0.003,"GMB","Sub-Saharan Africa",158.0
16,"Gambia",1980,"F",15,64,93.37,2.01,1.01,4.34,0.87,0.28,0.14,0.584,0.368,0.208,0.008,"GMB","Sub-Saharan Africa",181.0
16,"Gambia",1985,"F",15,64,91.31,2.59,1.58,5.60,1.01,0.51,0.27,0.781,0.491,0.275,0.016,"GMB","Sub-Saharan Africa",214.0
16,"Gambia",1990,"F",15,64,86.51,5.60,4.86,7.09,1.15,0.80,0.43,1.166,0.787,0.354,0.025,"GMB","Sub-Saharan Africa",257.0
16,"Gambia",1995,"F",15,64,82.74,5.31,4.79,10.74,1.44,1.20,0.67,1.588,1.020,0.531,0.037,"GMB","Sub-Saharan Africa",311.0
16,"Gambia",2000,"F",15,64,79.49,4.46,4.05,14.91,1.66,1.14,0.67,2.001,1.218,0.747,0.036,"GMB","Sub-Saharan Africa",370.0
16,"Gambia",2005,"F",15,64,72.50,5.34,5.03,21.10,1.93,1.06,0.62,2.640,1.533,1.074,0.034,"GMB","Sub-Saharan Africa",432.0
16,"Gambia",2010,"F",15,64,66.01,4.65,4.42,28.35,2.21,0.99,0.57,3.255,1.959,1.264,0.031,"GMB","Sub-Saharan Africa",492.0
16,"Gambia",2015,"F",15,64,58.12,3.95,3.85,33.28,3.73,4.74,1.87,4.181,2.447,1.601,0.132,"GMB","Sub-Saharan Africa",563.0
17,"Ghana",1950,"F",15,64,93.60,5.80,2.11,0.33,0.10,0.28,0.13,0.317,0.274,0.035,0.008,"GHA","Sub-Saharan Africa",1366.0
17,"Ghana",1955,"F",15,64,92.67,6.64,2.50,0.40,0.12,0.29,0.13,0.363,0.316,0.039,0.008,"GHA","Sub-Saharan Africa",1598.0
17,"Ghana",1960,"F",15,64,88.61,10.44,4.25,0.63,0.13,0.32,0.14,0.553,0.498,0.046,0.009,"GHA","Sub-Saharan Africa",1868.0
17,"Ghana",1965,"F",15,64,82.77,8.53,3.58,8.48,1.02,0.22,0.10,1.140,0.885,0.248,0.006,"GHA","Sub-Saharan Africa",2151.0
17,"Ghana",1970,"F",15,64,73.94,7.41,3.37,18.58,2.47,0.07,0.04,2.214,1.443,0.769,0.002,"GHA","Sub-Saharan Africa",2356.0
17,"Ghana",1975,"F",15,64,65.02,11.84,5.94,22.82,3.61,0.32,0.16,2.994,1.922,1.062,0.010,"GHA","Sub-Saharan Africa",2671.0
17,"Ghana",1980,"F",15,64,60.53,12.00,6.30,26.87,4.97,0.60,0.31,3.561,2.197,1.346,0.018,"GHA","Sub-Saharan Africa",2944.0
17,"Ghana",1985,"F",15,64,54.98,15.67,8.87,28.42,6.07,0.93,0.53,4.027,2.497,1.500,0.029,"GHA","Sub-Saharan Africa",3461.0
17,"Ghana",1990,"F",15,64,50.30,17.64,10.57,30.78,7.26,1.27,0.76,4.447,2.770,1.636,0.041,"GHA","Sub-Saharan Africa",4031.0
17,"Ghana",1995,"F",15,64,46.33,19.64,12.39,32.40,9.00,1.62,1.00,4.827,3.002,1.772,0.052,"GHA","Sub-Saharan Africa",4702.0
17,"Ghana",2000,"F",15,64,42.65,16.40,10.47,39.16,11.24,1.77,1.14,5.507,3.262,2.187,0.058,"GHA","Sub-Saharan Africa",5464.0
17,"Ghana",2005,"F",15,64,35.57,15.14,10.06,47.57,13.94,1.73,1.03,6.253,3.714,2.484,0.055,"GHA","Sub-Saharan Africa",6277.0
17,"Ghana",2010,"F",15,64,30.82,12.91,9.85,54.35,18.55,1.92,1.08,6.912,4.059,2.792,0.060,"GHA","Sub-Saharan Africa",7096.0
17,"Ghana",2015,"F",15,64,23.97,14.97,10.60,58.35,21.32,2.71,1.38,7.488,4.431,2.975,0.082,"GHA","Sub-Saharan Africa",8084.0
20,"Cote dIvoire",1950,"F",15,64,90.25,7.66,2.77,1.98,0.30,0.12,0.06,0.539,0.439,0.096,0.004,"CIV","Sub-Saharan Africa",675.0
20,"Cote dIvoire",1955,"F",15,64,90.66,7.16,2.70,2.04,0.33,0.15,0.08,0.534,0.427,0.102,0.005,"CIV","Sub-Saharan Africa",788.0
20,"Cote dIvoire",1960,"F",15,64,90.91,6.76,2.74,2.13,0.37,0.20,0.10,0.541,0.425,0.110,0.006,"CIV","Sub-Saharan Africa",922.0
20,"Cote dIvoire",1965,"F",15,64,90.91,6.53,2.88,2.31,0.42,0.26,0.13,0.567,0.436,0.123,0.008,"CIV","Sub-Saharan Africa",1076.0
20,"Cote dIvoire",1970,"F",15,64,89.73,7.07,3.44,2.89,0.52,0.31,0.16,0.670,0.507,0.153,0.009,"CIV","Sub-Saharan Africa",1326.0
20,"Cote dIvoire",1975,"F",15,64,87.96,7.58,4.00,4.01,0.77,0.45,0.22,0.843,0.615,0.215,0.014,"CIV","Sub-Saharan Africa",1625.0
20,"Cote dIvoire",1980,"F",15,64,84.65,9.35,5.21,5.46,1.03,0.54,0.29,1.101,0.797,0.287,0.017,"CIV","Sub-Saharan Africa",2029.0
20,"Cote dIvoire",1985,"F",15,64,81.06,11.15,6.55,7.14,1.35,0.64,0.37,1.390,0.998,0.371,0.020,"CIV","Sub-Saharan Africa",2509.0
20,"Cote dIvoire",1990,"F",15,64,77.03,12.84,7.88,9.51,1.77,0.62,0.38,1.727,1.230,0.477,0.020,"CIV","Sub-Saharan Africa",3034.0
20,"Cote dIvoire",1995,"F",15,64,66.61,21.90,14.02,9.85,2.21,1.65,0.91,2.394,1.767,0.576,0.051,"CIV","Sub-Saharan Africa",3629.0
20,"Cote dIvoire",2000,"F",15,64,57.42,29.64,19.56,10.53,3.08,2.41,1.40,3.010,2.252,0.682,0.076,"CIV","Sub-Saharan Africa",4324.0
