BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
1,"Algeria",1950,"F",15,999,83.84,14.67,3.24,1.35,0.36,0.15,0.07,0.71,0.63,0.07,0.00,2531,"DZA","Middle East and North Africa"
1,"Algeria",1955,"F",15,999,84.40,13.93,2.98,1.55,0.34,0.13,0.07,0.69,0.61,0.08,0.00,2795,"DZA","Middle East and North Africa"
1,"Algeria",1960,"F",15,999,87.58,10.42,2.26,1.87,0.61,0.13,0.06,0.61,0.50,0.10,0.00,3048,"DZA","Middle East and North Africa"
1,"Algeria",1965,"F",15,999,89.70,8.04,2.12,2.14,0.85,0.12,0.06,0.56,0.44,0.12,0.00,3216,"DZA","Middle East and North Africa"
1,"Algeria",1970,"F",15,999,87.39,8.80,2.34,3.62,1.72,0.11,0.05,0.77,0.56,0.20,0.00,3766,"DZA","Middle East and North Africa"
1,"Algeria",1975,"F",15,999,79.77,14.26,2.92,5.67,3.01,0.29,0.14,1.22,0.87,0.34,0.01,4375,"DZA","Middle East and North Africa"
1,"Algeria",1980,"F",15,999,72.10,18.38,3.60,8.87,5.10,0.66,0.32,1.80,1.23,0.55,0.02,5142,"DZA","Middle East and North Africa"
1,"Algeria",1985,"F",15,999,62.45,22.52,8.23,13.57,8.37,1.46,0.76,2.76,1.82,0.90,0.04,6125,"DZA","Middle East and North Africa"
1,"Algeria",1990,"F",15,999,54.60,25.84,10.28,17.35,11.34,2.21,1.17,3.51,2.26,1.19,0.07,7222,"DZA","Middle East and North Africa"
1,"Algeria",1995,"F",15,999,45.83,30.31,14.23,20.57,13.99,3.29,1.77,4.34,2.77,1.47,0.10,8534,"DZA","Middle East and North Africa"
1,"Algeria",2000,"F",15,999,38.64,35.65,18.27,20.27,14.13,5.45,2.96,4.90,3.16,1.57,0.17,10018,"DZA","Middle East and North Africa"
1,"Algeria",2005,"F",15,999,38.04,36.91,21.95,18.80,13.58,6.25,3.46,4.98,3.27,1.52,0.19,11514,"DZA","Middle East and North Africa"
1,"Algeria",2010,"F",15,999,28.24,36.69,20.37,22.52,16.82,12.54,7.12,6.35,3.82,2.14,0.39,12870,"DZA","Middle East and North Africa"
3,"Benin",1950,"F",15,999,96.35,2.46,0.77,1.14,0.34,0.06,0.03,0.23,0.17,0.06,0.00,667,"BEN","Sub-Saharan Africa"
3,"Benin",1955,"F",15,999,95.62,2.98,0.97,1.33,0.38,0.07,0.03,0.27,0.20,0.07,0.00,680,"BEN","Sub-Saharan Africa"
3,"Benin",1960,"F",15,999,94.86,3.53,1.22,1.53,0.43,0.07,0.04,0.32,0.24,0.08,0.00,704,"BEN","Sub-Saharan Africa"
3,"Benin",1965,"F",15,999,93.40,4.60,1.72,1.91,0.52,0.09,0.04,0.41,0.31,0.10,0.00,758,"BEN","Sub-Saharan Africa"
3,"Benin",1970,"F",15,999,92.64,5.20,2.10,2.07,0.55,0.09,0.04,0.46,0.35,0.11,0.00,834,"BEN","Sub-Saharan Africa"
3,"Benin",1975,"F",15,999,91.75,5.84,2.55,2.32,0.62,0.09,0.04,0.52,0.40,0.12,0.00,937,"BEN","Sub-Saharan Africa"
3,"Benin",1980,"F",15,999,89.84,6.90,3.25,3.25,0.92,0.08,0.04,0.67,0.50,0.16,0.00,1060,"BEN","Sub-Saharan Africa"
3,"Benin",1985,"F",15,999,85.97,8.71,4.42,5.12,1.61,0.20,0.10,0.99,0.71,0.27,0.01,1216,"BEN","Sub-Saharan Africa"
3,"Benin",1990,"F",15,999,81.74,11.21,6.08,6.74,2.46,0.31,0.16,1.32,0.94,0.36,0.01,1414,"BEN","Sub-Saharan Africa"
3,"Benin",1995,"F",15,999,77.89,13.40,7.64,8.17,3.58,0.55,0.29,1.64,1.15,0.47,0.02,1680,"BEN","Sub-Saharan Africa"
3,"Benin",2000,"F",15,999,74.70,14.20,8.51,10.30,5.40,0.80,0.43,2.00,1.35,0.63,0.02,1980,"BEN","Sub-Saharan Africa"
3,"Benin",2005,"F",15,999,70.59,13.96,8.83,14.56,8.94,0.90,0.48,2.55,1.61,0.91,0.03,2352,"BEN","Sub-Saharan Africa"
3,"Benin",2010,"F",15,999,64.88,14.04,10.40,20.07,13.56,1.01,0.54,3.31,2.00,1.28,0.03,2771,"BEN","Sub-Saharan Africa"
4,"Botswana",1950,"F",15,999,68.06,30.18,5.35,1.68,0.38,0.09,0.04,1.43,1.37,0.06,0.00,136,"BWA","Sub-Saharan Africa"
4,"Botswana",1955,"F",15,999,67.56,30.64,5.65,1.72,0.39,0.09,0.04,1.46,1.40,0.06,0.00,150,"BWA","Sub-Saharan Africa"
4,"Botswana",1960,"F",15,999,67.36,30.77,6.23,1.78,0.40,0.09,0.04,1.49,1.43,0.07,0.00,160,"BWA","Sub-Saharan Africa"
4,"Botswana",1965,"F",15,999,62.31,35.37,7.72,2.19,0.41,0.06,0.03,1.74,1.67,0.08,0.00,177,"BWA","Sub-Saharan Africa"
4,"Botswana",1970,"F",15,999,54.92,40.70,5.70,4.05,0.88,0.35,0.16,2.10,1.93,0.16,0.01,205,"BWA","Sub-Saharan Africa"
4,"Botswana",1975,"F",15,999,49.14,44.90,15.78,5.69,1.29,0.27,0.13,2.76,2.54,0.21,0.01,242,"BWA","Sub-Saharan Africa"
4,"Botswana",1980,"F",15,999,42.10,48.90,15.90,8.80,1.80,0.20,0.10,3.21,2.90,0.31,0.01,287,"BWA","Sub-Saharan Africa"
4,"Botswana",1985,"F",15,999,34.14,32.22,16.94,32.17,8.33,1.47,0.76,5.33,4.08,1.21,0.04,339,"BWA","Sub-Saharan Africa"
4,"Botswana",1990,"F",15,999,28.63,15.48,9.21,53.75,23.65,2.14,1.11,7.03,4.78,2.19,0.07,407,"BWA","Sub-Saharan Africa"
4,"Botswana",1995,"F",15,999,19.11,12.50,8.11,65.59,24.41,2.81,1.49,8.19,5.51,2.60,0.09,485,"BWA","Sub-Saharan Africa"
4,"Botswana",2000,"F",15,999,15.12,10.03,6.90,72.28,26.87,2.57,1.37,8.75,5.83,2.83,0.08,556,"BWA","Sub-Saharan Africa"
4,"Botswana",2005,"F",15,999,12.52,8.32,6.01,76.41,27.48,2.76,1.46,9.11,6.04,2.98,0.08,569,"BWA","Sub-Saharan Africa"
4,"Botswana",2010,"F",15,999,10.16,7.43,5.90,79.05,27.00,3.35,1.76,9.42,6.23,3.08,0.10,563,"BWA","Sub-Saharan Africa"
6,"Burundi",1950,"F",15,999,96.36,3.35,1.12,0.23,0.08,0.04,0.02,0.19,0.18,0.01,0.00,769,"BDI","Sub-Saharan Africa"
6,"Burundi",1955,"F",15,999,95.77,3.89,1.33,0.28,0.10,0.04,0.02,0.22,0.21,0.01,0.00,817,"BDI","Sub-Saharan Africa"
6,"Burundi",1960,"F",15,999,92.71,6.64,2.37,0.55,0.20,0.08,0.04,0.39,0.36,0.03,0.00,876,"BDI","Sub-Saharan Africa"
6,"Burundi",1965,"F",15,999,90.06,9.04,3.42,0.79,0.29,0.12,0.06,0.54,0.50,0.04,0.00,943,"BDI","Sub-Saharan Africa"
6,"Burundi",1970,"F",15,999,88.47,10.39,4.23,1.02,0.38,0.12,0.06,0.64,0.59,0.05,0.00,1038,"BDI","Sub-Saharan Africa"
6,"Burundi",1975,"F",15,999,87.19,11.47,5.01,1.22,0.47,0.12,0.06,0.73,0.67,0.06,0.00,1080,"BDI","Sub-Saharan Africa"
6,"Burundi",1980,"F",15,999,84.80,13.49,6.38,1.54,0.64,0.17,0.08,0.90,0.81,0.08,0.00,1220,"BDI","Sub-Saharan Africa"
6,"Burundi",1985,"F",15,999,82.53,15.41,7.86,1.85,0.82,0.21,0.11,1.03,0.93,0.09,0.01,1436,"BDI","Sub-Saharan Africa"
6,"Burundi",1990,"F",15,999,80.89,16.61,9.01,2.32,1.10,0.18,0.10,1.17,1.05,0.11,0.01,1622,"BDI","Sub-Saharan Africa"
6,"Burundi",1995,"F",15,999,72.91,23.62,13.44,3.24,1.59,0.23,0.12,1.64,1.47,0.16,0.01,1710,"BDI","Sub-Saharan Africa"
6,"Burundi",2000,"F",15,999,66.52,28.89,17.32,4.28,2.12,0.32,0.17,2.05,1.81,0.23,0.01,1793,"BDI","Sub-Saharan Africa"
6,"Burundi",2005,"F",15,999,62.27,31.42,20.08,5.90,3.07,0.41,0.21,2.39,2.05,0.33,0.01,2165,"BDI","Sub-Saharan Africa"
6,"Burundi",2010,"F",15,999,57.95,33.07,24.75,8.49,4.67,0.50,0.26,2.94,2.46,0.46,0.02,2614,"BDI","Sub-Saharan Africa"
7,"Cameroon",1950,"F",15,999,94.96,3.77,1.25,1.23,0.44,0.04,0.02,0.29,0.23,0.07,0.00,1387,"CMR","Sub-Saharan Africa"
7,"Cameroon",1955,"F",15,999,93.20,5.37,1.83,1.38,0.50,0.05,0.03,0.38,0.30,0.07,0.00,1501,"CMR","Sub-Saharan Africa"
7,"Cameroon",1960,"F",15,999,91.04,7.34,2.61,1.56,0.57,0.06,0.03,0.48,0.40,0.08,0.00,1633,"CMR","Sub-Saharan Africa"
7,"Cameroon",1965,"F",15,999,86.39,11.37,4.27,2.15,0.79,0.08,0.04,0.72,0.60,0.12,0.00,1784,"CMR","Sub-Saharan Africa"
7,"Cameroon",1970,"F",15,999,80.78,16.28,6.54,2.84,1.07,0.10,0.05,1.02,0.86,0.15,0.00,1971,"CMR","Sub-Saharan Africa"
7,"Cameroon",1975,"F",15,999,71.36,23.63,10.16,4.90,1.90,0.09,0.05,1.58,1.31,0.26,0.00,2195,"CMR","Sub-Saharan Africa"
7,"Cameroon",1980,"F",15,999,62.43,30.04,13.96,7.41,3.07,0.13,0.06,2.17,1.77,0.40,0.00,2495,"CMR","Sub-Saharan Africa"
7,"Cameroon",1985,"F",15,999,53.25,36.21,18.20,10.41,4.59,0.12,0.07,2.83,2.26,0.56,0.00,2829,"CMR","Sub-Saharan Africa"
7,"Cameroon",1990,"F",15,999,44.30,41.73,22.48,13.87,6.51,0.10,0.05,3.52,2.76,0.76,0.00,3268,"CMR","Sub-Saharan Africa"
7,"Cameroon",1995,"F",15,999,36.31,46.62,26.49,16.89,8.27,0.18,0.10,4.16,3.22,0.94,0.01,3772,"CMR","Sub-Saharan Africa"
7,"Cameroon",2000,"F",15,999,30.86,49.39,29.46,18.83,9.44,0.92,0.49,4.68,3.55,1.10,0.03,4318,"CMR","Sub-Saharan Africa"
7,"Cameroon",2005,"F",15,999,28.18,49.45,31.20,20.71,10.83,1.66,0.89,5.08,3.76,1.27,0.05,4859,"CMR","Sub-Saharan Africa"
7,"Cameroon",2010,"F",15,999,25.87,48.12,35.62,23.56,12.91,2.45,1.31,5.65,4.07,1.50,0.08,5427,"CMR","Sub-Saharan Africa"
9,"Central African Republic",1950,"F",15,999,94.92,4.46,1.46,0.43,0.15,0.06,0.03,0.23,0.21,0.03,0.00,441,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1955,"F",15,999,94.63,4.72,1.58,0.45,0.16,0.06,0.03,0.25,0.22,0.03,0.00,467,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1960,"F",15,999,94.23,5.02,1.76,0.50,0.18,0.07,0.04,0.27,0.24,0.03,0.00,495,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1965,"F",15,999,93.82,5.29,1.96,0.68,0.25,0.07,0.04,0.30,0.26,0.04,0.00,535,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1970,"F",15,999,92.55,6.30,2.51,0.96,0.36,0.08,0.04,0.38,0.33,0.05,0.00,589,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1975,"F",15,999,89.32,9.16,3.91,1.45,0.56,0.07,0.03,0.56,0.48,0.08,0.00,638,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1980,"F",15,999,84.79,11.96,5.52,2.95,1.23,0.24,0.12,0.90,0.72,0.17,0.01,710,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1985,"F",15,999,81.52,13.80,6.88,4.20,1.86,0.45,0.24,1.17,0.90,0.26,0.01,813,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1990,"F",15,999,75.37,17.34,9.24,6.65,3.13,0.64,0.34,1.66,1.23,0.40,0.02,894,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1995,"F",15,999,71.76,19.97,11.25,7.63,3.73,0.65,0.35,1.91,1.43,0.46,0.02,1017,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2000,"F",15,999,68.41,22.05,13.04,8.77,4.40,0.77,0.42,2.18,1.62,0.54,0.02,1124,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2005,"F",15,999,65.55,23.76,14.92,10.00,5.21,0.69,0.37,2.43,1.80,0.60,0.02,1197,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2010,"F",15,999,63.48,24.31,18.02,11.59,6.32,0.62,0.33,2.72,2.00,0.70,0.02,1298,"CAF","Sub-Saharan Africa"
12,"Congo",1950,"F",15,999,94.50,2.58,0.40,2.88,0.94,0.04,0.02,0.41,0.26,0.15,0.00,248,"COG","Sub-Saharan Africa"
12,"Congo",1955,"F",15,999,93.93,3.07,0.58,2.96,0.97,0.05,0.02,0.44,0.29,0.15,0.00,271,"COG","Sub-Saharan Africa"
12,"Congo",1960,"F",15,999,93.04,3.48,0.68,3.42,1.13,0.06,0.03,0.51,0.33,0.17,0.00,303,"COG","Sub-Saharan Africa"
12,"Congo",1965,"F",15,999,85.99,9.29,2.29,4.55,1.34,0.17,0.09,0.87,0.63,0.23,0.01,340,"COG","Sub-Saharan Africa"
12,"Congo",1970,"F",15,999,78.78,14.90,3.84,6.06,1.64,0.26,0.13,1.26,0.94,0.31,0.01,383,"COG","Sub-Saharan Africa"
12,"Congo",1975,"F",15,999,66.74,19.62,6.02,13.03,3.50,0.61,0.31,2.27,1.59,0.67,0.02,439,"COG","Sub-Saharan Africa"
12,"Congo",1980,"F",15,999,59.49,20.33,6.77,19.28,5.16,0.90,0.47,3.04,2.02,0.99,0.03,505,"COG","Sub-Saharan Africa"
12,"Congo",1985,"F",15,999,52.82,17.77,5.87,28.36,7.07,1.03,0.52,3.92,2.47,1.42,0.03,589,"COG","Sub-Saharan Africa"
12,"Congo",1990,"F",15,999,47.23,14.71,5.24,36.95,5.07,1.11,0.57,4.62,2.88,1.71,0.03,688,"COG","Sub-Saharan Africa"
12,"Congo",1995,"F",15,999,41.80,18.00,5.38,38.98,7.62,1.21,0.61,5.02,3.11,1.87,0.04,801,"COG","Sub-Saharan Africa"
12,"Congo",2000,"F",15,999,38.42,22.01,6.07,38.48,6.35,1.09,0.54,5.05,3.22,1.81,0.03,939,"COG","Sub-Saharan Africa"
12,"Congo",2005,"F",15,999,37.92,21.23,5.32,39.92,5.44,0.93,0.46,5.10,3.25,1.83,0.03,1076,"COG","Sub-Saharan Africa"
12,"Congo",2010,"F",15,999,36.28,19.82,4.46,43.14,4.79,0.75,0.37,5.31,3.36,1.92,0.02,1229,"COG","Sub-Saharan Africa"
13,"Egypt",1950,"F",15,999,97.57,1.60,0.54,0.68,0.25,0.15,0.08,0.16,0.11,0.04,0.00,6684,"EGY","Middle East and North Africa"
13,"Egypt",1955,"F",15,999,96.15,2.61,0.89,0.96,0.35,0.28,0.14,0.24,0.18,0.06,0.01,7375,"EGY","Middle East and North Africa"
13,"Egypt",1960,"F",15,999,94.80,3.58,1.27,1.23,0.45,0.39,0.19,0.33,0.24,0.07,0.01,8050,"EGY","Middle East and North Africa"
13,"Egypt",1965,"F",15,999,92.39,5.11,1.90,1.81,0.66,0.69,0.34,0.50,0.36,0.12,0.02,8944,"EGY","Middle East and North Africa"
13,"Egypt",1970,"F",15,999,89.43,7.14,2.87,2.44,0.90,1.00,0.48,0.70,0.51,0.16,0.03,10359,"EGY","Middle East and North Africa"
13,"Egypt",1975,"F",15,999,85.99,7.76,3.36,5.12,1.97,1.14,0.55,1.02,0.71,0.28,0.03,11653,"EGY","Middle East and North Africa"
13,"Egypt",1980,"F",15,999,79.01,9.57,4.46,9.85,4.10,1.57,0.79,1.67,1.11,0.51,0.05,12950,"EGY","Middle East and North Africa"
13,"Egypt",1985,"F",15,999,69.54,11.61,5.81,17.25,7.64,1.61,0.86,2.55,1.65,0.84,0.05,14498,"EGY","Middle East and North Africa"
13,"Egypt",1990,"F",15,999,64.00,10.19,5.43,24.01,11.30,1.80,0.98,3.24,2.02,1.17,0.06,16453,"EGY","Middle East and North Africa"
13,"Egypt",1995,"F",15,999,56.72,10.51,5.88,29.95,14.68,2.82,1.55,4.05,2.46,1.51,0.09,18808,"EGY","Middle East and North Africa"
13,"Egypt",2000,"F",15,999,49.00,10.58,6.19,35.99,18.09,4.42,2.44,4.95,2.93,1.89,0.14,21670,"EGY","Middle East and North Africa"
13,"Egypt",2005,"F",15,999,43.38,8.26,5.08,41.83,22.03,6.53,3.62,5.72,3.21,2.31,0.20,24746,"EGY","Middle East and North Africa"
13,"Egypt",2010,"F",15,999,38.25,8.20,5.84,44.00,24.41,9.55,5.41,6.39,3.47,2.63,0.30,27585,"EGY","Middle East and North Africa"
15,"Gabon",1950,"F",15,999,85.40,12.75,4.02,1.53,0.55,0.32,0.17,0.72,0.61,0.10,0.01,173,"GAB","Sub-Saharan Africa"
15,"Gabon",1955,"F",15,999,81.97,13.06,4.22,4.02,1.45,0.95,0.50,1.12,0.82,0.27,0.03,173,"GAB","Sub-Saharan Africa"
15,"Gabon",1960,"F",15,999,77.74,16.26,5.48,4.79,1.76,1.20,0.63,1.38,1.01,0.33,0.04,173,"GAB","Sub-Saharan Africa"
15,"Gabon",1965,"F",15,999,71.24,20.19,7.18,6.73,2.48,1.83,0.97,1.86,1.33,0.47,0.06,176,"GAB","Sub-Saharan Africa"
15,"Gabon",1970,"F",15,999,62.71,26.14,9.98,8.71,3.27,2.44,1.26,2.44,1.75,0.62,0.07,184,"GAB","Sub-Saharan Africa"
15,"Gabon",1975,"F",15,999,52.47,30.24,12.53,12.83,4.99,4.42,2.25,3.42,2.32,0.97,0.13,201,"GAB","Sub-Saharan Africa"
15,"Gabon",1980,"F",15,999,44.19,31.08,14.04,18.42,7.69,6.31,3.28,4.44,2.84,1.41,0.19,218,"GAB","Sub-Saharan Africa"
15,"Gabon",1985,"F",15,999,36.82,31.44,15.44,23.17,10.27,8.58,4.66,5.41,3.31,1.84,0.26,242,"GAB","Sub-Saharan Africa"
15,"Gabon",1990,"F",15,999,30.54,33.23,18.36,25.78,12.07,10.45,5.73,6.17,3.72,2.12,0.32,280,"GAB","Sub-Saharan Africa"
15,"Gabon",1995,"F",15,999,24.46,33.10,18.67,30.13,14.76,12.31,6.66,6.99,4.10,2.51,0.38,324,"GAB","Sub-Saharan Africa"
15,"Gabon",2000,"F",15,999,18.44,33.16,19.67,34.36,17.30,14.04,7.61,7.80,4.49,2.88,0.43,375,"GAB","Sub-Saharan Africa"
15,"Gabon",2005,"F",15,999,15.42,30.93,19.35,38.19,20.00,15.47,8.38,8.41,4.73,3.21,0.48,420,"GAB","Sub-Saharan Africa"
15,"Gabon",2010,"F",15,999,13.96,27.49,19.66,41.70,22.64,16.85,9.72,8.99,4.93,3.53,0.53,472,"GAB","Sub-Saharan Africa"
16,"Gambia",1950,"F",15,999,96.88,0.56,0.20,2.47,0.46,0.07,0.04,0.29,0.18,0.11,0.00,88,"GMB","Sub-Saharan Africa"
16,"Gambia",1955,"F",15,999,96.93,0.55,0.20,2.45,0.54,0.07,0.04,0.29,0.17,0.11,0.00,96,"GMB","Sub-Saharan Africa"
16,"Gambia",1960,"F",15,999,96.80,0.55,0.21,2.56,0.63,0.08,0.04,0.30,0.18,0.12,0.00,111,"GMB","Sub-Saharan Africa"
16,"Gambia",1965,"F",15,999,96.61,0.58,0.21,2.72,0.68,0.08,0.04,0.32,0.19,0.13,0.00,124,"GMB","Sub-Saharan Africa"
16,"Gambia",1970,"F",15,999,96.26,0.70,0.25,2.95,0.76,0.09,0.04,0.35,0.21,0.14,0.00,139,"GMB","Sub-Saharan Africa"
16,"Gambia",1975,"F",15,999,95.12,1.49,0.57,3.31,0.83,0.08,0.04,0.42,0.27,0.15,0.00,166,"GMB","Sub-Saharan Africa"
16,"Gambia",1980,"F",15,999,93.56,1.94,0.84,4.23,1.00,0.27,0.14,0.57,0.35,0.21,0.01,192,"GMB","Sub-Saharan Africa"
16,"Gambia",1985,"F",15,999,91.59,2.49,1.27,5.43,1.21,0.49,0.26,0.75,0.47,0.27,0.02,227,"GMB","Sub-Saharan Africa"
16,"Gambia",1990,"F",15,999,86.99,5.36,3.37,6.88,1.40,0.77,0.42,1.09,0.72,0.35,0.02,271,"GMB","Sub-Saharan Africa"
16,"Gambia",1995,"F",15,999,80.90,6.03,4.23,11.90,2.19,1.18,0.65,1.72,1.09,0.59,0.04,330,"GMB","Sub-Saharan Africa"
16,"Gambia",2000,"F",15,999,80.44,4.25,3.24,14.21,2.33,1.10,0.61,1.88,1.14,0.71,0.03,395,"GMB","Sub-Saharan Africa"
16,"Gambia",2005,"F",15,999,73.87,5.08,4.14,20.01,2.89,1.04,0.58,2.52,1.50,0.99,0.03,462,"GMB","Sub-Saharan Africa"
16,"Gambia",2010,"F",15,999,67.90,4.43,3.79,26.69,3.38,0.99,0.55,3.12,1.86,1.23,0.03,529,"GMB","Sub-Saharan Africa"
17,"Ghana",1950,"F",15,999,93.76,5.65,1.92,0.32,0.11,0.27,0.13,0.31,0.26,0.03,0.01,1436,"GHA","Sub-Saharan Africa"
17,"Ghana",1955,"F",15,999,92.88,6.46,2.25,0.38,0.14,0.28,0.14,0.35,0.30,0.04,0.01,1681,"GHA","Sub-Saharan Africa"
17,"Ghana",1960,"F",15,999,89.03,10.06,3.65,0.60,0.18,0.31,0.15,0.52,0.47,0.05,0.01,1968,"GHA","Sub-Saharan Africa"
17,"Ghana",1965,"F",15,999,83.50,8.22,3.16,8.07,1.29,0.21,0.10,1.10,0.84,0.26,0.01,2269,"GHA","Sub-Saharan Africa"
17,"Ghana",1970,"F",15,999,75.16,7.14,2.92,17.64,2.56,0.07,0.03,1.96,1.36,0.59,0.00,2491,"GHA","Sub-Saharan Africa"
17,"Ghana",1975,"F",15,999,66.71,11.33,4.97,21.65,3.56,0.31,0.15,2.66,1.81,0.84,0.01,2827,"GHA","Sub-Saharan Africa"
17,"Ghana",1980,"F",15,999,62.48,11.48,5.43,25.47,4.74,0.56,0.28,3.19,2.07,1.11,0.02,3119,"GHA","Sub-Saharan Africa"
17,"Ghana",1985,"F",15,999,57.27,14.91,7.58,26.92,5.74,0.90,0.47,3.66,2.34,1.28,0.03,3673,"GHA","Sub-Saharan Africa"
17,"Ghana",1990,"F",15,999,52.87,16.74,9.09,29.14,6.90,1.24,0.66,4.08,2.60,1.45,0.04,4281,"GHA","Sub-Saharan Africa"
17,"Ghana",1995,"F",15,999,49.11,18.61,10.61,30.69,8.47,1.59,0.86,4.46,2.81,1.60,0.05,5001,"GHA","Sub-Saharan Africa"
17,"Ghana",2000,"F",15,999,45.31,15.44,9.21,37.02,11.31,2.23,1.20,5.20,3.09,2.04,0.07,5820,"GHA","Sub-Saharan Africa"
17,"Ghana",2005,"F",15,999,38.58,14.54,9.58,45.19,13.28,1.69,1.01,5.95,3.54,2.36,0.05,6702,"GHA","Sub-Saharan Africa"
17,"Ghana",2010,"F",15,999,37.07,12.71,9.32,48.70,14.88,1.53,0.83,6.15,3.67,2.43,0.05,7601,"GHA","Sub-Saharan Africa"
20,"Cote dIvoire",1950,"F",15,999,90.38,7.63,2.59,1.89,0.63,0.11,0.06,0.53,0.43,0.10,0.00,707,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1955,"F",15,999,90.72,7.19,2.50,1.95,0.65,0.15,0.07,0.53,0.42,0.11,0.00,826,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1960,"F",15,999,90.93,6.86,2.48,2.03,0.67,0.19,0.09,0.53,0.41,0.11,0.01,968,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1965,"F",15,999,90.88,6.69,2.54,2.19,0.70,0.25,0.12,0.56,0.42,0.13,0.01,1133,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1970,"F",15,999,89.70,7.25,2.97,2.75,0.85,0.29,0.14,0.65,0.49,0.16,0.01,1396,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1975,"F",15,999,88.49,7.24,3.17,3.83,1.17,0.43,0.21,0.80,0.57,0.22,0.01,1711,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1980,"F",15,999,85.34,8.92,4.22,5.22,1.53,0.52,0.26,1.05,0.74,0.29,0.02,2136,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1985,"F",15,999,81.93,10.64,5.42,6.82,1.92,0.62,0.32,1.32,0.93,0.37,0.02,2640,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1990,"F",15,999,78.12,12.23,6.66,9.09,2.44,0.57,0.30,1.64,1.15,0.48,0.02,3196,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1995,"F",15,999,68.23,20.83,11.97,9.37,2.60,1.57,0.84,2.25,1.64,0.56,0.05,3827,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2000,"F",15,999,59.53,28.17,17.04,10.03,2.91,2.27,1.19,2.81,2.09,0.65,0.07,4567,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2005,"F",15,999,55.08,30.71,19.62,11.46,4.10,2.76,1.45,3.22,2.36,0.77,0.08,5126,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2010,"F",15,999,50.74,33.27,24.88,12.70,5.55,3.29,1.73,3.71,2.70,0.90,0.10,5799,"CIV","Sub-Saharan Africa"
21,"Kenya",1950,"F",15,999,87.70,11.23,2.94,0.89,0.16,0.18,0.10,0.63,0.57,0.05,0.01,1807,"KEN","Sub-Saharan Africa"
21,"Kenya",1955,"F",15,999,86.06,12.80,3.13,0.96,0.15,0.18,0.10,0.70,0.64,0.05,0.01,1975,"KEN","Sub-Saharan Africa"
21,"Kenya",1960,"F",15,999,83.24,15.31,3.72,1.26,0.14,0.18,0.10,0.84,0.77,0.06,0.01,2153,"KEN","Sub-Saharan Africa"
21,"Kenya",1965,"F",15,999,81.11,17.21,4.54,1.47,0.14,0.21,0.11,0.96,0.88,0.07,0.01,2445,"KEN","Sub-Saharan Africa"
21,"Kenya",1970,"F",15,999,75.70,21.70,9.00,2.40,0.20,0.20,0.09,1.37,1.26,0.11,0.01,2876,"KEN","Sub-Saharan Africa"
21,"Kenya",1975,"F",15,999,68.31,27.52,7.14,3.81,0.58,0.42,0.20,1.71,1.51,0.19,0.01,3422,"KEN","Sub-Saharan Africa"
21,"Kenya",1980,"F",15,999,58.21,34.94,9.45,6.20,0.87,0.69,0.33,2.36,2.04,0.31,0.02,4117,"KEN","Sub-Saharan Africa"
21,"Kenya",1985,"F",15,999,46.37,44.32,14.56,8.29,0.68,1.03,0.51,3.15,2.71,0.41,0.03,4984,"KEN","Sub-Saharan Africa"
21,"Kenya",1990,"F",15,999,37.24,50.36,16.30,10.86,1.70,1.59,0.82,3.82,3.20,0.56,0.05,6066,"KEN","Sub-Saharan Africa"
21,"Kenya",1995,"F",15,999,31.35,52.98,18.67,13.40,2.54,2.29,1.19,4.38,3.61,0.70,0.07,7418,"KEN","Sub-Saharan Africa"
21,"Kenya",2000,"F",15,999,28.04,51.96,18.26,16.82,4.33,3.20,1.67,4.86,3.86,0.90,0.10,8672,"KEN","Sub-Saharan Africa"
21,"Kenya",2005,"F",15,999,24.57,50.26,19.44,20.79,7.72,4.39,2.28,5.51,4.20,1.18,0.13,9820,"KEN","Sub-Saharan Africa"
