BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
56,"Guatemala",1965,"M",15,999,63.71,31.11,6.85,4.18,1.51,1.01,0.78,1.68,1.45,0.19,0.04,1311,"GTM","Latin America and the Caribbean"
56,"Guatemala",1970,"M",15,999,60.93,31.96,7.09,5.61,2.30,1.50,1.02,1.94,1.60,0.29,0.05,1514,"GTM","Latin America and the Caribbean"
56,"Guatemala",1975,"M",15,999,56.66,34.30,7.81,7.37,3.10,1.63,1.18,2.23,1.80,0.38,0.06,1729,"GTM","Latin America and the Caribbean"
56,"Guatemala",1980,"M",15,999,40.73,46.48,13.41,10.10,4.64,2.69,2.07,3.23,2.56,0.57,0.10,1927,"GTM","Latin America and the Caribbean"
56,"Guatemala",1985,"M",15,999,36.59,49.63,17.30,10.90,5.16,2.87,2.21,3.56,2.83,0.62,0.10,2157,"GTM","Latin America and the Caribbean"
56,"Guatemala",1990,"M",15,999,32.37,50.47,17.80,14.02,6.73,3.15,2.39,3.97,3.08,0.78,0.11,2426,"GTM","Latin America and the Caribbean"
56,"Guatemala",1995,"M",15,999,28.93,52.62,18.42,15.04,8.14,3.41,2.62,4.24,3.24,0.88,0.12,2683,"GTM","Latin America and the Caribbean"
56,"Guatemala",2000,"M",15,999,25.81,52.83,19.08,18.12,11.27,3.27,2.63,4.62,3.44,1.06,0.12,2992,"GTM","Latin America and the Caribbean"
56,"Guatemala",2005,"M",15,999,23.87,55.44,21.37,17.68,8.46,3.01,2.46,4.61,3.55,0.95,0.11,3385,"GTM","Latin America and the Caribbean"
56,"Guatemala",2010,"M",15,999,16.77,54.94,24.52,28.27,13.55,0.03,0.02,5.32,4.08,1.24,0.00,3918,"GTM","Latin America and the Caribbean"
57,"Haiti",1950,"M",15,999,87.58,9.04,2.58,3.03,1.68,0.36,0.29,0.75,0.55,0.18,0.01,984,"HTI","Latin America and the Caribbean"
57,"Haiti",1955,"M",15,999,85.27,10.56,1.99,3.81,2.09,0.35,0.28,0.86,0.63,0.22,0.01,1041,"HTI","Latin America and the Caribbean"
57,"Haiti",1960,"M",15,999,81.56,13.24,1.96,4.84,2.82,0.36,0.27,1.06,0.77,0.28,0.01,1105,"HTI","Latin America and the Caribbean"
57,"Haiti",1965,"M",15,999,77.44,16.67,2.18,5.52,3.16,0.37,0.27,1.25,0.92,0.32,0.01,1176,"HTI","Latin America and the Caribbean"
57,"Haiti",1970,"M",15,999,73.31,19.70,2.44,6.61,4.10,0.37,0.30,1.48,1.08,0.39,0.01,1282,"HTI","Latin America and the Caribbean"
57,"Haiti",1975,"M",15,999,69.39,21.56,2.61,8.48,6.35,0.57,0.40,1.84,1.27,0.55,0.02,1395,"HTI","Latin America and the Caribbean"
57,"Haiti",1980,"M",15,999,62.92,24.52,2.89,11.77,9.56,0.71,0.62,2.38,1.57,0.79,0.03,1524,"HTI","Latin America and the Caribbean"
57,"Haiti",1985,"M",15,999,29.66,52.91,6.15,16.61,14.24,0.83,0.63,3.97,2.82,1.13,0.03,1673,"HTI","Latin America and the Caribbean"
57,"Haiti",1990,"M",15,999,27.81,50.06,5.73,21.33,19.24,0.81,0.66,4.50,3.00,1.47,0.03,1828,"HTI","Latin America and the Caribbean"
57,"Haiti",1995,"M",15,999,24.02,49.65,5.51,25.58,23.36,0.74,0.63,5.02,3.23,1.75,0.03,2010,"HTI","Latin America and the Caribbean"
57,"Haiti",2000,"M",15,999,20.11,49.82,5.34,29.40,26.99,0.67,0.57,5.49,3.46,2.01,0.02,2270,"HTI","Latin America and the Caribbean"
57,"Haiti",2005,"M",15,999,17.00,49.67,5.16,32.72,30.13,0.60,0.52,5.90,3.64,2.23,0.02,2580,"HTI","Latin America and the Caribbean"
57,"Haiti",2010,"M",15,999,14.27,51.68,5.19,33.51,31.19,0.54,0.48,6.06,3.75,2.29,0.02,2833,"HTI","Latin America and the Caribbean"
58,"Honduras",1950,"M",15,999,58.48,36.90,6.62,3.79,2.36,0.83,0.55,1.81,1.58,0.20,0.03,382,"HND","Latin America and the Caribbean"
58,"Honduras",1955,"M",15,999,56.10,38.86,6.85,4.21,2.60,0.83,0.56,1.91,1.67,0.21,0.03,439,"HND","Latin America and the Caribbean"
58,"Honduras",1960,"M",15,999,53.43,41.01,7.89,5.00,3.09,0.69,0.48,2.07,1.81,0.24,0.02,507,"HND","Latin America and the Caribbean"
58,"Honduras",1965,"M",15,999,48.74,44.48,7.80,5.87,3.39,0.91,0.55,2.28,1.98,0.28,0.03,588,"HND","Latin America and the Caribbean"
58,"Honduras",1970,"M",15,999,44.88,47.42,8.44,6.51,3.65,1.19,0.68,2.50,2.14,0.33,0.04,670,"HND","Latin America and the Caribbean"
58,"Honduras",1975,"M",15,999,41.94,49.12,10.89,7.60,3.95,1.37,0.80,2.77,2.34,0.39,0.04,782,"HND","Latin America and the Caribbean"
58,"Honduras",1980,"M",15,999,32.90,52.60,16.62,11.59,5.44,2.91,1.49,3.68,2.95,0.65,0.09,941,"HND","Latin America and the Caribbean"
58,"Honduras",1985,"M",15,999,24.47,55.58,20.40,16.05,8.01,3.88,2.25,4.51,3.48,0.92,0.12,1123,"HND","Latin America and the Caribbean"
58,"Honduras",1990,"M",15,999,20.42,57.69,24.47,17.76,8.35,4.13,2.41,4.91,3.78,1.00,0.13,1330,"HND","Latin America and the Caribbean"
58,"Honduras",1995,"M",15,999,16.76,56.40,24.91,22.50,9.26,4.34,2.54,5.36,4.05,1.18,0.14,1581,"HND","Latin America and the Caribbean"
58,"Honduras",2000,"M",15,999,14.60,55.79,27.90,24.78,10.26,4.82,2.75,5.71,4.29,1.27,0.15,1872,"HND","Latin America and the Caribbean"
58,"Honduras",2005,"M",15,999,13.25,53.83,28.14,28.20,12.52,4.71,2.79,5.99,4.43,1.40,0.15,2195,"HND","Latin America and the Caribbean"
58,"Honduras",2010,"M",15,999,12.08,50.87,27.23,33.29,15.93,3.76,2.50,6.26,4.57,1.56,0.13,2549,"HND","Latin America and the Caribbean"
59,"Jamaica",1950,"M",15,999,20.46,74.88,26.85,4.13,1.67,0.52,0.35,3.55,3.33,0.21,0.02,431,"JAM","Latin America and the Caribbean"
59,"Jamaica",1955,"M",15,999,19.46,75.46,27.88,4.53,1.87,0.55,0.37,3.65,3.40,0.23,0.02,463,"JAM","Latin America and the Caribbean"
59,"Jamaica",1960,"M",15,999,18.93,74.30,28.28,6.23,2.37,0.49,0.35,3.78,3.48,0.29,0.02,440,"JAM","Latin America and the Caribbean"
59,"Jamaica",1965,"M",15,999,12.18,77.79,30.96,9.04,3.12,0.99,0.59,4.32,3.86,0.42,0.03,467,"JAM","Latin America and the Caribbean"
59,"Jamaica",1970,"M",15,999,4.56,83.59,35.06,10.57,3.78,1.32,0.83,4.83,4.27,0.51,0.04,470,"JAM","Latin America and the Caribbean"
59,"Jamaica",1975,"M",15,999,3.34,78.94,35.79,16.03,5.89,1.69,0.97,5.32,4.51,0.76,0.05,526,"JAM","Latin America and the Caribbean"
59,"Jamaica",1980,"M",15,999,2.86,70.14,33.42,25.34,10.40,1.59,1.00,5.94,4.72,1.17,0.05,617,"JAM","Latin America and the Caribbean"
59,"Jamaica",1985,"M",15,999,4.17,60.20,29.75,33.46,14.51,2.17,1.31,6.48,4.84,1.57,0.07,711,"JAM","Latin America and the Caribbean"
59,"Jamaica",1990,"M",15,999,4.08,53.16,26.99,39.90,18.34,2.85,1.70,7.01,4.97,1.95,0.09,740,"JAM","Latin America and the Caribbean"
59,"Jamaica",1995,"M",15,999,5.71,40.04,20.86,48.09,23.32,6.16,3.50,7.89,5.08,2.62,0.19,798,"JAM","Latin America and the Caribbean"
59,"Jamaica",2000,"M",15,999,5.95,27.65,14.56,56.90,28.17,9.43,5.55,8.83,5.24,3.29,0.30,840,"JAM","Latin America and the Caribbean"
59,"Jamaica",2005,"M",15,999,5.54,21.82,11.52,62.18,31.58,10.46,6.01,9.37,5.36,3.68,0.33,886,"JAM","Latin America and the Caribbean"
59,"Jamaica",2010,"M",15,999,5.67,17.46,8.17,65.24,34.63,11.63,6.62,9.65,5.38,3.90,0.36,940,"JAM","Latin America and the Caribbean"
60,"Mexico",1950,"M",15,999,40.28,53.42,10.79,4.24,1.49,2.06,1.78,2.44,1.92,0.44,0.08,7944,"MEX","Latin America and the Caribbean"
60,"Mexico",1955,"M",15,999,38.03,54.96,11.93,5.04,1.64,1.98,1.68,2.57,2.02,0.48,0.07,8837,"MEX","Latin America and the Caribbean"
60,"Mexico",1960,"M",15,999,35.97,55.61,12.24,6.66,2.12,1.90,1.60,2.76,2.12,0.57,0.07,10018,"MEX","Latin America and the Caribbean"
60,"Mexico",1965,"M",15,999,29.57,59.49,14.87,8.21,3.88,2.73,2.33,3.30,2.41,0.79,0.10,11489,"MEX","Latin America and the Caribbean"
60,"Mexico",1970,"M",15,999,24.75,63.62,18.07,8.73,3.48,2.93,2.35,3.62,2.77,0.75,0.11,13338,"MEX","Latin America and the Caribbean"
60,"Mexico",1975,"M",15,999,26.00,53.14,17.07,14.46,5.79,6.40,3.91,4.47,3.05,1.21,0.21,15511,"MEX","Latin America and the Caribbean"
60,"Mexico",1980,"M",15,999,24.97,45.38,17.69,21.62,8.12,8.04,5.02,5.27,3.42,1.59,0.26,18098,"MEX","Latin America and the Caribbean"
60,"Mexico",1985,"M",15,999,18.91,43.52,18.35,28.64,10.55,8.93,5.51,6.08,3.90,1.89,0.29,21121,"MEX","Latin America and the Caribbean"
60,"Mexico",1990,"M",15,999,14.06,41.33,18.99,35.65,12.57,8.96,5.59,6.74,4.32,2.13,0.29,24803,"MEX","Latin America and the Caribbean"
60,"Mexico",1995,"M",15,999,11.03,38.08,18.50,39.82,14.89,11.08,7.25,7.42,4.61,2.44,0.37,28491,"MEX","Latin America and the Caribbean"
60,"Mexico",2000,"M",15,999,8.47,35.96,18.33,42.75,16.40,12.82,8.68,7.93,4.85,2.65,0.43,31958,"MEX","Latin America and the Caribbean"
60,"Mexico",2005,"M",15,999,5.59,29.60,15.79,48.27,19.65,16.54,10.80,8.83,5.15,3.13,0.55,35483,"MEX","Latin America and the Caribbean"
60,"Mexico",2010,"M",15,999,6.02,27.94,15.55,48.56,19.49,17.49,11.06,8.93,5.20,3.16,0.57,39166,"MEX","Latin America and the Caribbean"
61,"Nicaragua",1950,"M",15,999,64.32,31.63,7.05,3.18,1.68,0.82,0.67,1.59,1.40,0.16,0.03,324,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1955,"M",15,999,56.98,36.23,8.11,4.59,2.37,2.20,2.01,2.10,1.74,0.28,0.08,365,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1960,"M",15,999,47.13,42.91,9.72,6.11,3.06,3.84,3.80,2.75,2.18,0.42,0.15,408,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1965,"M",15,999,39.76,45.07,10.34,8.76,4.19,6.40,6.31,3.47,2.57,0.64,0.25,474,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1970,"M",15,999,33.09,45.53,10.63,11.63,5.40,9.64,9.45,4.29,2.96,0.94,0.38,562,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1975,"M",15,999,29.64,47.15,11.04,12.66,5.67,10.55,10.36,4.63,3.14,1.07,0.42,669,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1980,"M",15,999,27.82,45.65,10.50,14.25,6.25,12.29,12.06,5.03,3.28,1.26,0.49,792,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1985,"M",15,999,24.31,46.70,10.67,17.03,7.52,11.96,11.77,5.32,3.46,1.39,0.47,910,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1990,"M",15,999,28.45,43.03,9.94,17.40,7.38,11.12,10.95,5.11,3.30,1.37,0.44,1035,"NIC","Latin America and the Caribbean"
61,"Nicaragua",1995,"M",15,999,28.55,38.31,8.50,22.44,9.29,10.71,10.56,5.35,3.39,1.53,0.43,1215,"NIC","Latin America and the Caribbean"
61,"Nicaragua",2000,"M",15,999,25.37,39.36,8.77,24.85,10.73,10.42,10.23,5.56,3.56,1.59,0.41,1417,"NIC","Latin America and the Caribbean"
61,"Nicaragua",2005,"M",15,999,21.37,38.89,8.49,30.37,13.41,9.37,9.20,5.91,3.81,1.73,0.37,1654,"NIC","Latin America and the Caribbean"
61,"Nicaragua",2010,"M",15,999,17.32,37.50,7.80,35.20,16.05,9.98,9.80,6.41,4.07,1.95,0.40,1918,"NIC","Latin America and the Caribbean"
62,"Panama",1950,"M",15,999,32.18,52.63,22.30,13.27,3.32,1.89,1.47,3.84,3.16,0.61,0.07,265,"PAN","Latin America and the Caribbean"
62,"Panama",1955,"M",15,999,28.06,54.23,23.53,15.28,3.82,2.43,1.69,4.20,3.40,0.72,0.08,290,"PAN","Latin America and the Caribbean"
62,"Panama",1960,"M",15,999,23.86,55.60,26.39,17.94,4.41,2.64,1.88,4.61,3.69,0.83,0.09,327,"PAN","Latin America and the Caribbean"
62,"Panama",1965,"M",15,999,23.75,54.44,23.45,17.61,6.85,4.20,2.18,4.76,3.65,0.99,0.13,375,"PAN","Latin America and the Caribbean"
62,"Panama",1970,"M",15,999,24.24,54.03,24.94,16.54,10.64,5.24,2.50,4.96,3.68,1.13,0.15,433,"PAN","Latin America and the Caribbean"
62,"Panama",1975,"M",15,999,18.44,51.19,24.48,23.20,12.83,7.18,3.02,5.81,4.09,1.51,0.20,505,"PAN","Latin America and the Caribbean"
62,"Panama",1980,"M",15,999,13.27,47.10,24.21,31.69,14.85,7.83,3.96,6.61,4.51,1.87,0.24,590,"PAN","Latin America and the Caribbean"
62,"Panama",1985,"M",15,999,10.30,45.00,24.69,34.59,18.09,10.10,4.94,7.26,4.77,2.19,0.30,688,"PAN","Latin America and the Caribbean"
62,"Panama",1990,"M",15,999,8.44,42.76,24.32,37.82,20.55,10.98,5.80,7.69,4.94,2.41,0.34,788,"PAN","Latin America and the Caribbean"
62,"Panama",1995,"M",15,999,7.43,37.87,23.01,40.40,22.78,14.30,8.45,8.32,5.11,2.75,0.45,897,"PAN","Latin America and the Caribbean"
62,"Panama",2000,"M",15,999,6.43,35.67,22.54,40.84,23.90,17.06,11.69,8.76,5.22,2.97,0.57,1011,"PAN","Latin America and the Caribbean"
62,"Panama",2005,"M",15,999,6.03,35.21,23.96,40.66,25.47,18.10,12.19,8.98,5.30,3.07,0.61,1133,"PAN","Latin America and the Caribbean"
62,"Panama",2010,"M",15,999,6.05,34.01,23.98,41.31,26.96,18.63,12.59,9.13,5.34,3.17,0.62,1248,"PAN","Latin America and the Caribbean"
65,"Trinidad and Tobago",1950,"M",15,999,13.72,76.01,40.58,9.27,2.10,0.99,0.65,5.23,4.80,0.40,0.03,188,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1955,"M",15,999,10.55,77.29,41.56,10.98,2.37,1.19,0.86,5.52,5.01,0.47,0.04,208,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1960,"M",15,999,8.65,75.78,41.91,14.22,2.62,1.36,1.02,5.84,5.21,0.59,0.05,238,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1965,"M",15,999,6.76,73.34,41.23,18.40,3.01,1.50,1.16,6.19,5.40,0.73,0.05,252,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1970,"M",15,999,5.44,69.34,40.78,23.72,3.51,1.46,1.18,6.57,5.62,0.90,0.05,273,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1975,"M",15,999,2.74,67.63,40.58,27.11,3.88,2.52,1.71,7.03,5.86,1.08,0.08,308,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1980,"M",15,999,0.96,64.04,38.87,31.97,4.54,2.93,2.24,7.42,6.05,1.27,0.10,351,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1985,"M",15,999,1.92,58.47,45.00,36.28,6.80,3.32,2.44,8.00,6.39,1.49,0.12,389,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1990,"M",15,999,2.51,49.17,41.50,44.82,10.86,3.50,2.67,8.54,6.56,1.86,0.12,401,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",1995,"M",15,999,1.87,44.00,38.95,49.53,16.23,4.60,3.10,9.02,6.69,2.18,0.15,435,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",2000,"M",15,999,1.42,38.44,34.70,55.07,24.35,5.06,3.67,9.48,6.77,2.54,0.17,472,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",2005,"M",15,999,1.26,34.61,31.74,57.22,35.56,6.92,4.69,9.99,6.81,2.94,0.23,504,"TTO","Latin America and the Caribbean"
65,"Trinidad and Tobago",2010,"M",15,999,0.61,31.34,28.97,59.37,52.54,8.68,6.15,10.64,6.87,3.46,0.30,514,"TTO","Latin America and the Caribbean"
66,"USA",1950,"M",15,999,2.32,43.97,20.17,39.79,23.37,13.92,7.79,8.31,5.15,2.73,0.43,57084,"USA","Advanced Economies"
66,"USA",1955,"M",15,999,2.27,40.01,18.40,41.94,25.15,15.78,9.12,8.67,5.22,2.96,0.50,59126,"USA","Advanced Economies"
66,"USA",1960,"M",15,999,2.06,35.30,16.17,45.29,28.59,17.37,10.51,9.12,5.30,3.26,0.56,62824,"USA","Advanced Economies"
66,"USA",1965,"M",15,999,1.65,24.27,12.21,53.73,34.55,20.24,12.39,10.05,5.53,3.86,0.65,67509,"USA","Advanced Economies"
66,"USA",1970,"M",15,999,1.49,16.36,8.84,58.86,39.52,23.29,13.90,10.78,5.68,4.35,0.74,72706,"USA","Advanced Economies"
66,"USA",1975,"M",15,999,1.42,9.25,5.16,59.35,40.86,29.97,17.57,11.54,5.79,4.80,0.95,79822,"USA","Advanced Economies"
66,"USA",1980,"M",15,999,0.82,5.26,3.04,61.10,45.23,32.92,19.93,12.12,5.89,5.17,1.06,86626,"USA","Advanced Economies"
66,"USA",1985,"M",15,999,1.33,10.60,6.28,46.34,33.30,41.73,23.82,11.99,5.79,4.89,1.31,92264,"USA","Advanced Economies"
66,"USA",1990,"M",15,999,1.63,13.98,8.81,36.51,27.23,47.88,26.44,12.02,5.75,4.78,1.49,96957,"USA","Advanced Economies"
66,"USA",1995,"M",15,999,0.60,3.36,2.21,50.66,36.90,45.39,23.95,12.67,5.93,5.35,1.39,101943,"USA","Advanced Economies"
66,"USA",2000,"M",15,999,0.43,3.04,2.07,48.03,40.26,48.50,24.23,12.96,5.94,5.56,1.45,108275,"USA","Advanced Economies"
66,"USA",2005,"M",15,999,0.40,2.92,1.98,48.23,36.35,48.46,24.73,12.86,5.95,5.44,1.46,114946,"USA","Advanced Economies"
66,"USA",2010,"M",15,999,0.34,2.96,2.24,44.00,36.71,52.71,27.02,13.14,5.96,5.58,1.59,121634,"USA","Advanced Economies"
67,"Argentina",1950,"M",15,999,12.26,76.04,28.10,9.96,2.99,1.73,1.32,4.97,4.46,0.44,0.06,6166,"ARG","Latin America and the Caribbean"
67,"Argentina",1955,"M",15,999,10.77,73.89,28.09,12.45,4.06,2.89,1.99,5.34,4.64,0.60,0.10,6709,"ARG","Latin America and the Caribbean"
67,"Argentina",1960,"M",15,999,8.95,71.08,28.50,15.50,5.48,4.41,2.42,5.81,4.88,0.79,0.14,7242,"ARG","Latin America and the Caribbean"
67,"Argentina",1965,"M",15,999,7.60,70.34,29.15,17.02,6.52,5.05,2.58,6.07,5.03,0.89,0.15,7829,"ARG","Latin America and the Caribbean"
67,"Argentina",1970,"M",15,999,6.04,68.67,29.69,19.73,7.57,5.60,2.98,6.41,5.22,1.02,0.17,8448,"ARG","Latin America and the Caribbean"
67,"Argentina",1975,"M",15,999,5.16,65.29,30.49,22.02,9.12,7.53,3.35,6.86,5.42,1.22,0.22,9141,"ARG","Latin America and the Caribbean"
67,"Argentina",1980,"M",15,999,4.12,61.66,29.98,26.08,13.72,8.12,3.72,7.30,5.60,1.46,0.24,9511,"ARG","Latin America and the Caribbean"
67,"Argentina",1985,"M",15,999,4.40,56.70,33.09,28.68,13.80,10.22,4.10,7.80,5.87,1.65,0.29,10148,"ARG","Latin America and the Caribbean"
67,"Argentina",1990,"M",15,999,4.42,51.10,32.20,31.89,16.03,12.59,4.31,8.27,6.03,1.91,0.34,10915,"ARG","Latin America and the Caribbean"
67,"Argentina",1995,"M",15,999,3.65,49.08,33.91,37.51,20.61,9.76,3.23,8.50,6.21,2.03,0.26,11924,"ARG","Latin America and the Caribbean"
67,"Argentina",2000,"M",15,999,3.24,47.62,35.35,42.06,23.82,7.08,2.16,8.62,6.34,2.09,0.18,12807,"ARG","Latin America and the Caribbean"
67,"Argentina",2005,"M",15,999,0.79,41.90,34.03,48.25,28.16,9.07,2.31,9.36,6.67,2.46,0.23,13743,"ARG","Latin America and the Caribbean"
67,"Argentina",2010,"M",15,999,0.68,39.64,32.75,49.84,30.14,9.84,2.01,9.44,6.60,2.61,0.24,14738,"ARG","Latin America and the Caribbean"
68,"Bolivia",1950,"M",15,999,59.37,21.70,3.89,16.28,5.66,2.65,1.38,2.80,1.90,0.82,0.08,787,"BOL","Latin America and the Caribbean"
68,"Bolivia",1955,"M",15,999,52.27,26.12,4.69,18.39,6.33,3.22,1.68,3.25,2.22,0.93,0.10,861,"BOL","Latin America and the Caribbean"
68,"Bolivia",1960,"M",15,999,44.17,31.44,6.39,20.60,7.11,3.78,2.04,3.77,2.60,1.06,0.12,941,"BOL","Latin America and the Caribbean"
68,"Bolivia",1965,"M",15,999,36.07,35.07,7.49,24.15,8.43,4.70,2.37,4.41,3.01,1.26,0.14,1053,"BOL","Latin America and the Caribbean"
68,"Bolivia",1970,"M",15,999,30.81,36.52,8.65,27.11,9.48,5.56,2.78,4.91,3.32,1.43,0.17,1174,"BOL","Latin America and the Caribbean"
68,"Bolivia",1975,"M",15,999,24.99,36.56,8.90,32.12,14.06,6.30,3.13,5.62,3.67,1.76,0.19,1317,"BOL","Latin America and the Caribbean"
68,"Bolivia",1980,"M",15,999,19.48,35.56,9.30,36.87,17.31,8.09,3.85,6.55,4.35,1.96,0.24,1500,"BOL","Latin America and the Caribbean"
68,"Bolivia",1985,"M",15,999,15.10,32.53,8.65,42.66,21.55,9.71,4.69,7.39,4.96,2.15,0.29,1691,"BOL","Latin America and the Caribbean"
68,"Bolivia",1990,"M",15,999,11.60,28.80,7.86,48.62,27.61,10.98,5.49,8.20,5.50,2.38,0.33,1925,"BOL","Latin America and the Caribbean"
68,"Bolivia",1995,"M",15,999,7.94,33.05,12.87,45.99,29.34,13.02,6.21,8.70,5.94,2.37,0.38,2170,"BOL","Latin America and the Caribbean"
68,"Bolivia",2000,"M",15,999,5.51,32.17,12.96,47.40,36.55,14.76,7.13,9.25,6.28,2.54,0.43,2462,"BOL","Latin America and the Caribbean"
68,"Bolivia",2005,"M",15,999,5.60,33.03,7.79,42.06,29.60,19.30,8.75,9.14,6.19,2.39,0.56,2790,"BOL","Latin America and the Caribbean"
68,"Bolivia",2010,"M",15,999,4.44,34.86,6.65,38.60,20.87,22.10,10.78,8.86,5.95,2.26,0.66,3172,"BOL","Latin America and the Caribbean"
69,"Brazil",1950,"M",15,999,59.35,34.22,14.07,5.07,2.96,1.31,1.02,2.28,1.83,0.40,0.05,15491,"BRA","Latin America and the Caribbean"
69,"Brazil",1955,"M",15,999,54.31,37.74,15.27,6.46,3.28,1.49,1.21,2.47,1.94,0.47,0.05,18003,"BRA","Latin America and the Caribbean"
69,"Brazil",1960,"M",15,999,48.93,41.23,16.75,7.94,3.68,1.90,1.49,2.68,2.04,0.58,0.07,20412,"BRA","Latin America and the Caribbean"
69,"Brazil",1965,"M",15,999,43.05,44.75,18.12,9.98,3.86,2.21,1.73,2.94,2.17,0.69,0.08,23521,"BRA","Latin America and the Caribbean"
69,"Brazil",1970,"M",15,999,34.91,48.96,20.73,13.56,4.24,2.45,1.89,3.40,2.41,0.90,0.09,27428,"BRA","Latin America and the Caribbean"
69,"Brazil",1975,"M",15,999,25.19,63.10,5.26,7.24,2.41,4.47,3.19,2.99,2.12,0.71,0.15,32029,"BRA","Latin America and the Caribbean"
69,"Brazil",1980,"M",15,999,26.24,60.27,6.45,8.75,3.10,4.76,3.05,3.01,2.05,0.80,0.16,37396,"BRA","Latin America and the Caribbean"
69,"Brazil",1985,"M",15,999,26.58,57.13,21.89,11.46,4.50,4.82,3.14,3.92,2.84,0.92,0.16,42369,"BRA","Latin America and the Caribbean"
69,"Brazil",1990,"M",15,999,24.69,55.56,28.74,14.73,6.22,5.03,3.21,4.61,3.48,0.96,0.16,47502,"BRA","Latin America and the Caribbean"
69,"Brazil",1995,"M",15,999,22.28,48.97,28.80,23.37,9.77,5.37,3.39,5.41,4.09,1.15,0.18,53272,"BRA","Latin America and the Caribbean"
69,"Brazil",2000,"M",15,999,17.21,44.47,28.04,32.51,15.22,5.81,3.63,6.36,4.79,1.38,0.19,59695,"BRA","Latin America and the Caribbean"
69,"Brazil",2005,"M",15,999,12.48,40.81,27.74,40.86,22.25,5.69,3.75,7.21,5.40,1.62,0.19,65430,"BRA","Latin America and the Caribbean"
69,"Brazil",2010,"M",15,999,9.69,37.40,26.19,44.78,25.49,8.13,5.28,7.62,5.40,1.96,0.27,70551,"BRA","Latin America and the Caribbean"
70,"Chile",1950,"M",15,999,19.28,57.52,22.62,20.23,9.48,2.99,2.62,4.98,3.80,1.07,0.11,1887,"CHL","Latin America and the Caribbean"
70,"Chile",1955,"M",15,999,17.82,57.01,22.41,22.38,10.42,2.79,2.52,5.15,3.89,1.15,0.11,2043,"CHL","Latin America and the Caribbean"
70,"Chile",1960,"M",15,999,16.09,56.72,23.36,24.86,11.07,2.54,2.32,5.37,4.05,1.23,0.10,2255,"CHL","Latin America and the Caribbean"
70,"Chile",1965,"M",15,999,12.43,56.76,24.52,27.04,12.01,3.77,3.28,5.83,4.29,1.40,0.14,2504,"CHL","Latin America and the Caribbean"
70,"Chile",1970,"M",15,999,8.89,57.38,25.65,28.83,12.98,4.98,4.37,6.26,4.52,1.55,0.19,2807,"CHL","Latin America and the Caribbean"
70,"Chile",1975,"M",15,999,7.20,55.67,27.87,30.34,13.76,6.79,4.71,6.69,4.73,1.73,0.23,3188,"CHL","Latin America and the Caribbean"
70,"Chile",1980,"M",15,999,6.15,52.40,27.19,33.44,15.62,7.99,3.49,7.05,4.87,1.95,0.23,3644,"CHL","Latin America and the Caribbean"
70,"Chile",1985,"M",15,999,4.87,45.94,25.03,39.02,20.64,10.16,5.26,7.73,5.08,2.34,0.31,4076,"CHL","Latin America and the Caribbean"
70,"Chile",1990,"M",15,999,4.01,40.65,23.29,42.93,27.67,12.41,6.90,8.43,5.24,2.80,0.39,4508,"CHL","Latin America and the Caribbean"
70,"Chile",1995,"M",15,999,4.10,35.63,17.11,42.78,26.94,17.48,8.37,8.77,5.20,3.06,0.52,4950,"CHL","Latin America and the Caribbean"
70,"Chile",2000,"M",15,999,3.77,30.30,13.24,44.37,28.96,21.56,9.29,9.28,5.26,3.40,0.62,5450,"CHL","Latin America and the Caribbean"
70,"Chile",2005,"M",15,999,3.14,22.29,9.88,55.05,34.09,19.52,8.39,9.71,5.44,3.71,0.56,5997,"CHL","Latin America and the Caribbean"
70,"Chile",2010,"M",15,999,2.18,15.62,7.20,67.16,39.66,15.04,6.88,9.98,5.62,3.93,0.44,6530,"CHL","Latin America and the Caribbean"
71,"Colombia",1950,"M",15,999,37.07,53.42,6.90,8.18,1.68,1.33,1.26,2.48,1.98,0.44,0.05,3522,"COL","Latin America and the Caribbean"
71,"Colombia",1955,"M",15,999,34.03,55.06,13.00,9.31,1.82,1.60,1.56,2.82,2.25,0.50,0.06,3920,"COL","Latin America and the Caribbean"
