BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
118,"ITA","Advanced Economies","Italy",2025,"F",15,24,0.2,0.0,0.0,85.6,47.7,14.4,5.7,11.51,5.00,6.10,0.40,2915
118,"ITA","Advanced Economies","Italy",2030,"F",15,24,0.2,0.0,0.0,84.3,46.5,15.7,6.3,11.56,5.00,6.11,0.44,2918
118,"ITA","Advanced Economies","Italy",2035,"F",15,24,0.2,0.0,0.0,83.1,46.2,16.9,6.7,11.64,5.00,6.16,0.47,2863
118,"ITA","Advanced Economies","Italy",2040,"F",15,24,0.2,0.0,0.0,82.4,45.3,17.5,6.9,11.62,4.99,6.13,0.49,2782
90,"JPN","Advanced Economies","Japan",2015,"F",15,24,0.5,2.3,2.1,63.8,48.3,33.3,13.6,12.26,5.96,5.36,0.94,5893
90,"JPN","Advanced Economies","Japan",2020,"F",15,24,0.5,1.9,1.7,58.0,43.2,39.6,15.9,12.49,5.97,5.41,1.11,5674
90,"JPN","Advanced Economies","Japan",2025,"F",15,24,0.5,1.6,1.4,54.1,39.5,43.8,17.4,12.63,5.97,5.44,1.22,5410
90,"JPN","Advanced Economies","Japan",2030,"F",15,24,0.5,1.5,1.4,51.0,36.6,47.0,18.5,12.72,5.97,5.45,1.31,5280
90,"JPN","Advanced Economies","Japan",2035,"F",15,24,0.4,0.5,0.5,43.3,30.3,55.9,21.6,13.09,5.98,5.56,1.55,5129
90,"JPN","Advanced Economies","Japan",2040,"F",15,24,0.3,0.3,0.3,38.2,26.4,61.3,22.9,13.29,5.99,5.62,1.68,4906
119,"LUX","Advanced Economies","Luxembourg",2015,"F",15,24,0.9,17.9,16.9,73.2,37.5,7.9,3.3,10.38,5.91,4.25,0.22,34
119,"LUX","Advanced Economies","Luxembourg",2020,"F",15,24,2.3,14.9,14.3,69.5,36.8,13.3,5.5,10.71,5.84,4.49,0.37,36
119,"LUX","Advanced Economies","Luxembourg",2025,"F",15,24,2.4,14.3,13.8,63.7,33.7,19.6,7.9,11.02,5.84,4.63,0.55,35
119,"LUX","Advanced Economies","Luxembourg",2030,"F",15,24,1.4,15.3,14.7,57.9,29.4,25.4,10.1,11.30,5.90,4.69,0.71,36
119,"LUX","Advanced Economies","Luxembourg",2035,"F",15,24,0.7,15.6,15.1,51.6,25.7,32.1,12.7,11.66,5.94,4.82,0.90,38
119,"LUX","Advanced Economies","Luxembourg",2040,"F",15,24,0.1,16.3,15.8,46.0,21.7,37.7,14.8,11.92,5.98,4.88,1.05,39
121,"NLD","Advanced Economies","Netherlands",2015,"F",15,24,0.7,9.3,9.1,76.6,42.0,13.3,5.4,10.69,5.95,4.36,0.38,988
121,"NLD","Advanced Economies","Netherlands",2020,"F",15,24,0.6,9.6,9.5,72.6,40.2,17.1,6.7,10.85,5.96,4.41,0.48,987
121,"NLD","Advanced Economies","Netherlands",2025,"F",15,24,0.5,9.3,9.2,68.7,40.0,21.6,8.4,11.12,5.97,4.55,0.60,959
121,"NLD","Advanced Economies","Netherlands",2030,"F",15,24,0.4,9.6,9.5,65.9,38.7,24.1,9.3,11.22,5.97,4.58,0.67,906
121,"NLD","Advanced Economies","Netherlands",2035,"F",15,24,0.3,9.8,9.7,63.6,38.0,26.3,10.0,11.33,5.98,4.63,0.73,898
121,"NLD","Advanced Economies","Netherlands",2040,"F",15,24,0.2,10.0,9.9,61.8,37.9,28.1,10.6,11.44,5.99,4.67,0.77,905
133,"NZL","Advanced Economies","New Zealand",2015,"F",15,24,4.9,32.7,27.8,44.5,23.1,18.0,9.3,9.83,5.56,3.73,0.55,309
133,"NZL","Advanced Economies","New Zealand",2020,"F",15,24,4.1,31.5,27.7,46.1,24.1,18.3,9.5,10.04,5.64,3.85,0.55,299
133,"NZL","Advanced Economies","New Zealand",2025,"F",15,24,3.2,29.9,27.0,49.0,25.7,17.9,9.2,10.25,5.72,3.99,0.54,313
133,"NZL","Advanced Economies","New Zealand",2030,"F",15,24,2.9,31.1,28.6,47.1,24.8,18.9,9.8,10.27,5.75,3.95,0.57,328
133,"NZL","Advanced Economies","New Zealand",2035,"F",15,24,2.7,30.9,28.6,47.6,25.1,19.0,9.8,10.34,5.78,3.99,0.57,329
133,"NZL","Advanced Economies","New Zealand",2040,"F",15,24,2.4,30.7,28.5,47.9,25.4,18.9,9.8,10.36,5.79,4.00,0.57,332
122,"NOR","Advanced Economies","Norway",2015,"F",15,24,5.5,0.5,0.5,82.3,32.4,11.8,2.6,11.05,6.62,4.15,0.29,327
122,"NOR","Advanced Economies","Norway",2020,"F",15,24,5.7,0.0,0.0,80.6,34.0,13.7,3.0,11.20,6.60,4.26,0.33,329
122,"NOR","Advanced Economies","Norway",2025,"F",15,24,5.4,0.0,0.0,80.2,34.9,14.4,3.1,11.29,6.62,4.32,0.35,330
122,"NOR","Advanced Economies","Norway",2030,"F",15,24,5.2,0.0,0.0,80.0,36.8,15.0,3.3,11.42,6.65,4.40,0.37,346
122,"NOR","Advanced Economies","Norway",2035,"F",15,24,5.1,0.0,0.0,79.4,39.2,15.7,3.4,11.54,6.66,4.50,0.38,360
122,"NOR","Advanced Economies","Norway",2040,"F",15,24,5.0,0.0,0.0,79.1,41.7,16.1,3.5,11.65,6.67,4.59,0.39,370
124,"PRT","Advanced Economies","Portugal",2015,"F",15,24,0.8,11.9,11.9,79.6,40.4,7.7,0.6,10.19,5.95,4.06,0.17,541
124,"PRT","Advanced Economies","Portugal",2020,"F",15,24,0.7,11.4,11.4,75.6,43.2,12.2,1.0,10.52,5.96,4.30,0.26,540
124,"PRT","Advanced Economies","Portugal",2025,"F",15,24,0.8,11.2,11.2,70.8,46.9,17.2,1.4,10.89,5.95,4.56,0.37,527
124,"PRT","Advanced Economies","Portugal",2030,"F",15,24,0.8,11.1,11.1,67.4,44.4,20.7,1.7,11.00,5.95,4.60,0.45,486
124,"PRT","Advanced Economies","Portugal",2035,"F",15,24,0.8,11.2,11.2,65.0,42.3,23.1,1.9,11.06,5.95,4.60,0.50,444
124,"PRT","Advanced Economies","Portugal",2040,"F",15,24,0.8,11.3,11.3,63.5,40.5,24.5,2.0,11.07,5.95,4.59,0.53,417
125,"ESP","Advanced Economies","Spain",2015,"F",15,24,0.3,10.0,9.9,77.3,45.7,12.3,5.3,11.08,5.98,4.75,0.35,2132
125,"ESP","Advanced Economies","Spain",2020,"F",15,24,0.3,10.0,10.0,74.4,52.0,15.3,6.2,11.35,5.98,4.94,0.43,2195
125,"ESP","Advanced Economies","Spain",2025,"F",15,24,0.3,10.0,10.0,71.2,51.1,18.6,7.4,11.48,5.98,4.98,0.52,2420
125,"ESP","Advanced Economies","Spain",2030,"F",15,24,0.3,9.6,9.6,68.4,49.8,21.7,8.6,11.62,5.98,5.03,0.60,2508
125,"ESP","Advanced Economies","Spain",2035,"F",15,24,0.3,9.4,9.4,66.6,48.8,23.7,9.4,11.70,5.98,5.06,0.66,2374
125,"ESP","Advanced Economies","Spain",2040,"F",15,24,0.3,9.4,9.4,65.6,47.9,24.7,9.8,11.74,5.98,5.07,0.69,2167
126,"SWE","Advanced Economies","Sweden",2015,"F",15,24,5.6,3.1,2.6,80.5,44.8,11.1,4.6,10.40,5.66,4.42,0.31,578
126,"SWE","Advanced Economies","Sweden",2020,"F",15,24,4.1,2.2,2.0,83.2,43.3,10.7,4.4,10.50,5.76,4.43,0.30,535
126,"SWE","Advanced Economies","Sweden",2025,"F",15,24,3.3,2.3,2.0,83.3,43.9,11.1,4.5,10.59,5.79,4.48,0.31,586
126,"SWE","Advanced Economies","Sweden",2030,"F",15,24,3.3,1.7,1.6,83.2,45.8,11.7,4.8,10.70,5.80,4.58,0.33,631
126,"SWE","Advanced Economies","Sweden",2035,"F",15,24,3.3,1.3,1.2,83.5,47.2,11.9,4.9,10.77,5.80,4.63,0.33,662
126,"SWE","Advanced Economies","Sweden",2040,"F",15,24,3.3,1.0,0.9,83.8,47.8,12.0,4.9,10.80,5.80,4.67,0.34,687
127,"CHE","Advanced Economies","Switzerland",2015,"F",15,24,2.4,3.3,3.2,84.5,42.5,9.9,4.2,11.07,5.86,4.93,0.28,465
127,"CHE","Advanced Economies","Switzerland",2020,"F",15,24,2.4,2.7,2.6,81.6,40.1,13.4,5.7,11.22,5.85,4.99,0.38,444
127,"CHE","Advanced Economies","Switzerland",2025,"F",15,24,2.5,2.3,2.2,79.3,37.1,15.9,6.8,11.29,5.85,4.98,0.46,440
127,"CHE","Advanced Economies","Switzerland",2030,"F",15,24,2.5,2.0,1.9,77.3,34.8,18.2,7.8,11.35,5.85,4.99,0.52,462
127,"CHE","Advanced Economies","Switzerland",2035,"F",15,24,2.6,1.7,1.7,75.5,33.1,20.3,8.7,11.43,5.85,5.01,0.58,499
127,"CHE","Advanced Economies","Switzerland",2040,"F",15,24,2.5,1.5,1.5,73.6,32.3,22.3,9.6,11.55,5.85,5.07,0.64,535
128,"TUR","Advanced Economies","Turkey",2015,"F",15,24,1.5,10.3,6.8,84.2,34.5,4.0,1.7,8.84,5.80,2.92,0.11,6284
128,"TUR","Advanced Economies","Turkey",2020,"F",15,24,0.1,6.2,4.2,85.1,37.2,8.6,3.0,9.42,5.94,3.25,0.23,6298
128,"TUR","Advanced Economies","Turkey",2025,"F",15,24,0.1,3.3,2.3,80.9,36.4,15.7,5.4,9.88,5.96,3.49,0.42,6202
128,"TUR","Advanced Economies","Turkey",2030,"F",15,24,0.1,1.9,1.4,75.8,34.9,22.2,7.6,10.25,5.98,3.67,0.60,6095
128,"TUR","Advanced Economies","Turkey",2035,"F",15,24,0.1,1.4,1.0,70.4,33.2,28.1,9.6,10.55,5.98,3.81,0.75,5937
128,"TUR","Advanced Economies","Turkey",2040,"F",15,24,0.1,1.1,0.8,65.7,31.4,33.1,11.3,10.79,5.99,3.91,0.89,5736
66,"USA","Advanced Economies","USA",2015,"F",15,24,0.5,4.9,3.6,55.0,34.5,39.6,9.4,11.97,5.93,5.06,0.98,21665
66,"USA","Advanced Economies","USA",2020,"F",15,24,0.8,1.2,1.0,58.2,37.1,39.8,9.4,12.18,5.95,5.25,0.98,21589
66,"USA","Advanced Economies","USA",2025,"F",15,24,0.7,0.7,0.6,58.3,37.0,40.4,9.5,12.23,5.96,5.28,1.00,21845
66,"USA","Advanced Economies","USA",2030,"F",15,24,0.6,0.3,0.3,58.7,37.2,40.6,9.5,12.29,5.98,5.31,1.00,22299
66,"USA","Advanced Economies","USA",2035,"F",15,24,0.5,0.2,0.2,59.0,37.4,40.4,9.4,12.28,5.97,5.32,1.00,22940
66,"USA","Advanced Economies","USA",2040,"F",15,24,0.4,0.0,0.0,59.5,37.8,40.2,9.3,12.30,5.98,5.33,0.99,23565
129,"GBR","Advanced Economies","United Kingdom",2015,"F",15,24,0.1,7.6,7.1,79.3,67.2,13.0,5.5,12.33,5.98,5.98,0.37,3740
129,"GBR","Advanced Economies","United Kingdom",2020,"F",15,24,0.1,7.3,6.9,74.8,65.9,17.8,7.2,12.61,5.99,6.13,0.50,3602
129,"GBR","Advanced Economies","United Kingdom",2025,"F",15,24,0.1,7.7,7.3,71.1,61.8,21.2,8.3,12.66,5.99,6.09,0.59,3779
129,"GBR","Advanced Economies","United Kingdom",2030,"F",15,24,0.1,7.4,7.1,66.9,58.4,25.6,10.0,12.84,5.99,6.14,0.71,3993
129,"GBR","Advanced Economies","United Kingdom",2035,"F",15,24,0.1,7.4,7.1,64.4,55.9,28.2,10.9,12.91,5.99,6.14,0.78,4002
129,"GBR","Advanced Economies","United Kingdom",2040,"F",15,24,0.1,7.4,7.1,62.3,54.0,30.2,11.7,12.97,5.99,6.15,0.84,4026
79,"AFG","Asia and the Pacific","Afghanistan",2015,"F",15,24,30.1,17.6,9.8,50.7,25.5,1.5,0.6,6.38,3.96,2.38,0.04,3381
79,"AFG","Asia and the Pacific","Afghanistan",2020,"F",15,24,8.9,27.3,14.9,62.0,33.3,1.8,0.7,8.11,5.09,2.96,0.05,4114
79,"AFG","Asia and the Pacific","Afghanistan",2025,"F",15,24,23.8,1.4,0.7,73.8,41.9,1.0,0.4,8.11,4.55,3.53,0.03,4581
79,"AFG","Asia and the Pacific","Afghanistan",2030,"F",15,24,17.9,0.0,0.0,80.8,47.9,1.4,0.6,8.92,4.93,3.95,0.04,4617
79,"AFG","Asia and the Pacific","Afghanistan",2035,"F",15,24,12.9,0.0,0.0,85.1,50.9,2.0,0.9,9.48,5.23,4.20,0.06,4526
79,"AFG","Asia and the Pacific","Afghanistan",2040,"F",15,24,9.1,0.0,0.0,88.1,53.2,2.8,1.2,9.94,5.45,4.41,0.08,4572
81,"BGD","Asia and the Pacific","Bangladesh",2015,"F",15,24,1.7,27.6,27.6,69.5,69.5,1.2,0.6,9.90,4.91,4.95,0.04,15548
81,"BGD","Asia and the Pacific","Bangladesh",2020,"F",15,24,1.0,20.4,20.4,76.1,76.1,2.5,1.1,10.53,4.96,5.51,0.07,15547
81,"BGD","Asia and the Pacific","Bangladesh",2025,"F",15,24,0.1,14.7,14.7,80.8,80.8,4.4,1.9,11.08,5.00,5.96,0.13,14960
81,"BGD","Asia and the Pacific","Bangladesh",2030,"F",15,24,0.1,8.9,8.9,84.4,84.4,6.6,2.7,11.55,5.00,6.37,0.19,14455
81,"BGD","Asia and the Pacific","Bangladesh",2035,"F",15,24,0.1,3.7,3.7,86.6,86.6,9.5,3.9,11.99,5.00,6.73,0.27,14231
81,"BGD","Asia and the Pacific","Bangladesh",2040,"F",15,24,0.1,1.2,1.2,85.9,85.9,12.8,5.2,12.26,5.00,6.91,0.36,13782
144,"BRN","Asia and the Pacific","Brunei Darussalam",2015,"F",15,24,19.8,7.2,7.2,60.7,33.3,12.2,5.1,9.16,4.81,4.01,0.35,34
144,"BRN","Asia and the Pacific","Brunei Darussalam",2020,"F",15,24,19.8,6.7,6.7,58.0,32.2,15.5,6.4,9.36,4.81,4.11,0.44,35
144,"BRN","Asia and the Pacific","Brunei Darussalam",2025,"F",15,24,16.8,5.1,5.1,57.0,32.6,21.0,9.0,10.08,4.99,4.49,0.60,35
144,"BRN","Asia and the Pacific","Brunei Darussalam",2030,"F",15,24,11.9,3.5,3.5,57.9,32.9,26.8,11.6,10.99,5.29,4.93,0.77,33
144,"BRN","Asia and the Pacific","Brunei Darussalam",2035,"F",15,24,6.8,2.0,2.0,59.0,32.8,32.5,14.2,11.89,5.60,5.35,0.93,32
144,"BRN","Asia and the Pacific","Brunei Darussalam",2040,"F",15,24,2.9,0.9,0.9,58.6,31.8,37.7,16.6,12.59,5.83,5.67,1.09,31
310,"KHM","Asia and the Pacific","Cambodia",2015,"F",15,24,0.1,61.6,38.3,38.0,9.5,0.5,0.2,6.78,5.31,1.46,0.02,1449
310,"KHM","Asia and the Pacific","Cambodia",2020,"F",15,24,0.1,52.7,37.2,45.1,11.3,2.1,0.8,7.41,5.53,1.82,0.06,1318
310,"KHM","Asia and the Pacific","Cambodia",2025,"F",15,24,0.1,41.8,36.5,51.8,13.9,6.3,2.5,8.36,5.84,2.35,0.18,1398
310,"KHM","Asia and the Pacific","Cambodia",2030,"F",15,24,0.1,32.7,30.4,54.8,15.8,12.5,4.9,9.14,5.93,2.87,0.35,1551
310,"KHM","Asia and the Pacific","Cambodia",2035,"F",15,24,0.1,24.1,22.5,56.9,18.8,18.9,7.5,9.88,5.95,3.40,0.53,1638
310,"KHM","Asia and the Pacific","Cambodia",2040,"F",15,24,0.1,18.3,17.1,56.8,21.0,24.8,9.8,10.47,5.96,3.82,0.69,1599
83,"CHN","Asia and the Pacific","China",2015,"F",15,24,0.3,0.0,0.0,80.6,44.2,19.1,8.1,10.42,4.99,4.89,0.54,89173
83,"CHN","Asia and the Pacific","China",2020,"F",15,24,0.3,0.0,0.0,75.9,50.5,23.8,9.8,10.88,4.99,5.22,0.67,74140
83,"CHN","Asia and the Pacific","China",2025,"F",15,24,0.3,0.0,0.0,71.4,57.5,28.3,11.4,11.34,4.99,5.56,0.79,74757
83,"CHN","Asia and the Pacific","China",2030,"F",15,24,0.3,0.0,0.0,66.4,62.6,33.4,13.5,11.79,4.99,5.87,0.94,80741
83,"CHN","Asia and the Pacific","China",2035,"F",15,24,0.3,0.0,0.0,60.8,60.8,39.0,16.1,12.07,4.99,5.98,1.10,81008
83,"CHN","Asia and the Pacific","China",2040,"F",15,24,0.3,0.0,0.0,56.4,56.4,43.4,18.0,12.20,4.99,5.98,1.23,74146
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2015,"F",15,24,1.0,10.0,9.8,59.4,41.1,29.6,13.3,11.58,5.93,4.79,0.86,37
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2020,"F",15,24,3.1,6.3,6.3,55.5,38.9,35.1,15.8,11.77,5.81,4.94,1.02,28
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2025,"F",15,24,3.3,3.2,3.2,59.0,38.2,34.5,14.9,11.78,5.80,4.98,0.99,26
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2030,"F",15,24,1.9,2.4,2.4,60.8,38.0,34.8,14.7,11.93,5.88,5.05,0.99,32
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2035,"F",15,24,1.3,1.4,1.4,59.1,37.8,38.1,16.4,12.21,5.92,5.20,1.09,37
