BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
50,"CAN","Advanced Economies","Canada",2020,"F",15,64,0.4,1.4,0.8,44.7,33.4,53.5,29.6,13.18,5.96,5.56,1.66,12160
50,"CAN","Advanced Economies","Canada",2025,"F",15,64,0.4,1.3,0.8,44.0,33.8,54.4,30.2,13.26,5.97,5.60,1.69,12186
50,"CAN","Advanced Economies","Canada",2030,"F",15,64,0.4,1.1,0.8,42.8,33.8,55.7,31.0,13.34,5.97,5.64,1.73,12211
50,"CAN","Advanced Economies","Canada",2035,"F",15,64,0.3,1.0,0.8,42.5,34.2,56.2,31.1,13.39,5.97,5.67,1.74,12450
50,"CAN","Advanced Economies","Canada",2040,"F",15,64,0.3,1.0,0.9,41.7,34.4,57.0,31.4,13.45,5.98,5.70,1.77,12743
110,"DNK","Advanced Economies","Denmark",2015,"F",15,64,3.6,0.1,0.1,66.4,41.2,29.9,16.5,11.73,5.79,5.02,0.93,1798
110,"DNK","Advanced Economies","Denmark",2020,"F",15,64,3.8,0.1,0.1,67.1,43.9,29.1,16.1,11.75,5.78,5.07,0.90,1811
110,"DNK","Advanced Economies","Denmark",2025,"F",15,64,3.8,0.1,0.1,68.4,46.3,27.7,15.3,11.74,5.78,5.10,0.86,1819
110,"DNK","Advanced Economies","Denmark",2030,"F",15,64,3.8,0.2,0.2,69.8,49.2,26.2,14.4,11.73,5.77,5.14,0.81,1809
110,"DNK","Advanced Economies","Denmark",2035,"F",15,64,3.7,0.3,0.2,72.0,52.3,24.1,13.2,11.70,5.78,5.18,0.75,1804
110,"DNK","Advanced Economies","Denmark",2040,"F",15,64,3.6,0.3,0.3,74.2,55.7,22.0,12.1,11.69,5.79,5.22,0.68,1813
111,"FIN","Advanced Economies","Finland",2015,"F",15,64,0.5,19.5,16.8,46.7,35.2,33.2,10.8,11.21,5.88,4.45,0.88,1703
111,"FIN","Advanced Economies","Finland",2020,"F",15,64,0.6,17.1,15.1,50.9,40.1,31.4,9.5,11.34,5.91,4.62,0.82,1661
111,"FIN","Advanced Economies","Finland",2025,"F",15,64,0.6,17.1,15.3,54.5,43.9,27.8,7.7,11.24,5.91,4.62,0.71,1636
111,"FIN","Advanced Economies","Finland",2030,"F",15,64,0.6,16.8,15.2,58.5,48.2,24.1,6.2,11.17,5.92,4.65,0.61,1617
111,"FIN","Advanced Economies","Finland",2035,"F",15,64,0.6,16.7,15.4,63.2,53.3,19.5,4.6,11.07,5.92,4.66,0.48,1610
111,"FIN","Advanced Economies","Finland",2040,"F",15,64,0.6,16.5,15.3,67.5,58.4,15.4,3.4,11.01,5.93,4.70,0.38,1627
112,"FRA","Advanced Economies","France",2015,"F",15,64,1.1,6.4,5.7,63.1,42.5,29.4,11.1,11.59,4.93,5.86,0.81,20680
112,"FRA","Advanced Economies","France",2020,"F",15,64,1.0,3.8,3.2,63.6,45.2,31.7,11.9,11.93,4.94,6.12,0.87,20629
112,"FRA","Advanced Economies","France",2025,"F",15,64,1.1,2.8,2.4,62.2,46.4,34.0,12.7,12.14,4.94,6.26,0.93,20552
112,"FRA","Advanced Economies","France",2030,"F",15,64,1.1,1.7,1.5,60.4,47.1,36.9,13.7,12.36,4.94,6.41,1.01,20430
112,"FRA","Advanced Economies","France",2035,"F",15,64,1.2,1.2,1.0,58.9,47.5,38.8,14.4,12.50,4.94,6.50,1.06,20357
112,"FRA","Advanced Economies","France",2040,"F",15,64,1.2,0.7,0.6,57.1,47.5,41.1,15.2,12.65,4.94,6.58,1.13,20285
190,"DEU","Advanced Economies","Germany",2015,"F",15,64,1.9,1.3,1.1,73.5,47.4,23.2,11.7,12.54,3.92,7.92,0.70,26828
190,"DEU","Advanced Economies","Germany",2020,"F",15,64,1.8,1.3,1.0,67.0,46.7,30.0,15.5,12.96,3.93,8.12,0.91,25863
190,"DEU","Advanced Economies","Germany",2025,"F",15,64,1.5,1.2,1.0,60.0,42.1,37.3,19.6,13.30,3.94,8.22,1.14,24652
190,"DEU","Advanced Economies","Germany",2030,"F",15,64,1.3,1.1,0.9,52.8,37.5,44.9,23.8,13.66,3.95,8.34,1.37,23033
190,"DEU","Advanced Economies","Germany",2035,"F",15,64,0.9,0.9,0.7,44.7,31.7,53.5,28.5,14.05,3.96,8.45,1.64,21628
190,"DEU","Advanced Economies","Germany",2040,"F",15,64,0.7,0.7,0.6,36.7,26.1,61.9,33.2,14.43,3.97,8.56,1.90,20951
114,"GRC","Advanced Economies","Greece",2015,"F",15,64,0.6,17.8,17.3,50.0,37.3,31.6,30.3,11.70,5.95,4.51,1.24,3577
114,"GRC","Advanced Economies","Greece",2020,"F",15,64,0.5,13.6,13.4,53.3,41.0,32.6,31.3,12.03,5.96,4.79,1.28,3486
114,"GRC","Advanced Economies","Greece",2025,"F",15,64,0.4,11.4,11.2,55.7,43.9,32.5,31.1,12.18,5.97,4.94,1.27,3408
114,"GRC","Advanced Economies","Greece",2030,"F",15,64,0.4,9.1,8.9,58.0,47.3,32.6,31.2,12.37,5.97,5.11,1.28,3320
114,"GRC","Advanced Economies","Greece",2035,"F",15,64,0.3,8.4,8.3,59.9,50.6,31.4,30.1,12.41,5.98,5.20,1.23,3178
114,"GRC","Advanced Economies","Greece",2040,"F",15,64,0.2,7.7,7.6,61.9,54.1,30.2,28.9,12.45,5.98,5.29,1.18,3038
116,"ISL","Advanced Economies","Iceland",2015,"F",15,64,1.8,17.7,14.3,36.4,21.7,44.1,23.6,13.15,6.75,5.05,1.35,109
116,"ISL","Advanced Economies","Iceland",2020,"F",15,64,1.8,15.2,12.4,31.1,18.7,51.9,28.0,13.69,6.77,5.31,1.60,112
116,"ISL","Advanced Economies","Iceland",2025,"F",15,64,1.8,12.0,9.9,27.5,16.1,58.7,31.8,14.18,6.80,5.57,1.81,115
116,"ISL","Advanced Economies","Iceland",2030,"F",15,64,1.6,9.5,7.8,23.1,13.1,65.8,35.7,14.68,6.83,5.82,2.03,117
116,"ISL","Advanced Economies","Iceland",2035,"F",15,64,1.4,7.6,6.3,18.7,10.0,72.3,39.4,15.12,6.86,6.02,2.24,119
116,"ISL","Advanced Economies","Iceland",2040,"F",15,64,1.1,5.7,4.8,15.4,7.7,77.8,42.6,15.51,6.89,6.22,2.41,121
117,"IRL","Advanced Economies","Ireland",2015,"F",15,64,0.5,8.6,7.3,43.8,29.5,47.1,33.1,13.77,7.91,4.26,1.60,1558
117,"IRL","Advanced Economies","Ireland",2020,"F",15,64,0.4,7.4,6.4,43.9,31.4,48.4,34.0,13.95,7.93,4.37,1.65,1606
117,"IRL","Advanced Economies","Ireland",2025,"F",15,64,0.3,7.3,6.5,43.4,32.2,49.1,34.5,14.02,7.95,4.40,1.67,1663
117,"IRL","Advanced Economies","Ireland",2030,"F",15,64,0.3,7.2,6.4,42.1,32.8,50.6,35.6,14.13,7.96,4.45,1.72,1707
117,"IRL","Advanced Economies","Ireland",2035,"F",15,64,0.2,7.4,6.7,41.2,33.4,51.3,36.1,14.19,7.97,4.47,1.75,1737
117,"IRL","Advanced Economies","Ireland",2040,"F",15,64,0.2,7.6,7.0,40.2,33.9,52.2,36.6,14.25,7.98,4.49,1.78,1741
118,"ITA","Advanced Economies","Italy",2015,"F",15,64,1.3,6.9,6.8,76.4,45.6,15.3,8.4,11.20,4.93,5.80,0.47,19628
118,"ITA","Advanced Economies","Italy",2020,"F",15,64,1.0,3.8,3.8,78.8,50.3,16.4,9.0,11.65,4.95,6.19,0.51,19366
118,"ITA","Advanced Economies","Italy",2025,"F",15,64,0.8,2.8,2.8,78.8,53.5,17.6,9.6,11.95,4.96,6.45,0.54,18899
118,"ITA","Advanced Economies","Italy",2030,"F",15,64,0.7,1.6,1.6,78.7,56.9,19.1,10.4,12.30,4.97,6.74,0.59,18156
118,"ITA","Advanced Economies","Italy",2035,"F",15,64,0.5,1.2,1.2,78.2,60.1,20.2,10.9,12.57,4.98,6.97,0.62,17270
118,"ITA","Advanced Economies","Italy",2040,"F",15,64,0.4,0.7,0.7,77.6,63.4,21.4,11.6,12.86,4.99,7.21,0.66,16425
90,"JPN","Advanced Economies","Japan",2015,"F",15,64,0.2,5.0,4.0,51.3,43.9,43.6,23.8,12.78,5.96,5.47,1.35,38158
90,"JPN","Advanced Economies","Japan",2020,"F",15,64,0.2,3.4,2.8,47.6,41.3,48.9,26.6,13.08,5.97,5.60,1.51,36467
90,"JPN","Advanced Economies","Japan",2025,"F",15,64,0.2,3.1,2.5,44.6,38.5,52.1,28.3,13.21,5.98,5.62,1.61,35299
90,"JPN","Advanced Economies","Japan",2030,"F",15,64,0.2,2.7,2.3,41.3,35.3,55.9,30.3,13.35,5.98,5.65,1.72,34019
90,"JPN","Advanced Economies","Japan",2035,"F",15,64,0.1,2.2,1.8,37.4,31.7,60.3,32.5,13.53,5.98,5.69,1.86,32298
90,"JPN","Advanced Economies","Japan",2040,"F",15,64,0.1,1.7,1.5,32.5,27.2,65.7,35.2,13.73,5.99,5.73,2.02,30016
119,"LUX","Advanced Economies","Luxembourg",2015,"F",15,64,5.2,14.8,12.3,53.1,33.2,26.9,15.0,11.25,5.61,4.80,0.84,183
119,"LUX","Advanced Economies","Luxembourg",2020,"F",15,64,4.9,12.0,10.1,55.8,37.0,27.2,15.0,11.55,5.65,5.06,0.84,192
119,"LUX","Advanced Economies","Luxembourg",2025,"F",15,64,4.4,10.0,8.5,57.4,39.7,28.3,15.4,11.85,5.69,5.29,0.87,198
119,"LUX","Advanced Economies","Luxembourg",2030,"F",15,64,3.7,8.3,7.2,57.8,41.4,30.2,16.3,12.18,5.74,5.50,0.93,202
119,"LUX","Advanced Economies","Luxembourg",2035,"F",15,64,3.1,7.2,6.4,57.8,42.8,31.9,17.0,12.44,5.79,5.68,0.98,205
119,"LUX","Advanced Economies","Luxembourg",2040,"F",15,64,2.3,6.6,6.0,56.5,43.1,34.6,18.3,12.74,5.84,5.84,1.06,207
121,"NLD","Advanced Economies","Netherlands",2015,"F",15,64,0.2,7.1,6.3,65.2,43.9,27.5,15.1,11.74,5.97,4.92,0.85,5439
121,"NLD","Advanced Economies","Netherlands",2020,"F",15,64,0.3,5.9,5.2,65.4,46.3,28.5,15.6,11.91,5.97,5.06,0.88,5389
121,"NLD","Advanced Economies","Netherlands",2025,"F",15,64,0.3,5.1,4.5,65.0,47.8,29.7,16.1,12.05,5.97,5.16,0.91,5257
121,"NLD","Advanced Economies","Netherlands",2030,"F",15,64,0.3,4.3,3.8,64.3,49.1,31.0,16.8,12.19,5.97,5.27,0.96,5074
121,"NLD","Advanced Economies","Netherlands",2035,"F",15,64,0.4,4.0,3.6,63.6,49.8,32.0,17.2,12.28,5.97,5.32,0.98,4900
121,"NLD","Advanced Economies","Netherlands",2040,"F",15,64,0.4,3.7,3.4,62.6,50.5,33.3,17.8,12.38,5.97,5.39,1.02,4788
133,"NZL","Advanced Economies","New Zealand",2015,"F",15,64,1.3,31.7,25.8,28.2,14.7,38.8,23.1,11.27,5.75,4.29,1.24,1526
133,"NZL","Advanced Economies","New Zealand",2020,"F",15,64,1.6,34.4,28.6,25.5,13.7,38.4,22.9,11.08,5.73,4.12,1.23,1565
133,"NZL","Advanced Economies","New Zealand",2025,"F",15,64,1.9,37.8,31.9,23.1,12.6,37.2,22.1,10.80,5.71,3.91,1.19,1602
133,"NZL","Advanced Economies","New Zealand",2030,"F",15,64,2.2,41.8,35.9,19.8,11.1,36.2,21.5,10.50,5.69,3.66,1.15,1620
133,"NZL","Advanced Economies","New Zealand",2035,"F",15,64,2.4,46.2,40.2,16.5,9.3,34.9,20.7,10.17,5.68,3.38,1.11,1644
133,"NZL","Advanced Economies","New Zealand",2040,"F",15,64,2.6,49.2,43.3,14.6,8.4,33.6,19.9,9.93,5.67,3.19,1.07,1671
122,"NOR","Advanced Economies","Norway",2015,"F",15,64,6.9,0.3,0.3,61.2,36.1,31.6,16.8,12.30,6.52,4.81,0.97,1640
122,"NOR","Advanced Economies","Norway",2020,"F",15,64,7.5,0.3,0.3,60.7,36.6,31.5,16.8,12.25,6.47,4.81,0.97,1695
122,"NOR","Advanced Economies","Norway",2025,"F",15,64,7.9,0.3,0.3,61.1,38.1,30.7,16.4,12.21,6.45,4.82,0.94,1731
122,"NOR","Advanced Economies","Norway",2030,"F",15,64,8.3,0.2,0.2,61.5,39.9,30.0,15.9,12.19,6.42,4.84,0.92,1769
122,"NOR","Advanced Economies","Norway",2035,"F",15,64,8.3,0.2,0.2,62.9,42.4,28.6,15.0,12.17,6.42,4.88,0.87,1797
122,"NOR","Advanced Economies","Norway",2040,"F",15,64,8.3,0.2,0.2,64.2,45.4,27.4,14.3,12.19,6.42,4.93,0.83,1831
124,"PRT","Advanced Economies","Portugal",2015,"F",15,64,2.8,33.4,32.8,46.5,23.9,17.4,5.9,9.43,5.81,3.15,0.47,3531
124,"PRT","Advanced Economies","Portugal",2020,"F",15,64,2.0,27.9,27.9,51.4,29.0,18.8,6.1,9.91,5.88,3.54,0.50,3478
124,"PRT","Advanced Economies","Portugal",2025,"F",15,64,1.7,23.4,23.4,54.4,34.1,20.5,6.4,10.32,5.90,3.89,0.54,3389
124,"PRT","Advanced Economies","Portugal",2030,"F",15,64,1.4,18.4,18.4,57.5,38.9,22.7,7.0,10.77,5.92,4.26,0.59,3249
124,"PRT","Advanced Economies","Portugal",2035,"F",15,64,1.3,14.6,14.6,59.8,43.0,24.3,7.3,11.09,5.92,4.54,0.63,3095
124,"PRT","Advanced Economies","Portugal",2040,"F",15,64,1.2,10.4,10.4,62.4,47.5,26.1,7.7,11.47,5.93,4.86,0.68,2910
125,"ESP","Advanced Economies","Spain",2015,"F",15,64,0.9,14.3,11.7,54.7,27.7,30.1,16.8,11.35,5.87,4.55,0.94,15380
125,"ESP","Advanced Economies","Spain",2020,"F",15,64,0.7,10.6,9.0,57.4,32.0,31.3,17.3,11.69,5.91,4.81,0.97,15305
125,"ESP","Advanced Economies","Spain",2025,"F",15,64,0.7,9.1,7.8,58.1,35.5,32.2,17.7,11.89,5.92,4.97,1.00,15145
125,"ESP","Advanced Economies","Spain",2030,"F",15,64,0.6,7.2,6.3,58.4,39.1,33.8,18.5,12.13,5.94,5.15,1.05,14767
125,"ESP","Advanced Economies","Spain",2035,"F",15,64,0.5,6.7,6.0,58.9,42.7,33.9,18.5,12.24,5.95,5.24,1.05,14170
125,"ESP","Advanced Economies","Spain",2040,"F",15,64,0.4,6.1,5.6,59.4,46.6,34.1,18.6,12.36,5.96,5.35,1.05,13393
126,"SWE","Advanced Economies","Sweden",2015,"F",15,64,2.6,3.0,2.4,63.8,50.4,30.7,17.0,12.05,5.83,5.27,0.95,2993
126,"SWE","Advanced Economies","Sweden",2020,"F",15,64,2.8,2.6,2.2,65.1,51.9,29.5,16.4,12.02,5.82,5.28,0.92,3033
126,"SWE","Advanced Economies","Sweden",2025,"F",15,64,3.1,2.7,2.3,66.2,53.1,27.9,15.5,11.92,5.80,5.25,0.87,3100
126,"SWE","Advanced Economies","Sweden",2030,"F",15,64,3.4,2.8,2.4,67.3,54.7,26.5,14.6,11.86,5.78,5.25,0.82,3165
126,"SWE","Advanced Economies","Sweden",2035,"F",15,64,3.7,2.8,2.4,69.1,57.0,24.4,13.4,11.78,5.77,5.25,0.76,3226
126,"SWE","Advanced Economies","Sweden",2040,"F",15,64,3.9,2.7,2.4,70.9,59.4,22.5,12.3,11.71,5.76,5.26,0.70,3307
127,"CHE","Advanced Economies","Switzerland",2015,"F",15,64,1.2,2.4,2.0,69.7,51.9,26.7,14.9,12.79,5.92,6.04,0.83,2748
127,"CHE","Advanced Economies","Switzerland",2020,"F",15,64,1.0,1.9,1.6,70.1,53.0,26.9,14.9,12.88,5.93,6.11,0.84,2833
127,"CHE","Advanced Economies","Switzerland",2025,"F",15,64,0.9,1.6,1.3,70.6,53.6,26.9,14.9,12.92,5.94,6.15,0.84,2898
127,"CHE","Advanced Economies","Switzerland",2030,"F",15,64,0.8,1.2,1.0,70.7,53.6,27.3,15.0,12.97,5.95,6.18,0.85,2938
127,"CHE","Advanced Economies","Switzerland",2035,"F",15,64,0.7,0.9,0.8,70.9,53.7,27.5,15.1,13.01,5.96,6.20,0.85,2991
127,"CHE","Advanced Economies","Switzerland",2040,"F",15,64,0.6,0.6,0.6,70.5,53.5,28.3,15.5,13.08,5.96,6.24,0.88,3088
128,"TUR","Advanced Economies","Turkey",2015,"F",15,64,8.2,40.9,35.4,42.6,23.3,8.4,4.6,7.57,5.34,1.97,0.26,26265
128,"TUR","Advanced Economies","Turkey",2020,"F",15,64,6.0,36.1,31.4,48.2,27.9,9.6,5.0,8.07,5.50,2.28,0.29,27549
128,"TUR","Advanced Economies","Turkey",2025,"F",15,64,4.7,31.0,26.8,52.6,31.7,11.7,5.8,8.53,5.59,2.59,0.35,28577
128,"TUR","Advanced Economies","Turkey",2030,"F",15,64,3.5,25.9,22.3,56.2,35.1,14.4,7.1,9.01,5.68,2.90,0.43,29381
128,"TUR","Advanced Economies","Turkey",2035,"F",15,64,2.7,21.0,17.7,58.9,37.9,17.5,8.6,9.45,5.74,3.19,0.52,29867
128,"TUR","Advanced Economies","Turkey",2040,"F",15,64,1.9,15.7,12.9,61.4,40.5,21.0,10.5,9.93,5.80,3.49,0.63,29931
66,"USA","Advanced Economies","USA",2015,"F",15,64,0.3,2.4,1.7,38.6,32.3,58.7,29.4,13.37,5.96,5.65,1.76,107537
66,"USA","Advanced Economies","USA",2020,"F",15,64,0.3,1.9,1.2,38.8,32.6,59.0,29.8,13.42,5.96,5.68,1.78,108822
66,"USA","Advanced Economies","USA",2025,"F",15,64,0.3,1.7,1.0,38.6,32.7,59.4,30.3,13.46,5.96,5.70,1.79,109354
66,"USA","Advanced Economies","USA",2030,"F",15,64,0.3,1.4,0.8,38.7,33.0,59.6,30.4,13.49,5.97,5.73,1.80,110271
66,"USA","Advanced Economies","USA",2035,"F",15,64,0.4,1.2,0.7,39.2,33.8,59.3,30.2,13.51,5.97,5.75,1.79,112332
66,"USA","Advanced Economies","USA",2040,"F",15,64,0.4,0.9,0.5,39.9,34.8,58.9,30.0,13.52,5.97,5.77,1.78,115013
129,"GBR","Advanced Economies","United Kingdom",2015,"F",15,64,0.2,11.0,9.0,60.9,51.1,27.9,15.4,12.62,5.93,5.82,0.87,20506
129,"GBR","Advanced Economies","United Kingdom",2020,"F",15,64,0.2,9.1,7.6,61.6,53.8,29.1,15.9,12.88,5.94,6.04,0.90,20669
129,"GBR","Advanced Economies","United Kingdom",2025,"F",15,64,0.2,7.8,6.5,62.2,55.3,29.9,16.2,13.05,5.96,6.17,0.92,20872
129,"GBR","Advanced Economies","United Kingdom",2030,"F",15,64,0.1,6.7,5.7,61.8,56.1,31.4,16.9,13.23,5.96,6.30,0.97,20789
129,"GBR","Advanced Economies","United Kingdom",2035,"F",15,64,0.1,5.8,5.1,61.3,56.4,32.8,17.6,13.37,5.97,6.39,1.01,20704
129,"GBR","Advanced Economies","United Kingdom",2040,"F",15,64,0.1,5.2,4.5,60.4,56.3,34.4,18.4,13.51,5.98,6.47,1.06,20811
79,"AFG","Asia and the Pacific","Afghanistan",2015,"F",15,64,60.4,12.8,6.2,24.3,12.6,2.5,1.5,3.52,2.18,1.26,0.08,8326
79,"AFG","Asia and the Pacific","Afghanistan",2020,"F",15,64,47.2,15.6,7.9,34.6,19.9,2.6,1.5,4.81,2.94,1.79,0.08,10066
79,"AFG","Asia and the Pacific","Afghanistan",2025,"F",15,64,44.1,8.8,4.3,44.8,27.8,2.3,1.4,5.61,3.22,2.32,0.07,11940
79,"AFG","Asia and the Pacific","Afghanistan",2030,"F",15,64,37.8,7.2,3.6,52.6,34.8,2.3,1.4,6.46,3.62,2.76,0.07,13642
79,"AFG","Asia and the Pacific","Afghanistan",2035,"F",15,64,32.2,6.1,3.2,59.3,40.6,2.5,1.4,7.20,3.98,3.14,0.08,15248
79,"AFG","Asia and the Pacific","Afghanistan",2040,"F",15,64,26.9,5.2,2.8,65.2,45.8,2.7,1.6,7.90,4.32,3.49,0.09,16789
81,"BGD","Asia and the Pacific","Bangladesh",2015,"F",15,64,27.2,21.0,20.2,48.7,42.4,3.1,1.9,7.09,3.62,3.37,0.10,52865
81,"BGD","Asia and the Pacific","Bangladesh",2020,"F",15,64,22.3,19.9,19.3,53.1,48.1,4.7,2.9,7.88,3.87,3.85,0.15,57949
81,"BGD","Asia and the Pacific","Bangladesh",2025,"F",15,64,18.3,18.1,17.6,58.6,54.3,5.1,3.0,8.52,4.08,4.29,0.16,61952
81,"BGD","Asia and the Pacific","Bangladesh",2030,"F",15,64,14.3,15.9,15.5,64.0,60.5,5.8,3.3,9.20,4.28,4.74,0.18,65026
81,"BGD","Asia and the Pacific","Bangladesh",2035,"F",15,64,10.6,13.4,13.1,69.3,66.4,6.8,3.8,9.89,4.47,5.21,0.21,67241
81,"BGD","Asia and the Pacific","Bangladesh",2040,"F",15,64,7.1,10.9,10.8,73.8,71.7,8.2,4.5,10.55,4.64,5.66,0.25,68606
144,"BRN","Asia and the Pacific","Brunei Darussalam",2015,"F",15,64,20.2,10.3,9.2,58.3,34.4,11.2,6.5,9.03,4.76,3.91,0.35,150
144,"BRN","Asia and the Pacific","Brunei Darussalam",2020,"F",15,64,20.2,8.3,7.8,58.8,35.6,12.7,7.2,9.25,4.78,4.08,0.40,160
144,"BRN","Asia and the Pacific","Brunei Darussalam",2025,"F",15,64,19.4,6.4,6.3,58.6,36.6,15.6,8.9,9.64,4.83,4.31,0.49,166
144,"BRN","Asia and the Pacific","Brunei Darussalam",2030,"F",15,64,18.1,5.9,5.8,56.7,36.5,19.4,11.1,10.04,4.91,4.52,0.61,169
144,"BRN","Asia and the Pacific","Brunei Darussalam",2035,"F",15,64,16.3,4.8,4.8,54.9,36.2,24.0,13.8,10.56,5.02,4.78,0.76,167
144,"BRN","Asia and the Pacific","Brunei Darussalam",2040,"F",15,64,14.3,3.1,3.1,53.4,36.0,29.3,17.0,11.17,5.15,5.10,0.93,165
310,"KHM","Asia and the Pacific","Cambodia",2015,"F",15,64,20.1,59.0,25.0,19.4,5.3,1.5,0.9,4.66,3.78,0.83,0.05,5128
310,"KHM","Asia and the Pacific","Cambodia",2020,"F",15,64,16.5,57.5,26.4,24.2,7.1,1.9,1.1,5.20,4.08,1.06,0.06,5472
310,"KHM","Asia and the Pacific","Cambodia",2025,"F",15,64,13.2,54.6,28.1,29.2,9.3,3.1,1.6,5.85,4.42,1.34,0.09,5846
310,"KHM","Asia and the Pacific","Cambodia",2030,"F",15,64,9.9,50.7,28.4,34.0,11.7,5.5,2.7,6.60,4.74,1.70,0.16,6241
310,"KHM","Asia and the Pacific","Cambodia",2035,"F",15,64,7.5,45.9,27.1,38.0,14.4,8.8,4.4,7.36,4.99,2.10,0.26,6606
310,"KHM","Asia and the Pacific","Cambodia",2040,"F",15,64,5.2,41.0,25.5,41.3,17.3,12.6,6.5,8.12,5.23,2.51,0.38,6906
83,"CHN","Asia and the Pacific","China",2015,"F",15,64,2.9,19.6,11.4,70.1,25.5,7.5,4.0,8.20,4.65,3.32,0.23,488938
83,"CHN","Asia and the Pacific","China",2020,"F",15,64,1.8,15.4,9.4,72.4,28.5,10.3,5.7,8.73,4.76,3.65,0.32,482770
83,"CHN","Asia and the Pacific","China",2025,"F",15,64,1.4,12.7,8.0,72.3,31.3,13.6,7.5,9.16,4.81,3.93,0.42,480459
83,"CHN","Asia and the Pacific","China",2030,"F",15,64,0.9,9.3,6.1,71.7,34.7,18.0,10.0,9.71,4.87,4.27,0.56,471335
83,"CHN","Asia and the Pacific","China",2035,"F",15,64,0.7,6.6,4.5,69.2,37.3,23.5,13.2,10.26,4.91,4.61,0.73,451962
83,"CHN","Asia and the Pacific","China",2040,"F",15,64,0.4,3.7,2.7,66.2,39.5,29.7,17.0,10.84,4.95,4.95,0.93,429682
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2015,"F",15,64,1.7,17.9,13.5,58.4,35.8,22.0,13.0,10.61,5.77,4.14,0.70,240
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2020,"F",15,64,1.6,14.5,11.4,58.0,37.5,25.9,15.5,11.05,5.81,4.42,0.83,243
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2025,"F",15,64,1.5,11.2,9.2,57.5,38.9,29.8,17.9,11.48,5.85,4.68,0.95,241
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2030,"F",15,64,1.6,8.0,6.9,56.1,40.2,34.3,20.4,11.91,5.87,4.94,1.09,239
