BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
117,"IRL","Advanced Economies","Ireland",2025,"MF",15,64,0.4,7.9,6.9,46.3,33.9,45.5,31.3,13.81,7.93,4.34,1.54,3326
117,"IRL","Advanced Economies","Ireland",2030,"MF",15,64,0.3,7.6,6.8,45.4,35.2,46.7,32.1,13.92,7.94,4.40,1.58,3423
117,"IRL","Advanced Economies","Ireland",2035,"MF",15,64,0.2,7.7,6.9,44.8,36.3,47.2,32.4,13.97,7.95,4.43,1.59,3490
117,"IRL","Advanced Economies","Ireland",2040,"MF",15,64,0.2,7.9,7.1,44.1,37.3,47.9,32.7,14.03,7.96,4.46,1.61,3503
118,"ITA","Advanced Economies","Italy",2015,"MF",15,64,1.2,6.0,5.9,78.2,44.5,14.5,7.7,11.11,4.93,5.73,0.45,39275
118,"ITA","Advanced Economies","Italy",2020,"MF",15,64,1.0,3.4,3.4,79.5,48.0,16.1,8.5,11.51,4.95,6.07,0.49,38869
118,"ITA","Advanced Economies","Italy",2025,"MF",15,64,0.8,2.6,2.6,78.8,50.7,17.8,9.3,11.83,4.96,6.32,0.54,38047
118,"ITA","Advanced Economies","Italy",2030,"MF",15,64,0.6,1.7,1.7,77.9,53.6,19.8,10.4,12.18,4.97,6.60,0.60,36667
118,"ITA","Advanced Economies","Italy",2035,"MF",15,64,0.5,1.3,1.3,76.5,56.2,21.8,11.4,12.49,4.98,6.85,0.66,34974
118,"ITA","Advanced Economies","Italy",2040,"MF",15,64,0.4,0.8,0.8,74.9,58.7,24.1,12.5,12.83,4.99,7.11,0.73,33355
90,"JPN","Advanced Economies","Japan",2015,"MF",15,64,0.2,6.3,5.1,52.5,44.3,41.1,22.4,12.60,5.96,5.37,1.27,76941
90,"JPN","Advanced Economies","Japan",2020,"MF",15,64,0.2,4.9,4.0,50.3,43.4,44.7,24.1,12.83,5.97,5.49,1.38,73668
90,"JPN","Advanced Economies","Japan",2025,"MF",15,64,0.2,4.5,3.7,48.8,42.2,46.5,24.9,12.92,5.97,5.52,1.43,71408
90,"JPN","Advanced Economies","Japan",2030,"MF",15,64,0.2,4.1,3.5,47.1,40.6,48.7,25.9,13.01,5.97,5.55,1.49,68912
90,"JPN","Advanced Economies","Japan",2035,"MF",15,64,0.1,3.5,2.9,43.9,37.9,52.5,27.4,13.18,5.98,5.61,1.60,65538
90,"JPN","Advanced Economies","Japan",2040,"MF",15,64,0.1,2.8,2.4,40.0,34.6,57.2,29.5,13.38,5.98,5.66,1.73,61035
119,"LUX","Advanced Economies","Luxembourg",2015,"MF",15,64,5.3,12.9,10.7,53.3,32.9,28.5,15.8,11.41,5.62,4.91,0.89,371
119,"LUX","Advanced Economies","Luxembourg",2020,"MF",15,64,5.4,10.5,8.8,56.9,36.3,27.2,14.9,11.53,5.63,5.06,0.84,389
119,"LUX","Advanced Economies","Luxembourg",2025,"MF",15,64,5.2,8.7,7.4,59.9,39.2,26.3,14.2,11.67,5.65,5.20,0.81,402
119,"LUX","Advanced Economies","Luxembourg",2030,"MF",15,64,4.9,7.2,6.3,62.0,41.5,25.9,13.9,11.81,5.68,5.33,0.79,409
119,"LUX","Advanced Economies","Luxembourg",2035,"MF",15,64,4.5,6.2,5.6,64.1,43.7,25.2,13.2,11.91,5.71,5.43,0.77,414
119,"LUX","Advanced Economies","Luxembourg",2040,"MF",15,64,4.0,5.6,5.1,65.0,45.2,25.4,13.2,12.06,5.75,5.54,0.77,420
121,"NLD","Advanced Economies","Netherlands",2015,"MF",15,64,0.2,7.2,6.2,64.8,42.9,27.9,15.3,11.74,5.97,4.91,0.86,10967
121,"NLD","Advanced Economies","Netherlands",2020,"MF",15,64,0.2,6.3,5.5,65.6,44.8,27.9,15.1,11.82,5.97,4.99,0.86,10877
121,"NLD","Advanced Economies","Netherlands",2025,"MF",15,64,0.2,5.7,5.0,66.1,46.2,28.0,15.0,11.88,5.97,5.05,0.86,10630
121,"NLD","Advanced Economies","Netherlands",2030,"MF",15,64,0.3,5.2,4.6,66.3,47.4,28.2,15.0,11.94,5.97,5.11,0.86,10276
121,"NLD","Advanced Economies","Netherlands",2035,"MF",15,64,0.3,5.1,4.5,66.4,48.0,28.2,14.8,11.95,5.97,5.13,0.86,9941
121,"NLD","Advanced Economies","Netherlands",2040,"MF",15,64,0.3,4.9,4.4,66.2,48.5,28.5,14.8,11.98,5.97,5.15,0.87,9744
133,"NZL","Advanced Economies","New Zealand",2015,"MF",15,64,1.4,34.4,28.3,28.0,14.7,36.2,17.7,10.91,5.73,4.10,1.08,2999
133,"NZL","Advanced Economies","New Zealand",2020,"MF",15,64,1.7,36.4,30.2,25.2,13.5,36.8,18.0,10.81,5.72,3.99,1.10,3076
133,"NZL","Advanced Economies","New Zealand",2025,"MF",15,64,1.9,38.7,32.5,22.7,12.0,36.7,17.9,10.63,5.70,3.84,1.09,3151
133,"NZL","Advanced Economies","New Zealand",2030,"MF",15,64,2.2,41.5,35.2,19.4,10.3,36.9,18.0,10.44,5.68,3.67,1.10,3195
133,"NZL","Advanced Economies","New Zealand",2035,"MF",15,64,2.4,44.8,38.5,16.0,8.3,36.8,18.0,10.22,5.66,3.46,1.09,3255
133,"NZL","Advanced Economies","New Zealand",2040,"MF",15,64,2.6,47.1,40.9,13.6,6.9,36.7,17.9,10.07,5.66,3.32,1.09,3321
122,"NOR","Advanced Economies","Norway",2015,"MF",15,64,7.3,0.3,0.3,63.7,37.6,28.7,14.4,12.11,6.49,4.76,0.86,3345
122,"NOR","Advanced Economies","Norway",2020,"MF",15,64,7.7,0.3,0.3,62.7,36.8,29.3,14.8,12.08,6.46,4.74,0.88,3451
122,"NOR","Advanced Economies","Norway",2025,"MF",15,64,7.9,0.3,0.3,62.4,36.6,29.5,14.9,12.08,6.45,4.74,0.89,3521
122,"NOR","Advanced Economies","Norway",2030,"MF",15,64,8.1,0.2,0.2,61.9,36.3,29.9,15.0,12.08,6.44,4.74,0.90,3592
122,"NOR","Advanced Economies","Norway",2035,"MF",15,64,7.9,0.2,0.2,62.1,36.3,29.9,14.9,12.09,6.45,4.74,0.90,3647
122,"NOR","Advanced Economies","Norway",2040,"MF",15,64,7.7,0.2,0.2,62.3,36.3,30.0,14.9,12.13,6.47,4.76,0.90,3715
124,"PRT","Advanced Economies","Portugal",2015,"MF",15,64,3.0,35.3,34.7,47.6,23.4,14.2,3.5,9.14,5.81,2.98,0.35,7023
124,"PRT","Advanced Economies","Portugal",2020,"MF",15,64,2.4,29.9,29.9,52.8,28.4,14.9,3.5,9.56,5.86,3.33,0.37,6946
124,"PRT","Advanced Economies","Portugal",2025,"MF",15,64,2.0,25.4,25.4,56.8,33.9,15.9,3.5,9.94,5.88,3.67,0.39,6792
124,"PRT","Advanced Economies","Portugal",2030,"MF",15,64,1.6,20.4,20.4,60.8,39.6,17.2,3.6,10.36,5.90,4.04,0.42,6539
124,"PRT","Advanced Economies","Portugal",2035,"MF",15,64,1.4,16.7,16.7,63.8,44.6,18.1,3.7,10.69,5.92,4.34,0.44,6249
124,"PRT","Advanced Economies","Portugal",2040,"MF",15,64,1.2,12.5,12.5,67.2,50.0,19.2,3.9,11.06,5.93,4.67,0.46,5894
125,"ESP","Advanced Economies","Spain",2015,"MF",15,64,0.8,14.6,12.1,56.5,27.1,28.1,15.5,11.24,5.87,4.49,0.87,31255
125,"ESP","Advanced Economies","Spain",2020,"MF",15,64,0.7,11.3,9.6,59.4,31.2,28.6,15.7,11.51,5.91,4.72,0.89,31188
125,"ESP","Advanced Economies","Spain",2025,"MF",15,64,0.7,9.8,8.4,60.8,35.5,28.7,15.6,11.67,5.92,4.86,0.89,30967
125,"ESP","Advanced Economies","Spain",2030,"MF",15,64,0.6,8.1,7.1,61.9,39.7,29.4,15.8,11.87,5.93,5.03,0.90,30299
125,"ESP","Advanced Economies","Spain",2035,"MF",15,64,0.6,7.4,6.6,62.9,43.9,29.2,15.5,11.98,5.94,5.14,0.89,29151
125,"ESP","Advanced Economies","Spain",2040,"MF",15,64,0.5,6.7,6.1,63.8,48.3,29.0,15.3,12.10,5.95,5.26,0.89,27592
126,"SWE","Advanced Economies","Sweden",2015,"MF",15,64,2.8,3.0,2.4,66.1,51.5,28.1,15.1,11.89,5.81,5.21,0.86,6079
126,"SWE","Advanced Economies","Sweden",2020,"MF",15,64,3.1,2.4,2.0,66.0,51.7,28.6,15.4,11.93,5.80,5.24,0.88,6153
126,"SWE","Advanced Economies","Sweden",2025,"MF",15,64,3.4,2.3,2.0,65.3,51.3,29.0,15.4,11.91,5.79,5.24,0.89,6282
126,"SWE","Advanced Economies","Sweden",2030,"MF",15,64,3.6,2.3,2.0,64.5,51.3,29.6,15.7,11.93,5.77,5.25,0.90,6405
126,"SWE","Advanced Economies","Sweden",2035,"MF",15,64,3.9,2.3,2.0,64.3,51.7,29.6,15.5,11.91,5.76,5.25,0.90,6523
126,"SWE","Advanced Economies","Sweden",2040,"MF",15,64,4.1,2.2,1.9,64.0,52.3,29.7,15.5,11.93,5.75,5.27,0.90,6686
127,"CHE","Advanced Economies","Switzerland",2015,"MF",15,64,1.2,2.2,1.9,65.9,49.2,30.6,17.0,12.95,5.92,6.09,0.95,5530
127,"CHE","Advanced Economies","Switzerland",2020,"MF",15,64,1.1,1.9,1.6,67.7,51.2,29.4,16.2,12.97,5.93,6.14,0.91,5700
127,"CHE","Advanced Economies","Switzerland",2025,"MF",15,64,1.0,1.6,1.4,69.6,53.0,27.9,15.2,12.96,5.94,6.16,0.86,5829
127,"CHE","Advanced Economies","Switzerland",2030,"MF",15,64,0.9,1.3,1.2,71.3,54.6,26.6,14.4,12.95,5.94,6.18,0.82,5910
127,"CHE","Advanced Economies","Switzerland",2035,"MF",15,64,0.8,1.1,1.0,73.1,56.5,25.0,13.4,12.93,5.95,6.21,0.77,6021
127,"CHE","Advanced Economies","Switzerland",2040,"MF",15,64,0.7,0.9,0.8,74.2,58.0,24.3,12.9,12.95,5.96,6.25,0.74,6221
128,"TUR","Advanced Economies","Turkey",2015,"MF",15,64,4.9,36.6,32.3,49.2,27.3,9.2,5.1,8.13,5.57,2.27,0.29,51656
128,"TUR","Advanced Economies","Turkey",2020,"MF",15,64,3.7,31.7,27.9,55.0,32.2,9.5,5.0,8.49,5.66,2.54,0.29,54476
128,"TUR","Advanced Economies","Turkey",2025,"MF",15,64,3.1,26.9,23.5,59.5,36.1,10.5,5.2,8.83,5.71,2.80,0.32,56784
128,"TUR","Advanced Economies","Turkey",2030,"MF",15,64,2.4,22.2,19.2,63.1,39.6,12.3,5.9,9.19,5.76,3.06,0.36,58596
128,"TUR","Advanced Economies","Turkey",2035,"MF",15,64,2.1,17.7,15.0,65.9,42.5,14.3,6.8,9.53,5.79,3.31,0.42,59768
128,"TUR","Advanced Economies","Turkey",2040,"MF",15,64,1.7,13.0,10.6,68.5,45.3,16.8,8.0,9.89,5.83,3.57,0.50,60128
66,"USA","Advanced Economies","USA",2015,"MF",15,64,0.3,2.3,1.7,41.1,34.4,56.3,27.8,13.29,5.96,5.64,1.68,214392
66,"USA","Advanced Economies","USA",2020,"MF",15,64,0.4,2.1,1.5,40.8,34.5,56.8,28.1,13.32,5.96,5.67,1.70,217381
66,"USA","Advanced Economies","USA",2025,"MF",15,64,0.4,1.8,1.3,40.6,34.5,57.2,28.4,13.36,5.96,5.69,1.71,218905
66,"USA","Advanced Economies","USA",2030,"MF",15,64,0.5,1.5,1.0,40.6,34.7,57.5,28.5,13.39,5.96,5.71,1.72,221254
66,"USA","Advanced Economies","USA",2035,"MF",15,64,0.5,1.2,0.9,40.8,35.3,57.5,28.3,13.41,5.96,5.73,1.72,225798
66,"USA","Advanced Economies","USA",2040,"MF",15,64,0.5,0.9,0.6,41.1,35.9,57.5,28.1,13.43,5.96,5.76,1.71,231573
129,"GBR","Advanced Economies","United Kingdom",2015,"MF",15,64,0.1,10.4,8.6,61.7,52.0,27.8,15.1,12.67,5.94,5.88,0.86,41055
129,"GBR","Advanced Economies","United Kingdom",2020,"MF",15,64,0.1,8.6,7.2,62.4,54.3,28.9,15.5,12.90,5.95,6.06,0.89,41464
129,"GBR","Advanced Economies","United Kingdom",2025,"MF",15,64,0.1,7.3,6.2,63.0,55.9,29.5,15.7,13.06,5.96,6.19,0.90,41977
129,"GBR","Advanced Economies","United Kingdom",2030,"MF",15,64,0.1,6.3,5.4,62.8,56.8,30.8,16.2,13.22,5.97,6.31,0.94,41954
129,"GBR","Advanced Economies","United Kingdom",2035,"MF",15,64,0.1,5.4,4.7,62.5,57.3,31.9,16.6,13.35,5.97,6.40,0.97,41907
129,"GBR","Advanced Economies","United Kingdom",2040,"MF",15,64,0.1,4.7,4.1,61.8,57.4,33.4,17.3,13.48,5.98,6.49,1.01,42242
79,"AFG","Asia and the Pacific","Afghanistan",2015,"MF",15,64,43.3,26.9,18.5,23.5,12.6,6.3,3.7,4.81,3.15,1.46,0.20,16836
79,"AFG","Asia and the Pacific","Afghanistan",2020,"MF",15,64,33.9,29.8,21.4,30.5,17.4,5.9,3.4,5.69,3.72,1.79,0.19,20335
79,"AFG","Asia and the Pacific","Afghanistan",2025,"MF",15,64,29.6,27.9,20.5,37.8,22.6,4.8,2.9,6.26,4.00,2.10,0.15,24157
79,"AFG","Asia and the Pacific","Afghanistan",2030,"MF",15,64,24.8,27.2,20.4,43.8,27.7,4.2,2.5,6.84,4.31,2.40,0.13,27637
79,"AFG","Asia and the Pacific","Afghanistan",2035,"MF",15,64,20.8,25.8,19.7,49.6,32.6,3.8,2.2,7.38,4.57,2.69,0.12,30925
79,"AFG","Asia and the Pacific","Afghanistan",2040,"MF",15,64,16.9,24.2,18.6,55.3,37.3,3.6,2.1,7.92,4.82,2.99,0.11,34085
81,"BGD","Asia and the Pacific","Bangladesh",2015,"MF",15,64,25.9,21.4,20.7,48.9,30.4,3.8,2.3,6.76,3.69,2.95,0.12,106157
81,"BGD","Asia and the Pacific","Bangladesh",2020,"MF",15,64,21.9,20.5,19.9,54.6,34.8,3.0,1.8,7.23,3.89,3.24,0.10,115688
81,"BGD","Asia and the Pacific","Bangladesh",2025,"MF",15,64,18.2,19.4,18.9,59.1,38.4,3.3,1.9,7.72,4.08,3.54,0.10,123062
81,"BGD","Asia and the Pacific","Bangladesh",2030,"MF",15,64,14.6,18.1,17.8,63.5,42.1,3.8,2.1,8.24,4.26,3.86,0.12,128727
81,"BGD","Asia and the Pacific","Bangladesh",2035,"MF",15,64,11.0,16.6,16.4,67.8,45.7,4.6,2.5,8.77,4.44,4.18,0.14,132822
81,"BGD","Asia and the Pacific","Bangladesh",2040,"MF",15,64,7.8,14.9,14.9,71.6,49.2,5.6,3.0,9.29,4.61,4.51,0.17,135498
144,"BRN","Asia and the Pacific","Brunei Darussalam",2015,"MF",15,64,20.3,9.4,8.8,58.3,33.8,12.0,6.7,9.08,4.76,3.94,0.37,303
144,"BRN","Asia and the Pacific","Brunei Darussalam",2020,"MF",15,64,20.6,7.4,7.1,58.2,34.5,13.8,7.7,9.28,4.76,4.09,0.43,323
144,"BRN","Asia and the Pacific","Brunei Darussalam",2025,"MF",15,64,19.9,5.4,5.3,57.6,35.1,17.1,9.5,9.66,4.80,4.33,0.53,335
144,"BRN","Asia and the Pacific","Brunei Darussalam",2030,"MF",15,64,18.7,4.7,4.7,55.8,34.9,20.9,11.7,10.06,4.88,4.53,0.65,340
144,"BRN","Asia and the Pacific","Brunei Darussalam",2035,"MF",15,64,17.0,4.0,4.0,53.8,34.4,25.3,14.4,10.54,4.99,4.76,0.79,339
144,"BRN","Asia and the Pacific","Brunei Darussalam",2040,"MF",15,64,15.0,2.6,2.6,52.3,34.2,30.3,17.2,11.11,5.11,5.06,0.95,336
310,"KHM","Asia and the Pacific","Cambodia",2015,"MF",15,64,15.4,57.8,27.5,24.5,6.9,2.3,1.4,5.32,4.17,1.08,0.07,9927
310,"KHM","Asia and the Pacific","Cambodia",2020,"MF",15,64,12.7,55.4,28.9,29.3,8.5,2.5,1.5,5.81,4.44,1.29,0.08,10657
310,"KHM","Asia and the Pacific","Cambodia",2025,"MF",15,64,10.3,52.1,30.1,34.2,10.2,3.4,1.8,6.36,4.72,1.54,0.10,11489
310,"KHM","Asia and the Pacific","Cambodia",2030,"MF",15,64,7.7,47.9,29.8,39.1,12.0,5.3,2.7,7.00,4.99,1.85,0.16,12328
310,"KHM","Asia and the Pacific","Cambodia",2035,"MF",15,64,5.9,43.4,28.5,42.4,13.4,8.4,4.2,7.63,5.20,2.18,0.25,13096
310,"KHM","Asia and the Pacific","Cambodia",2040,"MF",15,64,4.2,38.9,26.9,44.4,14.6,12.4,6.4,8.28,5.39,2.52,0.38,13729
83,"CHN","Asia and the Pacific","China",2015,"MF",15,64,2.0,16.4,10.2,73.3,27.2,8.3,4.3,8.51,4.75,3.51,0.25,1014520
83,"CHN","Asia and the Pacific","China",2020,"MF",15,64,1.3,12.7,7.9,74.8,30.0,11.3,6.1,8.99,4.82,3.82,0.35,1003954
83,"CHN","Asia and the Pacific","China",2025,"MF",15,64,1.0,10.4,6.5,74.0,32.6,14.6,7.9,9.38,4.85,4.08,0.45,1002159
83,"CHN","Asia and the Pacific","China",2030,"MF",15,64,0.7,7.7,4.9,72.7,36.0,18.9,10.3,9.88,4.89,4.40,0.58,987570
83,"CHN","Asia and the Pacific","China",2035,"MF",15,64,0.5,5.4,3.4,69.8,38.6,24.3,13.4,10.38,4.93,4.71,0.75,951402
83,"CHN","Asia and the Pacific","China",2040,"MF",15,64,0.4,3.1,2.0,66.4,40.6,30.1,16.9,10.92,4.96,5.02,0.94,909444
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2015,"MF",15,64,1.6,17.9,13.6,59.3,35.8,21.1,12.4,10.56,5.77,4.12,0.67,458
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2020,"MF",15,64,1.6,14.9,11.7,59.0,38.1,24.5,14.5,10.97,5.81,4.38,0.78,463
