BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
87,"IRN","Middle East and North Africa","Iran",2020,"F",25,64,12.3,17.0,13.9,46.6,29.0,24.1,15.8,9.35,4.31,4.25,0.80,23543
87,"IRN","Middle East and North Africa","Iran",2025,"F",25,64,10.0,15.3,12.8,47.4,30.1,27.3,17.8,9.87,4.44,4.53,0.90,24522
87,"IRN","Middle East and North Africa","Iran",2030,"F",25,64,8.0,13.1,11.2,47.3,30.7,31.5,20.5,10.45,4.55,4.86,1.04,25043
87,"IRN","Middle East and North Africa","Iran",2035,"F",25,64,6.2,10.1,8.8,46.4,31.1,37.2,24.1,11.12,4.65,5.24,1.23,25683
87,"IRN","Middle East and North Africa","Iran",2040,"F",25,64,4.7,6.8,6.1,44.5,30.8,44.0,28.4,11.84,4.75,5.64,1.45,26437
88,"IRQ","Middle East and North Africa","Iraq",2015,"F",25,64,30.7,31.4,21.0,23.1,14.4,14.7,9.2,6.34,3.85,2.01,0.48,6747
88,"IRQ","Middle East and North Africa","Iraq",2020,"F",25,64,25.8,32.1,22.1,24.9,16.0,17.2,10.7,6.97,4.15,2.26,0.56,7985
88,"IRQ","Middle East and North Africa","Iraq",2025,"F",25,64,20.4,32.7,23.2,26.0,17.3,20.9,13.1,7.73,4.49,2.55,0.68,9463
88,"IRQ","Middle East and North Africa","Iraq",2030,"F",25,64,15.6,32.5,23.6,26.1,17.9,25.9,16.2,8.51,4.80,2.87,0.84,10945
88,"IRQ","Middle East and North Africa","Iraq",2035,"F",25,64,12.5,29.9,22.2,25.4,17.9,32.2,20.1,9.30,5.02,3.23,1.05,12375
88,"IRQ","Middle East and North Africa","Iraq",2040,"F",25,64,10.7,25.7,19.7,24.0,17.3,39.6,24.7,10.08,5.18,3.62,1.29,13826
89,"ISR","Middle East and North Africa","Israel",2015,"F",25,64,1.9,7.5,6.1,46.3,41.3,44.4,28.2,12.59,5.85,5.29,1.45,1860
89,"ISR","Middle East and North Africa","Israel",2020,"F",25,64,1.4,7.2,6.0,51.5,47.5,39.9,25.2,12.55,5.88,5.37,1.30,1948
89,"ISR","Middle East and North Africa","Israel",2025,"F",25,64,1.1,7.3,6.1,55.4,52.3,36.2,22.7,12.48,5.90,5.40,1.18,2053
89,"ISR","Middle East and North Africa","Israel",2030,"F",25,64,0.8,7.5,6.4,58.5,56.2,33.2,20.8,12.43,5.92,5.43,1.08,2188
89,"ISR","Middle East and North Africa","Israel",2035,"F",25,64,0.6,7.9,7.0,60.9,59.2,30.6,19.1,12.37,5.94,5.44,0.99,2352
89,"ISR","Middle East and North Africa","Israel",2040,"F",25,64,0.4,8.3,7.6,62.8,61.7,28.4,17.7,12.32,5.95,5.44,0.92,2495
91,"JOR","Middle East and North Africa","Jordan",2015,"F",25,64,6.9,12.3,8.8,65.5,33.5,15.2,2.3,10.04,5.48,4.21,0.35,1668
91,"JOR","Middle East and North Africa","Jordan",2020,"F",25,64,4.5,11.6,8.7,65.8,35.3,18.2,2.6,10.49,5.64,4.43,0.42,1789
91,"JOR","Middle East and North Africa","Jordan",2025,"F",25,64,3.4,10.2,7.9,64.2,36.9,22.3,3.1,10.88,5.73,4.64,0.51,1986
91,"JOR","Middle East and North Africa","Jordan",2030,"F",25,64,2.3,8.3,6.6,62.0,37.6,27.4,3.7,11.31,5.81,4.87,0.62,2164
91,"JOR","Middle East and North Africa","Jordan",2035,"F",25,64,1.9,6.7,5.5,57.7,37.0,33.6,4.4,11.68,5.85,5.07,0.76,2376
91,"JOR","Middle East and North Africa","Jordan",2040,"F",25,64,1.4,5.2,4.4,53.1,35.9,40.3,5.2,12.07,5.89,5.26,0.91,2586
93,"KWT","Middle East and North Africa","Kuwait",2015,"F",25,64,5.8,35.3,6.0,48.5,23.9,10.4,6.6,7.25,3.18,3.73,0.34,741
93,"KWT","Middle East and North Africa","Kuwait",2020,"F",25,64,4.2,36.4,6.6,49.8,24.7,9.6,6.0,7.30,3.24,3.75,0.31,861
93,"KWT","Middle East and North Africa","Kuwait",2025,"F",25,64,3.1,37.4,7.2,49.8,24.8,9.7,6.1,7.35,3.27,3.76,0.32,972
93,"KWT","Middle East and North Africa","Kuwait",2030,"F",25,64,2.2,38.3,7.8,48.8,24.3,10.8,6.7,7.44,3.30,3.78,0.35,1079
93,"KWT","Middle East and North Africa","Kuwait",2035,"F",25,64,1.5,38.9,8.4,46.8,23.6,12.8,8.0,7.58,3.33,3.84,0.42,1177
93,"KWT","Middle East and North Africa","Kuwait",2040,"F",25,64,1.0,39.4,9.0,43.9,22.4,15.7,9.8,7.78,3.35,3.91,0.51,1281
140,"LBY","Middle East and North Africa","Libya",2015,"F",25,64,19.4,12.4,9.0,35.5,25.2,32.7,20.3,9.58,4.73,3.78,1.06,1577
140,"LBY","Middle East and North Africa","Libya",2020,"F",25,64,15.1,10.9,8.5,32.5,23.3,41.5,25.8,10.53,5.02,4.16,1.35,1754
140,"LBY","Middle East and North Africa","Libya",2025,"F",25,64,11.1,9.7,8.2,29.2,21.0,50.0,31.1,11.41,5.29,4.50,1.62,1896
140,"LBY","Middle East and North Africa","Libya",2030,"F",25,64,8.5,7.4,7.2,24.9,18.1,59.2,36.8,12.24,5.48,4.84,1.92,2026
140,"LBY","Middle East and North Africa","Libya",2035,"F",25,64,6.4,4.5,4.5,20.1,15.0,69.0,43.0,13.05,5.62,5.20,2.24,2145
140,"LBY","Middle East and North Africa","Libya",2040,"F",25,64,4.3,2.9,2.9,13.7,10.6,79.1,49.3,13.78,5.74,5.47,2.57,2222
120,"MLT","Middle East and North Africa","Malta",2015,"F",25,64,3.2,11.6,9.6,68.9,18.6,16.3,14.2,11.32,5.75,4.96,0.61,118
120,"MLT","Middle East and North Africa","Malta",2020,"F",25,64,3.4,3.8,3.5,73.1,23.2,19.7,17.2,12.02,5.79,5.50,0.74,117
120,"MLT","Middle East and North Africa","Malta",2025,"F",25,64,0.9,3.8,3.5,71.0,26.6,24.3,21.4,12.64,5.94,5.79,0.91,115
120,"MLT","Middle East and North Africa","Malta",2030,"F",25,64,1.1,1.8,1.7,67.9,29.4,29.2,25.8,13.06,5.93,6.03,1.10,111
120,"MLT","Middle East and North Africa","Malta",2035,"F",25,64,1.3,1.4,1.4,63.9,30.5,33.4,29.6,13.32,5.92,6.14,1.26,110
120,"MLT","Middle East and North Africa","Malta",2040,"F",25,64,1.4,1.1,1.1,59.2,31.3,38.3,34.1,13.63,5.92,6.27,1.45,109
29,"MAR","Middle East and North Africa","Morocco",2015,"F",25,64,54.6,18.4,17.7,18.7,11.6,8.3,5.2,4.38,2.70,1.41,0.27,8597
29,"MAR","Middle East and North Africa","Morocco",2020,"F",25,64,47.6,20.5,20.1,22.0,14.2,9.9,6.2,5.14,3.13,1.68,0.32,9235
29,"MAR","Middle East and North Africa","Morocco",2025,"F",25,64,39.9,22.5,22.3,25.4,16.9,12.2,7.6,6.00,3.60,2.00,0.40,9669
29,"MAR","Middle East and North Africa","Morocco",2030,"F",25,64,32.2,24.0,24.0,28.5,19.5,15.3,9.5,6.92,4.07,2.36,0.50,9946
29,"MAR","Middle East and North Africa","Morocco",2035,"F",25,64,25.4,24.3,24.3,30.9,21.7,19.4,12.1,7.85,4.48,2.74,0.63,10213
29,"MAR","Middle East and North Africa","Morocco",2040,"F",25,64,18.8,23.3,23.3,32.5,23.5,25.5,15.9,8.91,4.87,3.21,0.83,10727
318,"QAT","Middle East and North Africa","Qatar",2015,"F",25,64,3.2,30.0,9.9,39.1,29.5,27.7,17.4,9.83,5.21,3.72,0.90,325
318,"QAT","Middle East and North Africa","Qatar",2020,"F",25,64,2.7,28.5,9.7,44.6,35.1,24.2,15.2,9.91,5.28,3.84,0.79,361
318,"QAT","Middle East and North Africa","Qatar",2025,"F",25,64,2.5,27.3,9.8,49.0,40.2,21.2,13.2,9.96,5.32,3.95,0.69,387
318,"QAT","Middle East and North Africa","Qatar",2030,"F",25,64,2.2,26.3,10.3,53.4,45.6,18.2,11.3,10.03,5.39,4.06,0.59,419
318,"QAT","Middle East and North Africa","Qatar",2035,"F",25,64,2.0,27.0,12.9,56.0,49.2,15.0,9.3,10.00,5.46,4.06,0.49,448
318,"QAT","Middle East and North Africa","Qatar",2040,"F",25,64,1.7,27.3,15.9,59.4,53.7,11.6,7.2,10.02,5.55,4.09,0.37,476
99,"SAU","Middle East and North Africa","Saudi Arabia",2015,"F",25,64,15.8,20.2,11.2,48.3,34.4,15.7,9.8,8.71,4.78,3.42,0.51,6091
99,"SAU","Middle East and North Africa","Saudi Arabia",2020,"F",25,64,11.7,16.5,9.2,55.2,41.7,16.6,10.4,9.52,5.08,3.90,0.54,6787
99,"SAU","Middle East and North Africa","Saudi Arabia",2025,"F",25,64,8.9,15.8,9.3,57.5,44.4,17.8,11.1,9.97,5.27,4.12,0.58,6948
99,"SAU","Middle East and North Africa","Saudi Arabia",2030,"F",25,64,6.5,14.6,9.4,59.4,47.7,19.5,12.2,10.47,5.45,4.38,0.63,7138
99,"SAU","Middle East and North Africa","Saudi Arabia",2035,"F",25,64,3.5,13.2,9.7,60.0,50.3,23.3,14.5,11.15,5.69,4.71,0.76,7645
99,"SAU","Middle East and North Africa","Saudi Arabia",2040,"F",25,64,1.9,12.2,10.2,58.4,50.8,27.6,17.2,11.65,5.83,4.93,0.89,8289
102,"SYR","Middle East and North Africa","Syria",2015,"F",25,64,21.4,42.5,32.1,31.7,19.5,4.4,2.8,6.35,4.40,1.80,0.14,4577
102,"SYR","Middle East and North Africa","Syria",2020,"F",25,64,15.6,43.2,33.1,37.6,25.4,3.6,2.3,6.99,4.77,2.11,0.12,5633
102,"SYR","Middle East and North Africa","Syria",2025,"F",25,64,11.6,42.6,32.8,42.3,31.4,3.7,2.3,7.57,5.02,2.43,0.12,6429
102,"SYR","Middle East and North Africa","Syria",2030,"F",25,64,8.3,41.1,31.8,46.0,37.0,4.8,3.0,8.17,5.24,2.78,0.16,7203
102,"SYR","Middle East and North Africa","Syria",2035,"F",25,64,6.4,38.8,29.9,48.4,41.0,6.7,4.2,8.67,5.37,3.08,0.22,7893
102,"SYR","Middle East and North Africa","Syria",2040,"F",25,64,4.6,36.2,27.9,50.1,44.2,9.4,5.9,9.19,5.49,3.39,0.30,8518
43,"TUN","Middle East and North Africa","Tunisia",2015,"F",25,64,23.9,31.4,20.4,29.3,15.5,15.4,9.6,7.32,4.24,2.58,0.50,3075
43,"TUN","Middle East and North Africa","Tunisia",2020,"F",25,64,17.7,30.2,20.1,32.2,17.0,20.0,12.5,8.33,4.64,3.04,0.65,3283
43,"TUN","Middle East and North Africa","Tunisia",2025,"F",25,64,13.9,27.6,18.8,33.7,17.8,24.9,15.5,9.18,4.91,3.46,0.81,3373
43,"TUN","Middle East and North Africa","Tunisia",2030,"F",25,64,9.8,24.5,17.1,34.9,18.4,30.8,19.2,10.14,5.19,3.94,1.00,3400
43,"TUN","Middle East and North Africa","Tunisia",2035,"F",25,64,6.8,20.8,14.8,34.7,18.3,37.7,23.5,11.05,5.42,4.41,1.22,3436
43,"TUN","Middle East and North Africa","Tunisia",2040,"F",25,64,3.8,16.8,12.2,34.1,17.9,45.4,28.3,12.03,5.64,4.92,1.47,3486
105,"ARE","Middle East and North Africa","United Arab Emirates",2015,"F",25,64,7.2,14.3,6.1,58.0,46.6,20.5,12.8,10.36,5.32,4.37,0.67,1731
105,"ARE","Middle East and North Africa","United Arab Emirates",2020,"F",25,64,6.9,13.0,5.6,59.2,48.6,20.8,13.0,10.52,5.36,4.48,0.68,2031
105,"ARE","Middle East and North Africa","United Arab Emirates",2025,"F",25,64,6.0,12.2,5.2,59.8,50.2,22.1,13.8,10.77,5.43,4.62,0.72,2268
105,"ARE","Middle East and North Africa","United Arab Emirates",2030,"F",25,64,5.2,11.2,4.8,59.5,51.3,24.1,15.0,11.05,5.49,4.77,0.78,2495
105,"ARE","Middle East and North Africa","United Arab Emirates",2035,"F",25,64,4.3,9.9,4.2,58.3,51.5,27.5,17.1,11.41,5.57,4.94,0.89,2778
105,"ARE","Middle East and North Africa","United Arab Emirates",2040,"F",25,64,3.6,8.2,3.5,56.3,51.1,31.8,19.8,11.80,5.64,5.13,1.03,3023
106,"YEM","Middle East and North Africa","Yemen",2015,"F",25,64,77.4,5.1,3.5,14.2,9.2,3.2,2.0,2.31,1.30,0.90,0.10,4528
106,"YEM","Middle East and North Africa","Yemen",2020,"F",25,64,67.1,9.3,6.7,19.6,13.2,4.1,2.5,3.26,1.90,1.23,0.13,5527
106,"YEM","Middle East and North Africa","Yemen",2025,"F",25,64,56.3,12.2,9.1,25.1,17.4,6.4,4.0,4.39,2.53,1.66,0.21,6520
106,"YEM","Middle East and North Africa","Yemen",2030,"F",25,64,46.9,12.9,9.8,30.6,21.8,9.6,6.0,5.56,3.09,2.15,0.31,7530
106,"YEM","Middle East and North Africa","Yemen",2035,"F",25,64,38.5,12.6,9.6,35.2,25.7,13.8,8.6,6.70,3.60,2.65,0.45,8553
106,"YEM","Middle East and North Africa","Yemen",2040,"F",25,64,31.0,11.7,9.0,38.2,28.4,19.1,11.9,7.83,4.06,3.15,0.62,9615
3,"BEN","Sub-Saharan Africa","Benin",2015,"F",25,64,70.2,12.9,8.6,15.6,14.2,1.3,0.8,2.84,1.66,1.14,0.04,1914
3,"BEN","Sub-Saharan Africa","Benin",2020,"F",25,64,63.5,13.1,9.1,22.4,21.4,1.0,0.7,3.71,2.07,1.61,0.03,2254
3,"BEN","Sub-Saharan Africa","Benin",2025,"F",25,64,53.8,16.2,11.7,29.2,28.7,0.9,0.6,4.76,2.64,2.09,0.03,2639
3,"BEN","Sub-Saharan Africa","Benin",2030,"F",25,64,42.9,20.0,15.1,36.2,36.0,1.0,0.6,5.91,3.28,2.60,0.03,3071
3,"BEN","Sub-Saharan Africa","Benin",2035,"F",25,64,33.8,21.7,16.8,43.2,43.1,1.3,0.8,6.98,3.82,3.11,0.04,3536
3,"BEN","Sub-Saharan Africa","Benin",2040,"F",25,64,26.1,21.9,17.3,50.2,50.2,1.8,1.1,7.99,4.29,3.64,0.06,4024
4,"BWA","Sub-Saharan Africa","Botswana",2015,"F",25,64,7.2,4.8,3.2,84.0,32.2,4.0,2.5,9.93,6.44,3.36,0.13,414
4,"BWA","Sub-Saharan Africa","Botswana",2020,"F",25,64,4.2,3.7,3.0,87.1,32.6,5.0,3.1,10.36,6.68,3.52,0.16,441
4,"BWA","Sub-Saharan Africa","Botswana",2025,"F",25,64,2.2,2.5,2.2,88.7,32.6,6.6,4.1,10.69,6.83,3.64,0.21,472
4,"BWA","Sub-Saharan Africa","Botswana",2030,"F",25,64,0.8,1.7,1.5,88.9,32.5,8.7,5.4,10.97,6.94,3.75,0.28,516
4,"BWA","Sub-Saharan Africa","Botswana",2035,"F",25,64,0.4,1.2,1.1,87.0,31.6,11.4,7.1,11.16,6.97,3.81,0.37,575
4,"BWA","Sub-Saharan Africa","Botswana",2040,"F",25,64,0.3,1.1,1.1,82.9,30.2,15.7,9.8,11.36,6.98,3.87,0.51,640
6,"BDI","Sub-Saharan Africa","Burundi",2015,"F",25,64,59.3,33.2,22.9,6.8,4.3,0.7,0.4,2.89,2.49,0.37,0.02,1835
6,"BDI","Sub-Saharan Africa","Burundi",2020,"F",25,64,54.6,34.9,24.7,9.9,6.6,0.6,0.4,3.37,2.82,0.53,0.02,2187
6,"BDI","Sub-Saharan Africa","Burundi",2025,"F",25,64,46.0,40.2,29.3,13.2,9.1,0.7,0.4,4.13,3.40,0.71,0.02,2523
6,"BDI","Sub-Saharan Africa","Burundi",2030,"F",25,64,35.1,47.0,35.4,17.0,12.2,0.9,0.6,5.09,4.13,0.93,0.03,2923
6,"BDI","Sub-Saharan Africa","Burundi",2035,"F",25,64,25.8,51.3,39.6,21.5,15.9,1.3,0.8,6.03,4.79,1.20,0.04,3459
6,"BDI","Sub-Saharan Africa","Burundi",2040,"F",25,64,19.6,51.8,40.8,26.2,19.9,2.3,1.4,6.84,5.24,1.52,0.07,4123
7,"CMR","Sub-Saharan Africa","Cameroon",2015,"F",25,64,15.6,57.7,38.7,23.6,14.6,3.1,2.0,6.20,4.50,1.60,0.10,3989
7,"CMR","Sub-Saharan Africa","Cameroon",2020,"F",25,64,14.9,54.5,37.6,26.8,17.4,3.8,2.4,6.59,4.60,1.86,0.12,4675
7,"CMR","Sub-Saharan Africa","Cameroon",2025,"F",25,64,16.6,49.7,35.3,27.5,18.4,6.2,3.9,6.86,4.57,2.08,0.20,5443
7,"CMR","Sub-Saharan Africa","Cameroon",2030,"F",25,64,15.8,46.1,33.7,28.5,19.8,9.6,6.0,7.39,4.68,2.40,0.31,6345
7,"CMR","Sub-Saharan Africa","Cameroon",2035,"F",25,64,14.6,41.8,31.3,29.5,21.1,14.1,8.8,8.07,4.81,2.80,0.46,7375
7,"CMR","Sub-Saharan Africa","Cameroon",2040,"F",25,64,13.5,36.8,28.2,29.8,21.9,19.9,12.5,8.82,4.93,3.24,0.65,8499
9,"CAF","Sub-Saharan Africa","Central African Republic",2015,"F",25,64,59.9,27.2,18.5,12.1,7.6,0.8,0.5,2.94,2.15,0.77,0.03,895
9,"CAF","Sub-Saharan Africa","Central African Republic",2020,"F",25,64,58.1,27.7,19.3,13.4,8.7,0.8,0.5,3.15,2.26,0.86,0.03,1024
9,"CAF","Sub-Saharan Africa","Central African Republic",2025,"F",25,64,55.9,28.0,20.2,15.3,10.3,0.8,0.5,3.41,2.41,0.97,0.03,1176
9,"CAF","Sub-Saharan Africa","Central African Republic",2030,"F",25,64,51.0,30.4,22.6,17.8,12.5,0.8,0.5,3.88,2.71,1.15,0.03,1344
9,"CAF","Sub-Saharan Africa","Central African Republic",2035,"F",25,64,46.4,31.8,24.3,20.9,15.2,1.0,0.6,4.38,2.99,1.36,0.03,1518
9,"CAF","Sub-Saharan Africa","Central African Republic",2040,"F",25,64,41.8,33.0,25.8,23.9,17.8,1.3,0.8,4.90,3.28,1.58,0.04,1706
12,"COG","Sub-Saharan Africa","Congo",2015,"F",25,64,36.0,17.6,4.2,45.3,5.2,1.0,0.5,5.51,3.43,2.04,0.03,830
12,"COG","Sub-Saharan Africa","Congo",2020,"F",25,64,35.3,16.3,3.4,47.7,4.6,0.7,0.4,5.61,3.49,2.09,0.02,936
12,"COG","Sub-Saharan Africa","Congo",2025,"F",25,64,31.8,16.4,2.9,51.4,4.1,0.5,0.3,5.92,3.69,2.21,0.02,1080
12,"COG","Sub-Saharan Africa","Congo",2030,"F",25,64,27.7,17.0,2.8,55.0,3.6,0.3,0.2,6.26,3.92,2.33,0.01,1254
12,"COG","Sub-Saharan Africa","Congo",2035,"F",25,64,23.4,19.5,3.2,56.9,3.3,0.2,0.1,6.50,4.11,2.39,0.01,1459
12,"COG","Sub-Saharan Africa","Congo",2040,"F",25,64,19.6,20.6,3.4,59.8,3.2,0.1,0.1,6.81,4.31,2.49,0.00,1690
20,"CIV","Sub-Saharan Africa","Cote dIvoire",2015,"F",25,64,49.4,33.4,22.7,12.9,6.9,4.3,2.7,3.88,2.71,1.02,0.14,3696
20,"CIV","Sub-Saharan Africa","Cote dIvoire",2020,"F",25,64,45.3,34.3,24.0,16.4,10.5,4.0,2.5,4.35,2.97,1.25,0.13,4260
20,"CIV","Sub-Saharan Africa","Cote dIvoire",2025,"F",25,64,41.2,33.8,24.3,21.1,15.0,3.9,2.4,4.93,3.24,1.57,0.13,4925
20,"CIV","Sub-Saharan Africa","Cote dIvoire",2030,"F",25,64,37.0,32.3,23.7,26.5,20.0,4.2,2.6,5.62,3.52,1.96,0.14,5623
20,"CIV","Sub-Saharan Africa","Cote dIvoire",2035,"F",25,64,33.5,29.1,21.8,32.4,25.4,4.9,3.1,6.34,3.77,2.41,0.16,6361
20,"CIV","Sub-Saharan Africa","Cote dIvoire",2040,"F",25,64,29.7,25.2,19.2,39.0,31.3,6.1,3.8,7.17,4.04,2.93,0.20,7254
45,"COD","Sub-Saharan Africa","Democratic Republic of the Congo",2015,"F",25,64,50.0,35.1,0.0,14.3,8.8,0.6,0.4,2.65,1.95,0.68,0.02,11768
45,"COD","Sub-Saharan Africa","Democratic Republic of the Congo",2020,"F",25,64,48.0,32.6,0.0,18.5,12.1,0.9,0.6,3.08,2.14,0.91,0.03,13853
45,"COD","Sub-Saharan Africa","Democratic Republic of the Congo",2025,"F",25,64,42.5,32.6,0.0,23.9,16.4,1.0,0.6,3.70,2.47,1.19,0.03,16261
45,"COD","Sub-Saharan Africa","Democratic Republic of the Congo",2030,"F",25,64,36.5,32.3,0.0,30.0,21.4,1.2,0.7,4.40,2.84,1.53,0.04,19031
45,"COD","Sub-Saharan Africa","Democratic Republic of the Congo",2035,"F",25,64,31.2,31.0,0.0,36.4,26.9,1.5,0.9,5.14,3.20,1.89,0.05,22171
45,"COD","Sub-Saharan Africa","Democratic Republic of the Congo",2040,"F",25,64,26.3,27.8,0.0,44.0,33.3,1.9,1.2,5.97,3.59,2.33,0.06,25658
15,"GAB","Sub-Saharan Africa","Gabon",2015,"F",25,64,9.1,26.5,17.4,43.0,26.5,21.4,13.4,9.89,5.18,4.01,0.70,323
15,"GAB","Sub-Saharan Africa","Gabon",2020,"F",25,64,8.8,20.8,13.9,47.7,30.7,22.7,14.2,10.42,5.26,4.42,0.74,372
15,"GAB","Sub-Saharan Africa","Gabon",2025,"F",25,64,7.8,15.8,10.8,52.5,35.1,23.9,14.9,10.98,5.38,4.82,0.78,427
15,"GAB","Sub-Saharan Africa","Gabon",2030,"F",25,64,6.1,12.2,8.4,56.7,39.4,24.9,15.6,11.53,5.52,5.20,0.81,487
15,"GAB","Sub-Saharan Africa","Gabon",2035,"F",25,64,4.6,9.2,6.4,60.1,43.1,26.1,16.3,12.02,5.64,5.53,0.85,554
15,"GAB","Sub-Saharan Africa","Gabon",2040,"F",25,64,3.7,6.4,4.6,62.3,45.9,27.6,17.2,12.42,5.73,5.80,0.90,629
16,"GMB","Sub-Saharan Africa","Gambia",2015,"F",25,64,70.8,2.0,1.8,26.3,2.4,1.0,0.6,2.70,1.75,0.92,0.03,332
16,"GMB","Sub-Saharan Africa","Gambia",2020,"F",25,64,62.6,1.5,1.4,35.1,2.9,0.8,0.5,3.45,2.24,1.19,0.02,392
16,"GMB","Sub-Saharan Africa","Gambia",2025,"F",25,64,55.1,1.2,1.1,43.2,3.5,0.6,0.4,4.15,2.69,1.43,0.02,463
16,"GMB","Sub-Saharan Africa","Gambia",2030,"F",25,64,48.1,0.8,0.8,50.7,4.0,0.4,0.3,4.79,3.12,1.67,0.01,545
16,"GMB","Sub-Saharan Africa","Gambia",2035,"F",25,64,41.4,0.5,0.5,57.8,4.6,0.3,0.2,5.41,3.51,1.89,0.01,639
16,"GMB","Sub-Saharan Africa","Gambia",2040,"F",25,64,35.8,0.1,0.1,64.0,5.1,0.2,0.1,5.94,3.85,2.08,0.01,751
17,"GHA","Sub-Saharan Africa","Ghana",2015,"F",25,64,34.2,12.2,8.2,51.3,17.7,2.2,1.4,6.10,3.82,2.21,0.07,5436
17,"GHA","Sub-Saharan Africa","Ghana",2020,"F",25,64,27.0,13.9,9.7,55.9,22.9,3.2,2.0,6.91,4.25,2.55,0.10,6218
17,"GHA","Sub-Saharan Africa","Ghana",2025,"F",25,64,21.2,14.7,10.6,59.6,29.2,4.5,2.8,7.69,4.61,2.94,0.15,6985
17,"GHA","Sub-Saharan Africa","Ghana",2030,"F",25,64,16.0,15.3,11.3,62.1,36.2,6.6,4.1,8.48,4.92,3.34,0.21,7812
17,"GHA","Sub-Saharan Africa","Ghana",2035,"F",25,64,11.6,14.1,10.6,64.6,43.9,9.7,6.1,9.36,5.20,3.84,0.32,8688
17,"GHA","Sub-Saharan Africa","Ghana",2040,"F",25,64,7.7,12.2,9.3,66.0,50.0,14.1,8.8,10.23,5.45,4.33,0.46,9558
21,"KEN","Sub-Saharan Africa","Kenya",2015,"F",25,64,18.6,52.9,24.8,21.6,13.2,7.0,4.4,5.64,4.04,1.38,0.23,8504
21,"KEN","Sub-Saharan Africa","Kenya",2020,"F",25,64,12.6,55.6,27.7,24.7,15.6,7.0,4.4,6.17,4.40,1.54,0.23,9877
21,"KEN","Sub-Saharan Africa","Kenya",2025,"F",25,64,9.0,56.0,29.4,28.0,18.1,7.0,4.4,6.60,4.67,1.71,0.23,11382
21,"KEN","Sub-Saharan Africa","Kenya",2030,"F",25,64,5.9,54.5,30.2,32.2,21.5,7.3,4.6,7.10,4.92,1.94,0.24,13228
21,"KEN","Sub-Saharan Africa","Kenya",2035,"F",25,64,4.1,51.7,30.1,36.4,25.1,7.9,4.9,7.56,5.11,2.20,0.26,15369
21,"KEN","Sub-Saharan Africa","Kenya",2040,"F",25,64,2.6,48.1,29.4,40.5,28.8,8.8,5.5,8.06,5.28,2.49,0.29,17577
22,"LSO","Sub-Saharan Africa","Lesotho",2015,"F",25,64,3.5,64.7,30.8,29.9,19.2,1.9,1.2,7.01,5.57,1.38,0.06,402
22,"LSO","Sub-Saharan Africa","Lesotho",2020,"F",25,64,2.2,60.8,31.1,35.2,23.3,1.8,1.1,7.47,5.81,1.61,0.06,436
22,"LSO","Sub-Saharan Africa","Lesotho",2025,"F",25,64,2.6,55.1,29.2,40.7,27.8,1.6,1.0,7.82,5.91,1.86,0.05,473
22,"LSO","Sub-Saharan Africa","Lesotho",2030,"F",25,64,3.4,48.9,26.6,45.5,31.9,2.3,1.4,8.18,5.98,2.12,0.07,511
22,"LSO","Sub-Saharan Africa","Lesotho",2035,"F",25,64,3.9,43.1,23.7,49.3,35.5,3.7,2.3,8.54,6.05,2.37,0.12,556
22,"LSO","Sub-Saharan Africa","Lesotho",2040,"F",25,64,4.1,37.3,20.7,52.6,38.9,5.9,3.7,8.98,6.13,2.65,0.19,610
23,"LBR","Sub-Saharan Africa","Liberia",2015,"F",25,64,62.7,19.4,13.1,14.9,9.6,2.9,2.0,3.05,2.04,0.91,0.10,800
23,"LBR","Sub-Saharan Africa","Liberia",2020,"F",25,64,52.3,26.2,18.2,12.4,7.9,9.1,5.9,4.07,2.62,1.15,0.30,919
23,"LBR","Sub-Saharan Africa","Liberia",2025,"F",25,64,43.6,29.8,21.2,9.9,6.2,16.6,10.6,5.15,3.12,1.48,0.54,1067
23,"LBR","Sub-Saharan Africa","Liberia",2030,"F",25,64,35.6,31.7,23.0,7.9,4.9,24.8,15.6,6.28,3.60,1.87,0.81,1243
23,"LBR","Sub-Saharan Africa","Liberia",2035,"F",25,64,28.8,31.8,23.7,6.2,3.7,33.1,20.5,7.39,4.03,2.29,1.07,1437
23,"LBR","Sub-Saharan Africa","Liberia",2040,"F",25,64,22.9,30.8,23.4,5.0,2.9,41.3,25.2,8.45,4.40,2.71,1.33,1641
25,"MWI","Sub-Saharan Africa","Malawi",2015,"F",25,64,25.5,58.7,14.3,15.7,8.1,0.2,0.1,3.87,3.14,0.73,0.01,2700
25,"MWI","Sub-Saharan Africa","Malawi",2020,"F",25,64,17.3,62.6,18.2,20.0,10.4,0.1,0.1,4.56,3.63,0.92,0.00,3194
25,"MWI","Sub-Saharan Africa","Malawi",2025,"F",25,64,11.3,62.9,21.5,25.7,13.5,0.1,0.1,5.26,4.08,1.18,0.00,3766
25,"MWI","Sub-Saharan Africa","Malawi",2030,"F",25,64,7.0,60.4,23.8,32.6,17.4,0.1,0.1,6.00,4.49,1.51,0.00,4452
25,"MWI","Sub-Saharan Africa","Malawi",2035,"F",25,64,4.0,55.3,25.0,40.7,22.3,0.1,0.0,6.75,4.86,1.89,0.00,5333
