BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
66,"USA","Advanced Economies","USA",2015,"M",25,64,0.3,2.2,1.6,40.4,37.4,57.0,31.0,13.48,5.96,5.76,1.76,84229
66,"USA","Advanced Economies","USA",2020,"M",25,64,0.3,2.5,1.9,39.3,36.4,58.0,31.1,13.50,5.97,5.75,1.78,86184
66,"USA","Advanced Economies","USA",2025,"M",25,64,0.3,2.2,1.7,38.5,36.1,58.9,31.4,13.55,5.97,5.77,1.81,86976
66,"USA","Advanced Economies","USA",2030,"M",25,64,0.4,1.9,1.5,38.2,36.1,59.5,31.4,13.58,5.96,5.80,1.82,87911
66,"USA","Advanced Economies","USA",2035,"M",25,64,0.5,1.6,1.3,38.0,36.5,59.8,31.3,13.60,5.96,5.82,1.82,89690
66,"USA","Advanced Economies","USA",2040,"M",25,64,0.6,1.2,1.0,38.0,36.9,60.0,31.0,13.62,5.95,5.85,1.82,92119
129,"GBR","Advanced Economies","United Kingdom",2015,"M",25,64,0.1,10.1,8.3,59.6,51.2,30.2,16.8,12.83,5.94,5.95,0.94,16623
129,"GBR","Advanced Economies","United Kingdom",2020,"M",25,64,0.1,8.3,6.9,60.8,53.3,30.8,16.9,13.01,5.95,6.11,0.95,17035
129,"GBR","Advanced Economies","United Kingdom",2025,"M",25,64,0.1,6.8,5.7,61.7,55.0,31.3,17.0,13.17,5.96,6.24,0.97,17155
129,"GBR","Advanced Economies","United Kingdom",2030,"M",25,64,0.1,5.7,4.8,62.2,56.6,32.0,17.2,13.32,5.97,6.37,0.98,16989
129,"GBR","Advanced Economies","United Kingdom",2035,"M",25,64,0.1,4.6,3.9,62.7,58.0,32.6,17.3,13.45,5.97,6.48,1.00,17018
129,"GBR","Advanced Economies","United Kingdom",2040,"M",25,64,0.1,3.6,3.1,62.7,59.0,33.6,17.7,13.59,5.98,6.59,1.03,17219
79,"AFG","Asia and the Pacific","Afghanistan",2015,"M",25,64,41.0,22.3,15.7,22.6,13.8,14.2,8.8,5.75,3.35,1.94,0.46,4980
79,"AFG","Asia and the Pacific","Afghanistan",2020,"M",25,64,30.6,32.3,27.9,24.3,15.1,12.8,7.8,6.39,4.03,1.95,0.41,5967
79,"AFG","Asia and the Pacific","Afghanistan",2025,"M",25,64,23.7,38.0,35.4,27.0,17.2,11.4,6.9,6.87,4.50,2.01,0.36,7430
79,"AFG","Asia and the Pacific","Afghanistan",2030,"M",25,64,17.4,44.8,43.4,29.2,19.2,8.7,5.2,7.17,4.92,1.97,0.28,9165
79,"AFG","Asia and the Pacific","Afghanistan",2035,"M",25,64,13.1,47.2,46.7,32.8,22.3,6.8,4.1,7.48,5.20,2.06,0.22,10931
79,"AFG","Asia and the Pacific","Afghanistan",2040,"M",25,64,9.4,47.4,46.9,37.6,26.3,5.5,3.3,7.85,5.42,2.25,0.18,12498
81,"BGD","Asia and the Pacific","Bangladesh",2015,"M",25,64,32.6,20.3,19.4,41.1,21.2,6.0,3.7,6.04,3.35,2.50,0.19,37295
81,"BGD","Asia and the Pacific","Bangladesh",2020,"M",25,64,26.8,20.8,20.1,51.0,24.1,1.4,0.9,6.28,3.64,2.59,0.05,41659
81,"BGD","Asia and the Pacific","Bangladesh",2025,"M",25,64,22.8,20.0,19.4,55.8,25.0,1.4,0.9,6.67,3.85,2.78,0.05,45631
81,"BGD","Asia and the Pacific","Bangladesh",2030,"M",25,64,18.8,19.4,19.0,60.2,26.2,1.6,1.0,7.07,4.05,2.97,0.05,48722
81,"BGD","Asia and the Pacific","Bangladesh",2035,"M",25,64,14.7,19.1,18.8,64.3,27.4,1.9,1.2,7.48,4.26,3.16,0.06,50818
81,"BGD","Asia and the Pacific","Bangladesh",2040,"M",25,64,10.9,18.8,18.7,67.9,28.6,2.5,1.5,7.88,4.45,3.35,0.08,52611
144,"BRN","Asia and the Pacific","Brunei Darussalam",2015,"M",25,64,20.5,9.6,9.2,58.8,35.0,11.2,6.9,9.07,4.76,3.95,0.36,117
144,"BRN","Asia and the Pacific","Brunei Darussalam",2020,"M",25,64,21.4,7.1,7.1,58.1,35.1,13.4,8.1,9.23,4.71,4.08,0.43,126
144,"BRN","Asia and the Pacific","Brunei Darussalam",2025,"M",25,64,21.5,4.8,4.8,56.8,35.0,16.9,10.2,9.54,4.71,4.29,0.54,131
144,"BRN","Asia and the Pacific","Brunei Darussalam",2030,"M",25,64,21.1,4.0,4.0,53.8,34.0,21.2,12.7,9.86,4.73,4.45,0.68,136
144,"BRN","Asia and the Pacific","Brunei Darussalam",2035,"M",25,64,20.1,3.8,3.8,50.3,32.7,25.8,15.5,10.25,4.80,4.63,0.83,138
144,"BRN","Asia and the Pacific","Brunei Darussalam",2040,"M",25,64,18.6,2.5,2.5,48.2,32.3,30.8,18.4,10.76,4.89,4.89,0.98,138
310,"KHM","Asia and the Pacific","Cambodia",2015,"M",25,64,15.1,58.0,26.8,22.5,8.5,4.4,2.6,5.49,4.16,1.19,0.14,3278
310,"KHM","Asia and the Pacific","Cambodia",2020,"M",25,64,11.9,55.1,27.5,29.2,10.5,3.7,2.2,5.98,4.45,1.41,0.12,3813
310,"KHM","Asia and the Pacific","Cambodia",2025,"M",25,64,9.7,52.7,29.0,34.0,11.9,3.6,2.1,6.40,4.70,1.59,0.11,4185
310,"KHM","Asia and the Pacific","Cambodia",2030,"M",25,64,7.5,49.3,30.2,39.1,13.3,4.1,2.4,6.91,4.97,1.81,0.13,4461
310,"KHM","Asia and the Pacific","Cambodia",2035,"M",25,64,5.7,45.2,29.9,43.7,14.2,5.3,3.1,7.41,5.19,2.05,0.17,4779
310,"KHM","Asia and the Pacific","Cambodia",2040,"M",25,64,4.1,41.2,29.5,46.3,14.3,8.4,5.0,7.99,5.40,2.32,0.27,5154
83,"CHN","Asia and the Pacific","China",2015,"M",25,64,1.4,16.7,11.0,76.1,25.7,5.9,3.6,8.39,4.79,3.41,0.19,424323
83,"CHN","Asia and the Pacific","China",2020,"M",25,64,0.9,12.1,7.7,77.6,28.1,9.5,5.7,8.89,4.85,3.74,0.30,435360
83,"CHN","Asia and the Pacific","China",2025,"M",25,64,0.7,9.9,6.2,76.5,29.5,12.9,7.7,9.24,4.87,3.95,0.41,434182
83,"CHN","Asia and the Pacific","China",2030,"M",25,64,0.6,7.6,4.6,74.9,31.3,16.9,10.2,9.64,4.90,4.20,0.54,421921
83,"CHN","Asia and the Pacific","China",2035,"M",25,64,0.4,5.4,3.1,72.0,34.3,22.2,13.3,10.15,4.92,4.52,0.71,405730
83,"CHN","Asia and the Pacific","China",2040,"M",25,64,0.3,3.2,1.8,68.2,37.8,28.4,17.0,10.74,4.95,4.88,0.91,394741
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2015,"M",25,64,1.5,18.3,13.5,59.4,34.8,20.8,12.7,10.51,5.76,4.07,0.67,180
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2020,"M",25,64,1.6,15.1,11.4,60.3,37.8,23.0,14.0,10.85,5.79,4.32,0.74,191
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2025,"M",25,64,1.5,13.0,10.1,59.5,40.5,26.0,15.7,11.21,5.82,4.56,0.83,193
342,"MAC","Asia and the Pacific","China, Macao Special Administrative Region",2030,"M",25,64,1.6,11.2,9.0,58.5,42.6,28.6,17.2,11.50,5.83,4.75,0.92,191
